WL,A25ME,A30ME,A35ME,A40ME,A45ME,A50ME,A55ME,A60ME,A65ME,A70ME,A75MEREF,A80ME,A85ME,A90ME
222.2,-6584643.87,-6383643.77,-6297472.44,-6304338.285,-6253968.854,-6186205.949,-6069864.703,-6072730.447,-5956170.29,-5860406.678,-5734035.328,-5642271.817,-5533572.555,-5405748.432
222.1,-6597400.411,-6399266.055,-6309671.753,-6316736.608,-6263939.255,-6195619.122,-6084850.156,-6091059.268,-5970160.693,-5871033.812,-5736483.151,-5650809.346,-5544577.808,-5411539.623
222,-6610594.774,-6413614.676,-6322328.789,-6327721.96,-6273830.052,-6201330.709,-6101427.689,-6106701.454,-5983016.739,-5882019.164,-5739727.014,-5660401.628,-5554030.783,-5416256.16
221.9,-6622555.275,-6427923.495,-6336776.915,-6337354.044,-6284656.196,-6204435.265,-6117408.192,-6117925.618,-5993026.942,-5889243.227,-5746115.235,-5669257.573,-5562588.213,-5419002.498
221.8,-6634515.776,-6441854.195,-6349533.456,-6344717.414,-6295263.429,-6206067.147,-6134483.25,-6124652.156,-5999912.688,-5894556.794,-5754234.843,-5676899.557,-5571265.049,-5423181.708
221.7,-6645799.643,-6457715.292,-6360120.788,-6352259.893,-6307283.633,-6207878.138,-6150782.169,-6127080.078,-6005325.76,-5896248.379,-5762871.877,-5684700.749,-5579802.578,-5427858.443
221.6,-6655391.925,-6473019.161,-6369175.743,-6358389.401,-6316139.578,-6211281.209,-6168255.247,-6127497.999,-6009485.069,-5896029.468,-5770832.277,-5692541.743,-5590509.316,-5434366.07
221.5,-6666058.861,-6489596.694,-6381852.68,-6364359.701,-6324637.305,-6214345.963,-6186205.949,-6127020.375,-6015515.072,-5895949.864,-5779190.697,-5701477.292,-5602509.619,-5441032.905
221.4,-6677024.312,-6508383.238,-6393972.389,-6370509.11,-6333692.26,-6218803.787,-6200892.887,-6125567.602,-6021803.788,-5896288.181,-5787170.998,-5709716.306,-5616221.408,-5445052.907
221.3,-6688367.882,-6525498.098,-6405574.672,-6377573.965,-6344379.097,-6221490.422,-6213430.517,-6121448.095,-6026062.602,-5896228.478,-5793141.298,-5716900.567,-5628082.404,-5451441.128
221.2,-6698935.313,-6541797.017,-6418450.619,-6384141.295,-6353633.062,-6225510.424,-6224634.78,-6117388.291,-6031873.694,-5898935.014,-5800027.044,-5724761.462,-5641435.975,-5459819.449
221.1,-6708567.397,-6559031.283,-6428958.347,-6392380.309,-6363683.067,-6231421.021,-6235361.419,-6114920.567,-6037764.39,-5905084.423,-5807947.642,-5733398.496,-5652938.753,-5471143.118
221,-6717423.342,-6576185.945,-6440262.115,-6402330.809,-6372698.22,-6238645.084,-6241689.937,-6113547.398,-6046361.622,-5910537.297,-5816803.587,-5743826.62,-5663904.204,-5478665.696
220.9,-6725861.366,-6589738.526,-6453297.27,-6410928.041,-6381932.284,-6247122.91,-6246665.187,-6113408.091,-6053167.764,-5918219.083,-5825022.7,-5750553.158,-5673516.387,-5484456.887
220.8,-6733224.736,-6602256.255,-6468123.515,-6416380.915,-6388778.228,-6253670.339,-6246864.197,-6115497.696,-6060053.51,-5928209.385,-5836903.597,-5755747.319,-5680004.113,-5492775.505
220.7,-6738418.897,-6612067.448,-6482452.235,-6421634.779,-6395584.37,-6261173.016,-6242008.353,-6118303.737,-6063615.789,-5939473.351,-5849102.91,-5760463.856,-5684501.739,-5500238.38
220.6,-6743035.929,-6618415.867,-6495188.875,-6426709.534,-6399823.283,-6267222.92,-6236455.974,-6124333.74,-6066302.424,-5950438.802,-5861958.956,-5766394.354,-5689357.583,-5508417.691
220.5,-6745802.168,-6623709.533,-6505696.603,-6431843.992,-6404738.83,-6271839.952,-6231679.734,-6134403.646,-6070262.723,-5962817.224,-5873063.714,-5772941.783,-5691148.673,-5514268.585
220.4,-6748190.288,-6627709.634,-6516224.232,-6436560.529,-6408321.01,-6276078.865,-6225828.84,-6144035.73,-6075058.864,-5974240.398,-5882437.085,-5775747.824,-5691427.287,-5520756.311
220.3,-6751334.646,-6630336.566,-6525119.979,-6439326.768,-6411584.774,-6279939.659,-6218823.688,-6153568.309,-6079098.767,-5983136.145,-5889382.534,-5777578.716,-5688800.355,-5525353.442
220.2,-6753623.261,-6628207.159,-6533896.32,-6439983.501,-6412261.408,-6283243.225,-6213530.022,-6164255.146,-6081486.887,-5993086.645,-5893959.764,-5777160.795,-5684243.026,-5529393.345
220.1,-6754737.717,-6622754.285,-6542732.364,-6439903.897,-6410012.595,-6285909.959,-6210126.951,-6174524.062,-6085387.483,-6003494.868,-5900546.995,-5775807.527,-5680640.945,-5534886.021
220,-6756409.401,-6616963.094,-6546215.039,-6440580.531,-6408321.01,-6287800.554,-6208116.95,-6186663.672,-6085128.77,-6009962.693,-5907711.355,-5774036.338,-5676421.933,-5539682.162
219.9,-6758001.481,-6610355.962,-6544861.771,-6440580.531,-6406728.93,-6286765.702,-6207420.415,-6198166.45,-6084193.423,-6012629.427,-5912885.615,-5772205.446,-5674730.348,-5543144.936
219.8,-6760130.888,-6605141.9,-6545737.415,-6439665.085,-6402032.294,-6284496.988,-6206684.078,-6204295.958,-6085228.275,-6014679.23,-5918756.41,-5766772.473,-5669735.197,-5548199.79
219.7,-6763454.355,-6600286.056,-6546195.138,-6438371.52,-6398569.52,-6280755.6,-6207718.93,-6206723.88,-6083994.413,-6014102.101,-5924209.284,-5759349.4,-5665317.175,-5554767.12
219.6,-6765902.178,-6597101.896,-6546135.435,-6434371.419,-6393892.785,-6276218.172,-6211221.506,-6207738.831,-6082044.115,-6011773.684,-5930657.208,-5751926.327,-5658152.815,-5558428.904
219.5,-6768250.496,-6593977.439,-6543170.186,-6431326.566,-6390131.496,-6272795.2,-6216395.766,-6206305.959,-6080949.56,-6004768.532,-5937264.34,-5747269.493,-5651167.564,-5562966.332
219.4,-6769106.239,-6591350.507,-6537737.213,-6428520.525,-6385414.959,-6270586.189,-6222744.185,-6201947.64,-6082521.739,-5999355.46,-5941045.53,-5746553.057,-5644341.521,-5568578.414
219.3,-6770638.616,-6589360.407,-6529597.704,-6427306.564,-6382549.215,-6269392.129,-6228356.267,-6197012.192,-6086064.117,-5991534.367,-5942299.293,-5749140.187,-5636898.547,-5570946.633
219.2,-6770777.923,-6585718.524,-6523070.176,-6427724.485,-6377454.559,-6270347.377,-6238028.153,-6192992.19,-6094661.349,-5984887.433,-5942020.679,-5752423.852,-5630550.128,-5572260.099
219.1,-6771116.24,-6580783.076,-6518791.461,-6432222.111,-6372081.289,-6272894.705,-6249053.307,-6187081.593,-6105029.77,-5978917.133,-5938139.984,-5752961.179,-5624619.63,-5573911.882
219,-6768469.407,-6572583.864,-6513020.171,-6436182.41,-6370767.823,-6276516.687,-6258824.698,-6181270.501,-6111975.219,-5973643.368,-5929542.752,-5752284.545,-5617634.379,-5573493.961
218.9,-6765325.049,-6560324.848,-6507368.287,-6441157.66,-6368339.901,-6283581.542,-6266984.108,-6175320.102,-6121030.174,-5969265.148,-5921960.471,-5751448.703,-5613355.664,-5572996.436
218.8,-6759931.878,-6545399.098,-6503945.315,-6446232.415,-6363921.879,-6291581.744,-6276118.667,-6172693.17,-6129229.386,-5968190.494,-5917403.142,-5753657.714,-5610688.93,-5572638.218
218.7,-6753702.865,-6529657.407,-6500064.62,-6450351.922,-6360240.194,-6298407.787,-6284715.899,-6172573.764,-6134423.547,-5966857.127,-5913880.665,-5756384.151,-5612718.832,-5571961.584
218.6,-6746817.119,-6515368.489,-6499169.075,-6452640.537,-6355384.35,-6304716.404,-6290865.308,-6173369.804,-6135438.498,-5964070.987,-5910218.881,-5758493.657,-5616878.141,-5567026.136
218.5,-6738080.58,-6498830.758,-6497716.302,-6454073.409,-6351782.269,-6309950.367,-6295522.142,-6172533.962,-6132493.15,-5964031.185,-5905402.839,-5759588.212,-5623962.897,-5563742.471
218.4,-6730040.576,-6484701.048,-6495487.39,-6452580.834,-6349493.654,-6314726.607,-6298845.609,-6173190.695,-6127955.722,-5964210.294,-5902178.877,-5763966.432,-5630729.237,-5559085.637
218.3,-6721264.235,-6473476.884,-6489536.991,-6449496.179,-6344717.414,-6320458.095,-6303502.443,-6172474.259,-6125308.889,-5964190.393,-5901402.738,-5772026.337,-5640799.143,-5552617.812
218.2,-6711950.567,-6462869.651,-6484860.256,-6446053.306,-6341553.155,-6325114.929,-6307343.336,-6170603.565,-6123915.819,-5964329.7,-5901760.956,-5783131.095,-5653078.06,-5546110.185
218.1,-6703950.365,-6454192.815,-6477755.599,-6441814.393,-6338130.183,-6327721.96,-6309791.159,-6168454.257,-6119597.302,-5965384.453,-5901482.342,-5793758.229,-5661615.589,-5538408.498
218,-6696885.51,-6450172.813,-6469635.991,-6436122.707,-6332518.101,-6330070.278,-6308676.703,-6165051.186,-6111457.793,-5962478.907,-5897223.528,-5803151.501,-5672123.317,-5532975.525
217.9,-6690139.071,-6446351.821,-6461138.264,-6427704.584,-6326866.217,-6332498.2,-6304895.513,-6162125.739,-6100552.045,-5960170.391,-5891074.119,-5811131.802,-5680123.519,-5529831.167
217.8,-6682178.671,-6442869.146,-6451545.982,-6420361.115,-6321612.353,-6335363.944,-6301094.422,-6161070.986,-6089805.505,-5960807.223,-5884546.591,-5818156.855,-5686213.225,-5528239.087
217.7,-6674616.291,-6443326.869,-6442690.037,-6411067.348,-6314786.31,-6334189.785,-6294765.904,-6160135.639,-6080869.956,-5960468.906,-5881063.916,-5823211.709,-5689835.207,-5530686.91
217.6,-6668128.565,-6447705.089,-6433117.656,-6400460.115,-6308557.297,-6330647.407,-6284317.879,-6160215.243,-6069148.267,-5956488.706,-5873083.615,-5828147.157,-5689536.692,-5532816.317
217.5,-6662138.364,-6452481.329,-6425296.563,-6390350.407,-6304119.374,-6325512.949,-6271004.11,-6160195.342,-6059078.361,-5951493.555,-5860944.005,-5830455.673,-5687427.186,-5532060.079
217.4,-6657083.51,-6455725.192,-6421117.353,-6380161.095,-6299343.134,-6317711.757,-6255620.637,-6160414.253,-6047416.375,-5944826.72,-5852227.367,-5831271.614,-5679287.677,-5533532.753
217.3,-6650516.18,-6459426.778,-6417614.777,-6372837.527,-6296875.41,-6310487.694,-6241431.224,-6163399.403,-6036013.102,-5936448.399,-5840903.698,-5833560.229,-5670451.633,-5534149.684
217.2,-6642117.958,-6463645.79,-6415943.093,-6362628.314,-6295263.429,-6303482.542,-6228654.782,-6166046.236,-6024908.344,-5928189.484,-5831112.406,-5836167.26,-5662749.946,-5531940.673
217.1,-6635112.806,-6463625.889,-6413833.587,-6354628.112,-6295641.548,-6296935.113,-6215201.706,-6163160.591,-6019017.648,-5919651.955,-5822614.679,-5836047.854,-5653177.565,-5528298.79
217,-6628207.159,-6463645.79,-6413156.953,-6347722.465,-6294865.409,-6290905.11,-6202863.086,-6160155.54,-6014340.913,-5913820.962,-5814912.992,-5836226.963,-5644341.521,-5523184.233
216.9,-6623729.434,-6460839.749,-6413435.567,-6344000.978,-6295760.954,-6284695.998,-6192355.358,-6157090.786,-6011893.09,-5904984.918,-5808345.662,-5831868.644,-5634410.922,-5514985.021
216.8,-6617997.946,-6455207.766,-6415863.489,-6346130.385,-6297353.034,-6277272.925,-6185429.81,-6155220.092,-6012908.041,-5897243.429,-5801041.995,-5826137.156,-5624898.244,-5504437.491
216.7,-6611470.418,-6446471.227,-6418092.401,-6348598.109,-6296477.39,-6268397.079,-6176374.855,-6149787.119,-6010002.495,-5891671.149,-5797221.003,-5813062.199,-5615226.358,-5497253.23
216.6,-6604505.068,-6438510.827,-6419047.649,-6348956.327,-6296377.885,-6258287.371,-6167439.306,-6143438.7,-6004370.512,-5884725.7,-5798036.944,-5800624.074,-5607942.592,-5490884.91
216.5,-6599629.323,-6428878.743,-6417674.48,-6348080.683,-6293591.745,-6250924.001,-6159359.5,-6135557.904,-5999275.856,-5876924.508,-5801002.193,-5786056.542,-5605017.145,-5485491.739
216.4,-6594315.756,-6418550.124,-6416102.301,-6345851.771,-6288616.495,-6240873.996,-6150503.555,-6126045.226,-5992051.793,-5867352.127,-5799828.034,-5773100.991,-5601534.47,-5482247.876
216.3,-6587987.238,-6410808.635,-6410132.001,-6341692.462,-6286387.583,-6232236.962,-6143876.522,-6118821.163,-5983912.284,-5854993.606,-5799688.727,-5761916.629,-5599166.251,-5480317.479
216.2,-6581678.621,-6406629.425,-6405077.147,-6337314.242,-6283442.235,-6223878.542,-6137130.083,-6108950.267,-5976628.518,-5839948.45,-5800186.252,-5753617.912,-5595962.19,-5477153.22
216.1,-6576404.856,-6403703.978,-6395584.37,-6331224.536,-6281631.244,-6215261.409,-6130821.466,-6098581.846,-5972389.605,-5825639.631,-5798952.39,-5748324.246,-5593235.753,-5474546.189
216,-6571628.616,-6403684.077,-6383146.245,-6320537.699,-6276616.192,-6207500.019,-6124154.631,-6086263.127,-5968071.088,-5814216.457,-5802315.659,-5744861.472,-5592161.099,-5473212.822
215.9,-6567270.297,-6405256.256,-6367902.079,-6310666.803,-6271083.714,-6200156.55,-6117766.41,-6071058.763,-5967872.078,-5805002.294,-5806076.948,-5746135.136,-5590728.227,-5474207.872
215.8,-6564504.058,-6406012.494,-6352180.289,-6303084.522,-6269073.713,-6197231.103,-6109009.97,-6056630.538,-5969623.366,-5798235.954,-5808783.484,-5749478.504,-5590151.098,-5474108.367
215.7,-6561976.631,-6407465.267,-6334468.399,-6296158.974,-6264675.592,-6196037.043,-6102562.046,-6043157.561,-5970936.832,-5797340.409,-5810753.683,-5751886.525,-5587782.879,-5474068.565
215.6,-6558593.461,-6408997.644,-6320199.382,-6288755.802,-6263362.126,-6194484.765,-6094621.547,-6030639.832,-5973762.774,-5800823.084,-5813201.506,-5758075.736,-5586787.829,-5477571.141
215.5,-6554991.38,-6409992.694,-6306169.177,-6280636.194,-6260974.006,-6194126.547,-6089666.198,-6019117.153,-5982260.501,-5810753.683,-5816067.25,-5763667.917,-5584160.897,-5481332.43
215.4,-6550055.932,-6406609.524,-6294168.874,-6275004.211,-6260595.887,-6191400.11,-6084531.74,-6007733.781,-5992967.239,-5826176.958,-5820823.589,-5770235.247,-5582349.906,-5482088.668
215.3,-6544025.929,-6403206.453,-6284835.305,-6267859.752,-6260954.105,-6186783.078,-6076551.439,-5997484.766,-6002838.135,-5843988.353,-5825002.799,-5774792.576,-5583265.352,-5481431.935
215.2,-6536841.668,-6396221.202,-6278287.876,-6263023.809,-6262824.799,-6185947.236,-6068053.712,-5989902.485,-6009982.594,-5862356.976,-5826853.592,-5776742.874,-5587106.245,-5478844.805
215.1,-6529955.922,-6385116.444,-6276058.964,-6259381.926,-6266466.682,-6185131.295,-6063217.769,-5982817.729,-6020152.005,-5878476.786,-5829002.9,-5778752.875,-5595126.348,-5476536.289
215,-6520861.165,-6371703.17,-6279064.015,-6253948.953,-6268934.406,-6185230.8,-6059297.272,-5977802.677,-6028092.504,-5893064.219,-5834177.16,-5781817.629,-5606549.522,-5475103.417
214.9,-6508900.664,-6359862.075,-6286626.395,-6250764.793,-6271461.833,-6187380.108,-6059695.292,-5975573.765,-6035575.28,-5904566.997,-5837759.34,-5784404.759,-5619962.796,-5476934.309
214.8,-6498731.253,-6347423.95,-6296915.212,-6245232.315,-6274665.894,-6189330.406,-6062421.729,-5974101.091,-6040610.233,-5910756.208,-5842157.461,-5782593.768,-5635764.19,-5476655.695
214.7,-6490770.853,-6335662.459,-6308656.802,-6242605.383,-6275959.459,-6191002.09,-6067874.603,-5978001.687,-6047535.781,-5915691.656,-5847510.83,-5778792.677,-5651625.287,-5477829.854
214.6,-6483228.374,-6329493.149,-6319980.471,-6242744.69,-6275780.35,-6192793.18,-6071377.179,-5989345.257,-6052690.14,-5918298.687,-5852446.278,-5776165.745,-5670133.217,-5478148.27
214.5,-6478074.015,-6324298.988,-6332358.893,-6242804.393,-6274128.567,-6193231.002,-6074402.131,-6001385.362,-6059058.46,-5917622.053,-5856744.894,-5772702.971,-5686432.136,-5482128.47
214.4,-6472282.824,-6320657.105,-6343005.928,-6245152.711,-6269471.733,-6197788.331,-6078402.232,-6016689.231,-6063894.403,-5914855.814,-5862337.075,-5773021.387,-5701596.698,-5485193.224
214.3,-6467208.069,-6321055.125,-6350429.001,-6245849.246,-6261949.155,-6204395.463,-6080093.817,-6032689.635,-6065267.572,-5911771.159,-5870098.465,-5770911.881,-5713995.021,-5489352.533
214.2,-6465317.474,-6324418.394,-6354807.221,-6246446.276,-6255919.152,-6211997.645,-6081367.481,-6047038.256,-6061864.501,-5905562.047,-5871113.416,-5772643.268,-5724542.551,-5492735.703
214.1,-6465655.791,-6326010.474,-6358429.203,-6245789.543,-6246227.365,-6216455.469,-6082302.828,-6065128.265,-6059655.49,-5896148.874,-5866277.473,-5771309.901,-5732562.654,-5492596.396
214,-6467685.693,-6331144.932,-6361573.561,-6247859.247,-6238844.094,-6219142.104,-6082661.046,-6082362.531,-6057764.895,-5886357.582,-5863172.917,-5772125.842,-5739209.588,-5488735.602
213.9,-6470372.328,-6338607.807,-6358767.52,-6250247.367,-6236077.855,-6220953.095,-6085964.612,-6099198.777,-6057426.578,-5877302.627,-5865063.512,-5773061.189,-5747548.107,-5484198.174
213.8,-6475865.004,-6350070.783,-6357294.846,-6255779.845,-6234983.3,-6221868.541,-6087536.791,-6108114.425,-6055058.359,-5866158.067,-5867511.335,-5772205.446,-5756304.547,-5476496.487
213.7,-6484521.939,-6360260.095,-6353931.577,-6261013.808,-6236475.875,-6222485.472,-6087019.365,-6113806.111,-6051237.367,-5857481.231,-5869043.712,-5770175.544,-5766274.948,-5462486.183
213.6,-6494293.33,-6369494.159,-6351264.843,-6265790.048,-6240257.065,-6219997.847,-6086820.355,-6115497.696,-6048053.207,-5850137.762,-5875750.349,-5769021.286,-5776643.369,-5452257.069
213.5,-6505497.593,-6376618.717,-6352976.329,-6273233.022,-6250983.704,-6217291.311,-6090223.426,-6114940.468,-6047376.573,-5844824.195,-5881979.362,-5771011.386,-5780643.47,-5441828.945
213.4,-6516721.757,-6385693.573,-6358528.708,-6283561.641,-6263362.126,-6212893.19,-6095019.567,-6113368.289,-6049904,-5840644.985,-5889959.663,-5775926.933,-5787728.226,-5432157.059
213.3,-6525279.187,-6395882.885,-6366170.692,-6292815.606,-6279223.223,-6210843.387,-6104273.532,-6109407.99,-6053048.358,-5841520.629,-5899651.45,-5777678.221,-5792882.585,-5425649.432
213.2,-6534951.073,-6404758.731,-6374230.597,-6299761.055,-6302965.116,-6207420.415,-6111895.615,-6102502.343,-6057386.776,-5847073.008,-5912029.872,-5782474.362,-5801639.025,-5421768.737
213.1,-6543369.196,-6414669.429,-6379225.748,-6306845.811,-6322030.274,-6204733.78,-6120313.738,-6096333.033,-6063655.591,-5858317.073,-5922119.679,-5781857.431,-5809141.702,-5418803.488
213,-6550633.061,-6420201.907,-6387922.485,-6315383.34,-6342030.779,-6201907.838,-6124254.136,-6091437.387,-6066959.157,-5873680.645,-5935234.438,-5783429.61,-5817022.498,-5417549.725
212.9,-6555309.796,-6428361.317,-6394947.538,-6320955.62,-6362170.591,-6200136.649,-6131637.407,-6087835.306,-6070222.921,-5891173.624,-5946339.196,-5783807.729,-5825977.948,-5424733.986
212.8,-6558971.58,-6435943.598,-6403385.562,-6327463.247,-6378688.421,-6204156.651,-6143558.106,-6085904.909,-6073844.903,-5910577.099,-5959294.747,-5786275.453,-5836425.973,-5434903.397
212.7,-6562175.641,-6443366.671,-6410350.912,-6329970.773,-6395226.152,-6206783.583,-6155439.003,-6083994.413,-6077725.598,-5929025.326,-5964847.126,-5792325.357,-5850575.584,-5450505.781
212.6,-6562792.572,-6451565.883,-6416321.212,-6331304.14,-6406311.009,-6214445.468,-6166961.682,-6086143.721,-6081705.798,-5948588.009,-5972190.595,-5794753.279,-5864307.274,-5467222.621
212.5,-6564404.553,-6459486.481,-6420599.927,-6333174.834,-6414629.627,-6220535.174,-6181588.917,-6093308.081,-6082402.333,-5963473.957,-5979653.47,-5801280.807,-5874994.111,-5486845.007
212.4,-6566016.534,-6467307.574,-6416679.43,-6335105.231,-6418729.233,-6226485.573,-6197688.826,-6103875.512,-6084531.74,-5978439.509,-5989066.643,-5804962.492,-5882198.273,-5507661.453
212.3,-6567529.01,-6477636.193,-6413455.468,-6337194.836,-6417594.876,-6235102.706,-6214087.25,-6114880.765,-6089009.465,-5991773.179,-6000231.104,-5816743.884,-5888745.702,-5537871.171
212.2,-6568663.367,-6485516.989,-6407345.861,-6338209.787,-6417157.054,-6246008.454,-6228316.465,-6125169.582,-6094840.458,-6003375.462,-6010878.139,-5828186.959,-5887770.553,-5565533.561
212.1,-6572205.745,-6490671.348,-6401674.076,-6338249.589,-6410709.13,-6256615.687,-6243739.74,-6139478.401,-6103596.898,-6011912.991,-6018042.499,-5848227.266,-5883193.323,-5602370.312
212,-6574613.766,-6493895.31,-6393236.052,-6341533.254,-6404818.434,-6269650.842,-6261173.016,-6155618.112,-6113865.814,-6020470.421,-6028211.91,-5871750.248,-5873780.15,-5632938.248
211.9,-6580524.363,-6498333.233,-6384539.315,-6347802.069,-6398370.51,-6278884.906,-6278646.094,-6174165.844,-6122482.947,-6031913.496,-6039336.569,-5892427.387,-5863053.511,-5662968.857
211.8,-6591310.705,-6499746.204,-6379325.253,-6353891.775,-6394848.033,-6287382.633,-6298367.985,-6188832.881,-6130244.337,-6038540.529,-6055396.676,-5912189.08,-5846674.988,-5692243.228
211.7,-6601500.017,-6496999.866,-6376320.202,-6364837.325,-6389713.575,-6290208.575,-6315821.162,-6206266.157,-6143637.71,-6045505.879,-6075337.478,-5928627.306,-5833122.407,-5725179.383
211.6,-6613997.845,-6497636.698,-6379026.738,-6379404.857,-6388519.515,-6296815.707,-6334269.389,-6217629.628,-6158404.252,-6055814.597,-6092691.15,-5947294.444,-5826077.453,-5758911.578
211.5,-6626535.475,-6499606.897,-6384698.523,-6395484.865,-6388977.238,-6305552.246,-6349175.238,-6229112.505,-6170145.842,-6071556.288,-6110502.545,-5964628.215,-5824664.482,-5789598.92
211.4,-6643033.404,-6503925.414,-6398549.619,-6414908.241,-6392440.012,-6313930.567,-6363245.245,-6240854.095,-6176454.459,-6088929.861,-6128234.336,-5980051.49,-5831590.03,-5817221.508
211.3,-6659730.343,-6507607.099,-6415027.647,-6438232.213,-6394728.627,-6323940.77,-6380778.026,-6254645.488,-6184514.364,-6106621.85,-6146304.444,-5996410.112,-5846117.76,-5845063.007
211.2,-6678238.273,-6513557.498,-6438291.916,-6463864.701,-6402450.215,-6332458.398,-6401037.244,-6268635.891,-6190126.446,-6126164.632,-6163080.987,-6010977.644,-5862536.085,-5877143.419
211.1,-6697681.55,-6522910.968,-6467128.465,-6490989.764,-6412679.329,-6347702.564,-6422729.334,-6286905.009,-6198206.252,-6148035.831,-6178384.856,-6024888.443,-5886178.473,-5908248.682
211,-6719373.64,-6538234.738,-6499547.194,-6518552.649,-6423803.988,-6361115.838,-6444321.919,-6305313.434,-6212495.17,-6175320.102,-6191479.714,-6040908.748,-5920010.173,-5936945.924
210.9,-6741802.067,-6557240.193,-6534354.043,-6543926.424,-6441595.482,-6382708.423,-6466511.534,-6326388.593,-6227858.742,-6208116.95,-6205669.127,-6051297.07,-5954319.497,-5959832.074
210.8,-6766897.228,-6577439.708,-6564523.959,-6569340.001,-6465755.296,-6403485.067,-6482870.156,-6350170.288,-6244277.067,-6245311.919,-6221788.937,-6062023.709,-5993146.348,-5976787.726
210.7,-6795176.549,-6601699.027,-6598335.758,-6597201.401,-6488223.525,-6426032.9,-6501378.086,-6377175.945,-6266406.979,-6280616.293,-6235679.835,-6065068.562,-6035018.052,-5995395.161
210.6,-6824172.306,-6631689.834,-6633281.914,-6626157.356,-6512363.438,-6450769.843,-6518572.55,-6404022.394,-6293770.854,-6316975.42,-6253152.913,-6073068.764,-6079616.193,-6013823.487
210.5,-6852471.528,-6664705.593,-6669044.011,-6654018.756,-6539468.6,-6477337.678,-6538115.332,-6426868.742,-6328418.495,-6358190.391,-6268635.891,-6078621.143,-6127259.187,-6027813.89
210.4,-6882900.157,-6698895.511,-6703711.553,-6679671.145,-6564583.662,-6509059.872,-6554513.756,-6452143.012,-6363822.374,-6402788.532,-6285352.731,-6085904.909,-6183957.136,-6035057.854
210.3,-6912910.865,-6736508.401,-6738140.283,-6700527.393,-6594654.073,-6540364.145,-6568145.941,-6473795.3,-6403325.859,-6443048.255,-6300696.402,-6093487.19,-6238386.371,-6041983.402
210.2,-6941727.513,-6777902.481,-6766777.822,-6723911.068,-6623968.246,-6577240.698,-6584942.385,-6494691.35,-6447207.564,-6479885.006,-6321990.472,-6096750.954,-6283064.116,-6042938.65
210.1,-6968971.982,-6818022.897,-6789524.665,-6746797.218,-6651451.527,-6613619.726,-6601699.027,-6517637.203,-6487726,-6507786.208,-6348956.327,-6108034.821,-6326468.197,-6043077.957
210,-6994982.589,-6857426.877,-6809903.289,-6771136.141,-6680467.185,-6652028.656,-6616186.955,-6537179.985,-6533916.221,-6535886.42,-6377215.747,-6117905.717,-6364897.028,-6040013.203
209.9,-7018386.165,-6894582.044,-6834401.42,-6793863.083,-6706039.97,-6693960.063,-6628923.595,-6555349.598,-6582753.275,-6558673.065,-6404042.295,-6136194.736,-6393355.458,-6038381.321
209.8,-7039322.017,-6924672.356,-6853486.479,-6819973.195,-6729304.239,-6735573.054,-6643033.404,-6575409.806,-6636466.074,-6577519.312,-6426311.514,-6160971.481,-6413634.577,-6030639.832
209.7,-7058088.66,-6949469.002,-6872173.518,-6842461.325,-6752707.815,-6776807.926,-6657839.748,-6598017.342,-6684427.484,-6592086.844,-6449356.872,-6190564.268,-6425555.276,-6024848.641
209.6,-7074347.777,-6970643.666,-6886542.04,-6872830.251,-6773981.984,-6814818.836,-6672068.963,-6617381.015,-6729085.328,-6606714.079,-6475168.469,-6221211.808,-6424500.523,-6019753.985
209.5,-7090686.498,-6986246.05,-6894323.331,-6904114.623,-6789902.784,-6850441.626,-6683492.137,-6644844.395,-6766240.495,-6613480.419,-6500024.818,-6252894.2,-6422968.146,-6021445.57
209.4,-7106945.615,-6992574.568,-6905049.97,-6934622.856,-6807395.763,-6886581.842,-6688746.001,-6674934.707,-6801863.285,-6618256.659,-6524582.652,-6286885.108,-6417694.381,-6028510.425
209.3,-7119881.265,-6994544.767,-6919199.581,-6971280.498,-6820251.809,-6916990.57,-6689959.962,-6706756.406,-6830043.101,-6627829.04,-6538473.55,-6316378.39,-6410908.14,-6037664.885
209.2,-7131045.726,-6997927.937,-6937349.293,-7004037.544,-6835296.965,-6951021.28,-6694676.499,-6736747.213,-6848471.427,-6636864.094,-6547468.802,-6343841.77,-6406490.118,-6047834.296
209.1,-7143682.861,-7000256.354,-6952235.241,-7036177.659,-6852789.944,-6980793.176,-6700567.195,-6772051.587,-6855974.104,-6645779.742,-6559210.392,-6374509.211,-6407723.98,-6057386.776
209,-7155344.847,-7001331.008,-6965310.198,-7064675.891,-6870760.547,-7007281.407,-6713463.043,-6810619.725,-6854521.331,-6650456.477,-6573180.894,-6399624.273,-6410350.912,-6069148.267
208.9,-7166967.031,-7003739.029,-6979121.492,-7094208.975,-6883656.395,-7035003.5,-6729702.259,-6843695.187,-6849685.388,-6649620.635,-6584146.345,-6428719.535,-6415863.489,-6086243.226
208.8,-7180619.117,-7009211.804,-6999340.908,-7118567.799,-6906482.842,-7062247.969,-6748429.1,-6873407.38,-6850342.121,-6649282.318,-6593221.201,-6456441.628,-6421097.452,-6099079.371
208.7,-7196719.026,-7017152.303,-7024038.049,-7139782.265,-6930344.141,-7092915.41,-6768091.288,-6899278.68,-6856889.55,-6652983.904,-6601957.74,-6482372.631,-6428560.327,-6111736.407
