WL,A25ME,A30ME,A35ME,A40ME,A45ME,A50ME,A55ME,A60ME,A65ME,A70ME,A75MEREF,A80ME,A85ME,A90ME
235.8,-1561699.133,-1532319.287,-1556940.804,-1571647.643,-1553334.743,-1594750.714,-1569263.504,-1595232.318,-1564505.174,-1622811.124,-1563235.491,-1548719.701,-1508334.602,-1529827.682
235.7,-1596283.091,-1558172.676,-1591192.415,-1598840.37,-1579484.657,-1623489.748,-1601905.124,-1626990.334,-1595365.655,-1649297.365,-1586637.077,-1576819.913,-1537226.874,-1553382.506
235.6,-1631342.683,-1584059.897,-1623748.461,-1625430.096,-1605678.353,-1652604.911,-1634936.804,-1657389.112,-1627895.83,-1678147.845,-1610566.039,-1606745.047,-1566568.908,-1578415.973
235.5,-1666185.354,-1611857.614,-1656608.993,-1652220.822,-1631921.802,-1682898.214,-1668177.444,-1687455.543,-1661926.54,-1707826.206,-1635617.418,-1637074.171,-1596360.705,-1604233.541
235.4,-1700544.43,-1640799.638,-1687499.325,-1679268.271,-1660000.123,-1713147.734,-1701358.381,-1716039.349,-1698980.212,-1738806.093,-1662310.629,-1668963.533,-1627382.384,-1630994.415
235.3,-1734266.675,-1671483,-1718294.132,-1707097.83,-1688571.989,-1746585.394,-1735401.032,-1744509.719,-1737815.023,-1771583.04,-1690199.89,-1702759.412,-1659769.271,-1659198.113
235.2,-1767628.711,-1704707.719,-1749194.415,-1736814.003,-1719910.093,-1780592.223,-1768771.029,-1772763.169,-1778984.222,-1805685.393,-1719742.925,-1737496.607,-1694613.932,-1690739.208
235.1,-1800881.292,-1738591.162,-1780514.609,-1767738.167,-1752336.783,-1815924.458,-1802425.61,-1800903.183,-1820171.331,-1838904.143,-1750696.94,-1772683.565,-1731771.089,-1724941.066
235,-1833377.635,-1774138.328,-1811056.673,-1797030.449,-1786492.869,-1850964.149,-1837190.667,-1829791.475,-1858590.212,-1870443.247,-1781125.569,-1807476.483,-1769947.178,-1757439.399
234.9,-1865977.463,-1811558.179,-1841855.461,-1828426.266,-1822215.164,-1887134.216,-1872228.367,-1860084.777,-1896346.389,-1901845.035,-1814039.833,-1844444.581,-1808827.761,-1790560.633
234.8,-1898834.014,-1849425.801,-1874099.061,-1862058.956,-1860536.53,-1923873.452,-1908179.524,-1892581.12,-1935127.468,-1933961.269,-1848534.237,-1881585.817,-1849077.534,-1824350.541
234.7,-1931352.248,-1887472.533,-1906030.216,-1894941.378,-1899319.598,-1960616.669,-1944978.463,-1926156.097,-1973679.685,-1966670.553,-1884489.373,-1919849.47,-1889273.574,-1859350.43
234.6,-1965426.74,-1926800.889,-1938397.202,-1930197.99,-1939398.222,-1997324.063,-1981870.937,-1962387.858,-2011553.278,-2000488.322,-1922032.61,-1957456.39,-1928351.177,-1894459.774
234.5,-1999771.886,-1966841.701,-1972121.437,-1967396.939,-1979066.886,-2034180.715,-2019593.282,-1997761.885,-2049663.693,-2035533.983,-1958883.291,-1991672.179,-1967739.236,-1929604.94
234.4,-2034499.131,-2006737.236,-2006538.226,-2006180.008,-2018916.648,-2071156.773,-2057345.479,-2035056.359,-2084311.334,-2070898.06,-1995930.993,-2026041.206,-2005841.691,-1965542.166
234.3,-2069465.188,-2047753.197,-2041046.56,-2045743.196,-2058539.539,-2106898.969,-2094958.369,-2072569.744,-2117546.004,-2106003.424,-2035374.775,-2059236.074,-2043235.67,-2002060.501
234.2,-2105286.988,-2088749.257,-2075853.409,-2087137.276,-2098520.648,-2141685.917,-2133526.507,-2111535.902,-2149745.822,-2141248.095,-2073724.002,-2092888.665,-2076490.241,-2039892.302
234.1,-2142442.155,-2131237.892,-2111774.714,-2129526.406,-2137964.43,-2176890.786,-2170701.575,-2151855.328,-2182482.967,-2178482.866,-2112570.754,-2124352.146,-2107794.514,-2077127.073
234,-2180970.491,-2173726.527,-2148293.049,-2171238.902,-2177169.4,-2213170.309,-2207777.138,-2192453.368,-2214523.577,-2216055.954,-2151158.793,-2155437.508,-2137685.816,-2114162.834
233.9,-2219797.342,-2215638.033,-2184015.344,-2212433.972,-2214344.468,-2250325.476,-2244056.661,-2233310.121,-2245628.84,-2252633.992,-2187219.405,-2184751.681,-2166661.672,-2149865.228
233.8,-2258186.371,-2256514.687,-2220593.382,-2251280.724,-2250524.486,-2286505.494,-2280555.095,-2273171.824,-2275878.36,-2289291.634,-2221668.036,-2214284.765,-2195538.023,-2186144.751
233.7,-2298286.886,-2297630.153,-2256932.608,-2289709.555,-2286764.207,-2323481.552,-2317809.767,-2313152.933,-2305431.345,-2325491.553,-2255141.518,-2243678.542,-2222404.373,-2222304.868
233.6,-2339382.451,-2339362.55,-2294087.775,-2326705.514,-2322745.215,-2358626.718,-2355362.954,-2353969.884,-2336695.816,-2360994.937,-2287938.366,-2272415.586,-2250225.971,-2258186.371
233.5,-2380995.442,-2380577.521,-2331601.16,-2363701.473,-2359681.471,-2395125.152,-2392975.844,-2394687.33,-2369532.466,-2397393.866,-2320217.788,-2303640.255,-2277092.321,-2292734.507
233.4,-2421872.096,-2419265.065,-2367283.653,-2398428.718,-2396577.925,-2430449.427,-2429812.595,-2432479.329,-2403881.592,-2434449.528,-2352497.21,-2332914.626,-2306685.108,-2326964.227
233.3,-2463305.978,-2458489.936,-2404359.216,-2432817.646,-2432359.923,-2466549.841,-2467923.01,-2468997.664,-2439086.461,-2469992.714,-2383960.691,-2364875.632,-2338208.292,-2362188.997
233.2,-2505197.583,-2498490.946,-2441872.601,-2468480.238,-2469534.991,-2504103.028,-2507645.406,-2505376.692,-2473554.993,-2505894.118,-2415981.4,-2399244.659,-2371124.546,-2398568.025
233.1,-2548502.159,-2540283.046,-2481495.492,-2505933.92,-2509555.902,-2541059.185,-2547188.693,-2542113.938,-2508540.951,-2543964.731,-2449156.367,-2435623.687,-2405712.484,-2434748.043
233,-2592702.28,-2581438.314,-2521377.096,-2544283.147,-2551148.992,-2579846.234,-2587528.02,-2579070.095,-2546412.554,-2583866.236,-2484301.533,-2473196.775,-2442071.611,-2472639.547
232.9,-2636544.183,-2623150.81,-2562651.77,-2584323.959,-2593160.003,-2618951.699,-2627767.842,-2617100.906,-2585518.019,-2624484.177,-2519526.303,-2509894.219,-2479823.808,-2511287.289
232.8,-2681261.73,-2665500.138,-2605538.425,-2626772.792,-2637638.738,-2657818.352,-2668306.179,-2656823.302,-2626394.673,-2665957.861,-2556940.183,-2547785.723,-2520879.571,-2550492.259
232.7,-2726317.594,-2706834.515,-2650176.368,-2668903.209,-2683570.246,-2697381.54,-2709342.041,-2698316.887,-2667828.555,-2708227.585,-2594672.479,-2586572.772,-2562532.364,-2588940.991
232.6,-2770736.626,-2747910.179,-2694475.994,-2710138.081,-2729820.17,-2735133.737,-2750537.111,-2740626.413,-2709978.873,-2751014.735,-2632981.904,-2626772.792,-2604662.781,-2626315.069
232.5,-2817006.451,-2789543.071,-2741163.74,-2754616.816,-2777721.877,-2776030.292,-2791692.379,-2784249.405,-2754178.994,-2795035.747,-2674216.776,-2668485.288,-2648126.565,-2665420.534
232.4,-2863196.672,-2829364.972,-2786756.931,-2799195.056,-2825902.198,-2815911.896,-2832688.439,-2827872.397,-2797941.293,-2837484.58,-2714814.816,-2707590.753,-2689679.853,-2703093.127
232.3,-2909685.408,-2870241.626,-2832409.825,-2843693.692,-2874779.054,-2855494.985,-2872530.241,-2871973.013,-2841922.503,-2881027.968,-2755253.648,-2746576.812,-2730078.883,-2740288.096
232.2,-2956253.748,-2909645.606,-2878898.561,-2889067.972,-2923297.692,-2894580.549,-2911775.013,-2915118.381,-2887455.991,-2922541.454,-2797204.956,-2782836.434,-2769602.269,-2777264.154
232.1,-3001230.008,-2947895.328,-2925347.495,-2932750.667,-2968512.764,-2933029.281,-2949547.111,-2955875.629,-2931437.201,-2962661.87,-2837584.085,-2817842.293,-2808847.041,-2814339.717
232,-3045052.01,-2987020.694,-2972234.251,-2976015.441,-3012792.489,-2970861.082,-2986781.882,-2997229.907,-2974065.143,-2999797.136,-2877983.115,-2856330.827,-2846838.05,-2852012.31
231.9,-3088993.418,-3025091.307,-3017966.749,-3017747.838,-3054843.302,-3009090.903,-3022225.563,-3037748.343,-3016553.778,-3034802.995,-2918501.551,-2893824.311,-2882142.424,-2887356.486
231.8,-3132198.489,-3062943.009,-3062166.87,-3059480.235,-3095103.025,-3046863.001,-3057609.541,-3076535.392,-3057748.848,-3066365.981,-2956671.669,-2930223.24,-2914561.153,-2921307.592
231.7,-3174488.114,-3100456.394,-3103680.356,-3099461.344,-3133332.846,-3083958.465,-3089311.834,-3114267.688,-3098386.69,-3095978.669,-2993946.242,-2963915.633,-2947457.506,-2954044.737
231.6,-3214190.609,-3138407.601,-3144497.307,-3137332.947,-3170846.231,-3119899.671,-3121073.83,-3152019.885,-3136676.214,-3123959.475,-3027877.447,-2997707.531,-2978642.373,-2986344.06
231.5,-3251504.984,-3178050.393,-3184697.327,-3174468.213,-3205613.278,-3157552.363,-3153074.638,-3188398.913,-3176319.006,-3149552.161,-3060753.899,-3032036.756,-3009847.141,-3018125.957
231.4,-3287665.101,-3216837.442,-3223146.059,-3211105.954,-3240917.652,-3195364.263,-3187941.19,-3223603.782,-3213334.866,-3174309.005,-3092894.014,-3066923.209,-3041509.632,-3049390.428
231.3,-3324561.555,-3256838.452,-3260798.751,-3250868.152,-3275863.808,-3233295.569,-3223464.475,-3259425.582,-3249594.488,-3199702.681,-3125093.832,-3103541.049,-3073132.321,-3077968.264
231.2,-3360642.068,-3296660.353,-3298471.344,-3290869.162,-3311466.697,-3271346.281,-3260261.424,-3293515.995,-3285774.506,-3225972.001,-3156756.323,-3139263.344,-3105710.258,-3104138.079
231.1,-3396225.056,-3337298.195,-3335606.61,-3330750.766,-3346890.477,-3311387.093,-3297555.898,-3326233.239,-3320959.474,-3253813.5,-3188020.794,-3176458.313,-3140318.097,-3131382.548
231,-3431290.618,-3377358.908,-3371647.321,-3369318.904,-3381637.623,-3350631.865,-3335148.887,-3359308.701,-3354373.253,-3281913.712,-3218966.849,-3214369.718,-3177393.66,-3160418.107
230.9,-3467868.656,-3419947.048,-3410036.35,-3410295.063,-3417399.72,-3394453.867,-3376602.67,-3393379.213,-3384264.555,-3311227.885,-3250052.211,-3254629.441,-3213235.361,-3190588.023
230.8,-3505322.338,-3462216.772,-3450614.489,-3452624.49,-3454913.105,-3440146.563,-3419389.82,-3427270.616,-3413439.421,-3343368,-3283067.97,-3297277.284,-3249236.27,-3221076.355
230.7,-3546059.685,-3503809.862,-3491789.658,-3496406.69,-3494237.481,-3485620.348,-3461560.039,-3461699.346,-3442773.495,-3380543.068,-3319108.681,-3339387.8,-3286172.526,-3251604.489
230.6,-3588389.112,-3545542.259,-3534497.204,-3539631.662,-3532984.728,-3532367.797,-3504367.09,-3496406.69,-3474575.293,-3418653.483,-3356323.551,-3380602.771,-3321914.722,-3281754.504
230.5,-3631713.589,-3587612.973,-3578359.008,-3582398.911,-3571891.183,-3580070.494,-3547970.181,-3532327.995,-3506655.705,-3458455.483,-3393856.837,-3422215.762,-3358731.572,-3311287.588
230.4,-3677048.067,-3629604.083,-3623454.674,-3626877.646,-3613126.055,-3627793.092,-3592886.738,-3569284.152,-3540049.583,-3500506.296,-3433718.54,-3463808.852,-3395130.501,-3342651.564
230.3,-3723576.605,-3670301.628,-3669047.865,-3671455.886,-3655057.462,-3674421.135,-3639295.87,-3607653.28,-3574697.224,-3544407.902,-3475610.145,-3505899.467,-3430753.291,-3375508.115
230.2,-3772115.144,-3710839.965,-3714561.452,-3718840.167,-3697366.988,-3719556.603,-3685366.685,-3645445.279,-3610300.113,-3589085.647,-3516168.383,-3544308.397,-3466714.398,-3409180.607
230.1,-3822683.585,-3752214.144,-3761169.594,-3767179.696,-3742542.258,-3764910.982,-3730064.331,-3683953.714,-3647913.003,-3633524.58,-3557821.176,-3580627.722,-3503770.06,-3442654.089
230,-3873212.224,-3792175.352,-3807220.508,-3815121.205,-3789926.539,-3807857.34,-3773329.105,-3722899.971,-3686162.725,-3677565.493,-3598299.81,-3612907.144,-3538636.612,-3475152.422
229.9,-3924815.517,-3834265.967,-3854166.967,-3862187.07,-3839241.217,-3851082.312,-3816573.978,-3763099.991,-3727238.389,-3720770.564,-3637644.087,-3644788.546,-3575493.264,-3507571.151
229.8,-3976995.939,-3875799.354,-3900058.673,-3909014.123,-3889491.242,-3893113.224,-3859938.257,-3804832.388,-3768134.944,-3763537.813,-3675933.611,-3676072.918,-3613046.451,-3541263.544
229.7,-4029315.668,-3918666.108,-3944179.19,-3954965.532,-3940855.723,-3934188.888,-3902327.387,-3846505.082,-3809170.806,-3805787.636,-3714362.442,-3708193.132,-3650002.608,-3574538.016
229.6,-4082033.417,-3963124.942,-3988677.826,-4001414.466,-3994190.403,-3973871.482,-3944935.428,-3889929.064,-3851022.609,-3846783.696,-3752990.283,-3740910.376,-3686321.933,-3608568.726
229.5,-4133795.918,-4007961.895,-4031226.164,-4046211.617,-4046171.815,-4013872.492,-3984458.814,-3932517.204,-3890784.807,-3885590.646,-3789966.341,-3771259.401,-3722123.832,-3640589.435
229.4,-4184901.686,-4054589.938,-4071784.402,-4089237.579,-4096919.365,-4053316.274,-4023345.368,-3973155.046,-3930208.688,-3921233.337,-3824753.289,-3802225.357,-3758940.682,-3673306.679
229.3,-4234693.988,-4102332.437,-4113815.314,-4129716.213,-4146990.281,-4092421.739,-4062430.932,-4015166.057,-3969931.084,-3955980.483,-3858067.563,-3833708.739,-3797051.097,-3706382.141
229.2,-4284207.676,-4150990.382,-4157378.603,-4170831.679,-4194812.384,-4132124.234,-4102252.833,-4056878.553,-4010230.609,-3989374.361,-3891322.134,-3865868.755,-3834843.096,-3738681.464
229.1,-4334397.998,-4202096.15,-4199290.109,-4212763.086,-4238335.871,-4173160.096,-4143627.012,-4097098.474,-4051306.273,-4023763.289,-3926606.607,-3901153.228,-3874684.898,-3772334.055
229,-4384329.607,-4251132.214,-4241022.506,-4256346.276,-4280605.595,-4211748.135,-4184881.785,-4136263.642,-4090949.065,-4058132.316,-3963204.546,-3936417.8,-3914387.393,-3806364.765
228.9,-4434022.404,-4299571.248,-4285083.32,-4300188.179,-4320168.783,-4249699.342,-4225181.31,-4173976.037,-4130193.837,-4091347.085,-4000479.119,-3973035.64,-3952577.412,-3840534.782
228.8,-4482600.745,-4348229.193,-4329402.847,-4340607.11,-4359075.238,-4288745.104,-4264664.894,-4209121.203,-4169040.589,-4123666.309,-4038868.148,-4008638.529,-3991225.154,-3876993.414
228.7,-4530840.769,-4397285.158,-4373324.354,-4378379.208,-4394598.523,-4329263.54,-4303730.557,-4245082.31,-4206912.192,-4155209.394,-4076222.325,-4047186.766,-4030967.451,-3915760.562
228.6,-4578165.347,-4444908.251,-4417464.772,-4415156.256,-4427733.688,-4369762.075,-4342099.685,-4282655.398,-4244425.577,-4187230.103,-4116004.424,-4087366.885,-4069177.371,-3955124.74
228.5,-4623798.34,-4492372.136,-4460888.754,-4453684.592,-4461207.17,-4412210.908,-4381026.041,-4317283.138,-4280864.308,-4220584.179,-4157736.821,-4127387.796,-4104581.25,-3994130.7
228.4,-4668535.788,-4538741.466,-4504631.152,-4490242.729,-4492829.859,-4452590.037,-4418897.644,-4350438.204,-4318775.713,-4256525.385,-4201698.13,-4167946.034,-4138870.673,-4034509.829
228.3,-4713213.533,-4584036.142,-4548075.035,-4525009.776,-4526084.43,-4491755.205,-4456092.613,-4384787.33,-4355632.365,-4292785.007,-4246535.083,-4205996.746,-4171169.996,-4073217.274
228.2,-4756816.624,-4630206.462,-4593429.414,-4557846.426,-4557229.495,-4531855.72,-4494461.741,-4420012.1,-4394479.117,-4328965.025,-4290138.174,-4243888.25,-4203847.438,-4111287.887
228.1,-4799026.645,-4674426.484,-4638345.971,-4592215.453,-4589150.699,-4573030.889,-4533069.681,-4456649.841,-4432191.512,-4366796.826,-4334975.127,-4281461.338,-4237898.049,-4150094.837
228,-4840221.715,-4717989.773,-4682088.369,-4630146.759,-4622325.666,-4611798.037,-4569607.917,-4494043.82,-4469665.095,-4406598.826,-4379135.446,-4316646.306,-4270754.6,-4189359.51
227.9,-4881317.28,-4760498.309,-4727044.728,-4669690.046,-4655460.831,-4648535.283,-4606981.995,-4533547.305,-4506720.757,-4448470.53,-4420430.021,-4350756.62,-4304287.785,-4225619.132
227.8,-4923248.687,-4802569.023,-4772200.097,-4713392.642,-4691143.324,-4685511.341,-4644674.489,-4572274.651,-4542622.161,-4490799.957,-4458102.614,-4380886.734,-4338517.505,-4260027.961
227.7,-4964165.143,-4843186.964,-4815385.267,-4756637.515,-4728975.125,-4720915.22,-4680814.705,-4613111.503,-4579439.011,-4532174.136,-4492710.453,-4410061.6,-4372289.502,-4290357.085
227.6,-5004584.074,-4882730.251,-4857356.476,-4799922.19,-4768498.511,-4755304.148,-4717472.347,-4653570.236,-4613967.246,-4572234.849,-4525009.776,-4438778.743,-4404608.726,-4318855.317
227.5,-5045221.916,-4924462.648,-4898929.665,-4844201.915,-4809793.086,-4788976.64,-4753990.682,-4697471.842,-4646485.48,-4611897.542,-4556035.435,-4468351.629,-4437206.564,-4345164.439
227.4,-5086078.669,-4966672.669,-4937756.516,-4888879.66,-4852341.424,-4823007.35,-4788399.511,-4741154.537,-4679620.645,-4652794.097,-4588016.342,-4497785.208,-4469227.273,-4370617.818
227.3,-5126218.986,-5007768.234,-4975050.99,-4931706.612,-4895088.772,-4857913.704,-4821952.597,-4783901.885,-4713452.345,-4693153.325,-4619221.11,-4526382.945,-4500252.932,-4394240.305
227.2,-5167234.947,-5049958.354,-5013519.623,-4974692.772,-4936502.753,-4892939.464,-4855326.574,-4825873.094,-4746507.906,-4730726.413,-4646226.767,-4553209.493,-4531517.403,-4416708.534
227.1,-5208828.037,-5091611.147,-5051291.721,-5013818.138,-4978553.566,-4929497.601,-4887984.115,-4867306.976,-4778150.496,-4764319.301,-4671700.047,-4577846.931,-4561428.606,-4437206.564
227,-5251276.87,-5132607.207,-5088426.987,-5051013.107,-5019529.725,-4966911.481,-4921298.389,-4906113.926,-4811345.364,-4796101.198,-4697193.228,-4603240.607,-4591081.096,-4457047.861
226.9,-5294123.723,-5172707.722,-5126835.917,-5087232.927,-5059829.25,-5004464.668,-4955786.822,-4943647.212,-4845137.262,-4829216.462,-4724477.499,-4628435.273,-4619678.833,-4477008.564
226.8,-5337925.824,-5211216.157,-5165523.461,-5125462.748,-5098735.705,-5041858.647,-4990613.572,-4979349.606,-4879546.091,-4861376.478,-4753970.781,-4651580.136,-4647779.045,-4499436.991
226.7,-5381767.727,-5249107.661,-5203673.678,-5161523.36,-5137582.457,-5079849.656,-5026176.659,-5013320.613,-4915228.584,-4893158.375,-4782309.805,-4674824.504,-4676575.792,-4523537.102
226.6,-5424176.758,-5282899.559,-5241565.182,-5197384.962,-5175812.278,-5116268.486,-5061063.112,-5045699.54,-4950891.176,-4924522.351,-4810947.344,-4697531.545,-4704297.885,-4548632.263
226.5,-5464118.065,-5316114.328,-5278859.656,-5230739.038,-5213564.475,-5153184.841,-5097541.645,-5075113.218,-4984981.589,-4953617.613,-4838132.11,-4721452.547,-4729830.868,-4575697.623
226.4,-5502865.312,-5349985.83,-5316333.239,-5262063.212,-5252590.336,-5190459.414,-5133661.96,-5104745.807,-5019251.111,-4983867.133,-4866849.253,-4746448.203,-4755622.564,-4604573.974
226.3,-5539881.172,-5383737.926,-5351179.89,-5294740.654,-5288511.641,-5227813.591,-5170399.206,-5135512.753,-5056784.397,-5017002.298,-4896262.931,-4774229.999,-4781533.666,-4634246.365
226.2,-5574946.734,-5417649.23,-5384732.976,-5328492.75,-5324094.629,-5262321.925,-5207534.472,-5166797.125,-5093780.356,-5051192.216,-4928602.056,-4804459.618,-4807643.778,-4664058.063
226.1,-5608838.137,-5453411.327,-5419281.112,-5361966.232,-5359418.904,-5297964.616,-5245425.976,-5196986.942,-5129701.661,-5084944.312,-4960145.141,-4836341.02,-4833515.078,-4694407.088
226,-5642152.411,-5488675.899,-5454286.971,-5394345.159,-5393290.406,-5333667.01,-5281745.301,-5228490.225,-5164727.421,-5118975.022,-4991369.81,-4871287.176,-4858451.031,-4724895.42
225.9,-5675247.774,-5522567.302,-5488277.879,-5427161.908,-5424813.59,-5369090.79,-5317865.616,-5259137.765,-5197285.457,-5152249.494,-5021778.538,-4908621.452,-4883944.212,-4751761.77
225.8,-5708601.85,-5557831.874,-5521830.965,-5459799.548,-5454884.001,-5404375.263,-5351796.821,-5290083.82,-5229385.77,-5183414.46,-5050634.988,-4946990.58,-4912641.454,-4778588.318
225.7,-5740065.331,-5591564.069,-5554687.516,-5495243.229,-5485690.749,-5438326.369,-5383379.708,-5323358.292,-5258381.527,-5213823.188,-5079610.844,-4986235.352,-4940841.171,-4805434.767
225.6,-5771389.505,-5624201.709,-5585354.957,-5532915.822,-5514945.219,-5471182.92,-5412395.366,-5355120.288,-5285805.105,-5244192.114,-5106497.095,-5026375.669,-4966772.174,-4831723.988
225.5,-5802037.045,-5656282.121,-5615524.873,-5571961.584,-5543702.164,-5502447.391,-5442107.559,-5386205.65,-5311218.682,-5270839.553,-5130398.196,-5067550.838,-4991767.83,-4855246.97
225.4,-5833162.209,-5686173.423,-5646351.522,-5611266.059,-5571304.851,-5531980.475,-5470526.187,-5415698.932,-5334025.228,-5294501.842,-5152886.326,-5107173.729,-5016464.971,-4877456.486
225.3,-5863133.115,-5714691.556,-5674949.259,-5649336.672,-5598131.399,-5559025.934,-5495322.833,-5444873.798,-5357189.992,-5315437.694,-5175553.565,-5144488.104,-5039271.517,-4897695.803
225.2,-5893004.516,-5743667.412,-5702512.144,-5685536.591,-5623246.461,-5583563.867,-5518885.617,-5472675.495,-5379359.706,-5335139.684,-5199932.29,-5177921.784,-5061361.627,-4916979.872
225.1,-5922537.6,-5773459.209,-5728980.474,-5720681.757,-5646948.552,-5608599.325,-5541751.866,-5500696.103,-5401648.826,-5355140.189,-5223694.084,-5206420.016,-5084745.302,-4936363.446
225,-5951274.644,-5801599.223,-5753319.397,-5753259.694,-5668939.157,-5635823.893,-5563981.283,-5527801.265,-5425569.828,-5372832.178,-5249067.859,-5229923.097,-5106278.184,-4955866.426
224.9,-5981006.738,-5827987.949,-5777718.023,-5785041.591,-5690392.435,-5661615.589,-5587086.344,-5554329.298,-5449092.81,-5393151.099,-5270779.85,-5252112.712,-5126477.699,-4973618.118
224.8,-6012927.942,-5855749.844,-5804564.472,-5815808.537,-5710890.465,-5684879.858,-5609932.692,-5580519.014,-5472456.584,-5410464.969,-5292452.039,-5271317.177,-5145881.174,-4989200.601
224.7,-6045147.661,-5883889.858,-5831490.525,-5843053.006,-5732861.169,-5705716.205,-5632261.614,-5605275.858,-5496656.2,-5429331.117,-5315795.912,-5287098.67,-5165145.342,-5002375.063
224.6,-6075755.399,-5911592.05,-5856864.3,-5869919.356,-5755608.012,-5726771.463,-5654112.912,-5627545.077,-5520796.113,-5450326.672,-5338900.973,-5301885.113,-5182538.816,-5015748.535
224.5,-6105009.869,-5940348.995,-5883034.115,-5894516.992,-5778613.568,-5747090.384,-5676581.141,-5649834.197,-5545891.274,-5472775,-5362762.272,-5312392.841,-5201265.657,-5028883.195
224.4,-6133846.418,-5966857.127,-5910119.376,-5918020.073,-5801678.827,-5766294.849,-5700342.935,-5672640.743,-5571404.356,-5495521.843,-5386165.848,-5322900.569,-5221624.38,-5043968.153
224.3,-6161269.996,-5991912.486,-5937463.35,-5940090.282,-5825778.938,-5785200.799,-5724025.125,-5694691.051,-5597036.844,-5519502.548,-5408295.76,-5335995.427,-5241585.083,-5059291.923
224.2,-6187141.296,-6014818.537,-5964070.987,-5962777.422,-5852088.06,-5801300.708,-5748980.979,-5717338.389,-5621236.46,-5546090.284,-5431281.415,-5351140.088,-5259436.28,-5075650.545
224.1,-6211002.595,-6038719.638,-5991275.654,-5983693.373,-5881123.619,-5816345.864,-5774135.843,-5738274.241,-5644580.333,-5570986.435,-5454704.892,-5366822.076,-5276113.318,-5092825.108
224,-6234127.557,-6062103.313,-6016788.736,-6004907.839,-5909044.722,-5832107.456,-5798912.588,-5759409.103,-5667784.899,-5595663.675,-5479601.043,-5381847.331,-5293566.495,-5111671.355
223.9,-6256277.37,-6084909.859,-6040451.025,-6026898.444,-5934219.487,-5849341.722,-5826077.453,-5780802.678,-5690850.158,-5619286.162,-5503263.332,-5397330.309,-5310820.662,-5132587.306
223.8,-6278805.302,-6107258.682,-6065506.384,-6046998.454,-5959652.965,-5869322.326,-5852346.773,-5801161.401,-5712363.139,-5639983.202,-5526706.71,-5414285.961,-5329209.186,-5152249.494
223.7,-6301353.135,-6129229.386,-6091158.773,-6066680.543,-5986220.8,-5891770.654,-5877063.815,-5820166.856,-5733000.476,-5659804.598,-5549194.84,-5432933.198,-5345567.808,-5172289.801
223.6,-6323224.334,-6148513.455,-6113806.111,-6085228.275,-6011952.793,-5913641.853,-5898676.301,-5837401.122,-5751588.01,-5678113.518,-5570190.395,-5453371.525,-5363219.995,-5190320.107
223.5,-6345195.038,-6168215.445,-6133627.507,-6102880.462,-6036749.439,-5935154.834,-5918995.222,-5853859.249,-5768085.939,-5695944.814,-5590469.514,-5473690.446,-5380314.954,-5208489.72
223.4,-6366588.613,-6189270.703,-6152055.833,-6119935.619,-6061506.283,-5955931.478,-5934637.408,-5869899.455,-5785360.007,-5711368.089,-5610111.801,-5494865.11,-5399001.993,-5228450.423
223.3,-6387126.445,-6209390.614,-6168474.158,-6139876.421,-6085865.107,-5979553.965,-5949344.247,-5885621.245,-5800564.371,-5726910.77,-5627724.186,-5515562.15,-5415201.407,-5247018.056
223.2,-6408798.634,-6228614.98,-6182265.551,-6158662.965,-6106940.266,-6004868.037,-5963314.749,-5898138.974,-5816425.468,-5741557.906,-5645396.274,-5535264.14,-5429530.127,-5266063.313
223.1,-6428540.426,-6247560.732,-6196852.984,-6175499.211,-6128612.455,-6030142.307,-5975693.171,-5910417.891,-5830933.297,-5754413.952,-5661535.985,-5553294.446,-5444455.877,-5282521.44
223,-6449118.06,-6263600.938,-6211858.338,-6190544.367,-6147319.395,-6052610.536,-5985305.354,-5921801.263,-5842336.57,-5767269.998,-5678153.32,-5568518.711,-5458704.993,-5300810.459
222.9,-6467884.703,-6279521.738,-6222883.492,-6205748.731,-6164852.176,-6073765.299,-5994141.398,-5936707.112,-5855590.636,-5779349.905,-5694671.15,-5582946.936,-5471401.831,-5317626.804
222.8,-6485576.692,-6294069.369,-6232236.962,-6219719.233,-6179618.718,-6093526.992,-6002818.234,-5953483.655,-5868645.692,-5791429.812,-5707487.394,-5592897.436,-5484596.194,-5335497.902
222.7,-6502970.166,-6308995.119,-6241311.818,-6234406.171,-6194046.943,-6114821.062,-6012072.199,-5971593.565,-5882596.293,-5802076.847,-5716701.557,-5602151.401,-5496258.18,-5353846.624
222.6,-6520741.759,-6324378.592,-6250227.466,-6249232.416,-6208395.564,-6135398.696,-6021485.372,-5992549.318,-5896128.973,-5813042.298,-5723846.016,-5609554.573,-5504079.273,-5368871.879
222.5,-6538234.738,-6339861.57,-6262068.561,-6263581.037,-6219639.629,-6151419.001,-6032550.328,-6011793.585,-5911532.347,-5826734.186,-5726831.166,-5618131.904,-5512397.891,-5382185.648
222.4,-6555449.103,-6355185.34,-6276437.083,-6276576.39,-6230147.357,-6164891.978,-6043475.977,-6031256.763,-5926876.018,-5837838.944,-5729537.702,-5625535.076,-5520039.875,-5390942.088
222.3,-6571469.408,-6369732.971,-6287084.118,-6290268.278,-6242147.66,-6175459.409,-6056152.914,-6051854.298,-5940786.817,-5849779.544,-5731905.921,-5633236.763,-5527602.255,-5398584.072
