WL,MEA25,MEA30,MEA35,MEA40,MEA45,MEA50,MEA55,MEA60,MEA65,MEA70,MEA75,MEA80,MEA85,MEA90
243.3,-753081.7014,-656736.9802,-668184.0354,-786784.0449,-751593.1066,-789954.2742,-766851.2033,-696455.396,-732963.7805,-669218.8874,-652307.0176,-513688.5922,-613263.2457,-617619.5746
243.2,-773261.3154,-680701.7644,-685273.0241,-813479.2463,-781158.0322,-797659.9414,-779611.7245,-713612.0481,-745947.1929,-682548.5772,-656583.7425,-524632.1521,-628473.58,-615750.8707
243.1,-797379.3373,-706571.0743,-699932.1007,-839412.2394,-807413.4215,-808000.501,-794465.8309,-733447.3748,-757696.7433,-702226.686,-663945.1224,-539124.0603,-642792.3495,-614520.9889
243,-824916.351,-733087.1667,-713576.2263,-862415.8053,-834878.7916,-818766.942,-811471.2354,-753145.3846,-772081.1861,-723934.6968,-674633.9495,-557345.4159,-657550.9311,-614618.5038
242.9,-851701.1069,-765800.4305,-728750.7388,-882117.7953,-860881.4382,-831672.7405,-831195.1165,-772459.3051,-784977.0341,-746361.1337,-690126.878,-581063.4277,-668655.6891,-614638.4048
242.8,-876290.7825,-799236.1006,-749252.749,-895869.3863,-884971.5987,-844136.7368,-854475.3063,-795251.9204,-800400.3091,-769760.7295,-706027.777,-612417.4532,-677497.7034,-619440.5161
242.7,-901320.2702,-835179.2967,-774339.9496,-912725.5333,-909913.522,-859289.3582,-881319.7652,-817274.367,-814130.009,-791239.8788,-725280.0044,-645224.2517,-688483.0554,-628023.8174
242.6,-922898.9245,-872099.6319,-804824.3014,-929476.205,-932636.4838,-879218.2196,-908850.8086,-839838.1208,-828142.3031,-808746.7885,-743358.0728,-676912.614,-698254.4464,-638193.2284
242.5,-944348.2223,-912046.9092,-836998.2481,-944198.9648,-957496.813,-900492.3886,-936491.3075,-862352.1221,-840168.4774,-827145.263,-763752.6176,-707532.2926,-706891.4804,-653845.3649
242.4,-965148.7475,-951633.9784,-871771.2654,-954903.7127,-980104.349,-919973.4775,-968659.2839,-882971.5482,-854463.3657,-842825.2609,-780131.1406,-737270.3569,-716416.099,-673177.1963
242.3,-985348.2625,-989579.2151,-909324.4524,-964495.9947,-1000554.617,-938481.4075,-1000674.023,-903883.519,-866690.5401,-857971.912,-794654.8904,-770306.0169,-729168.6598,-696990.7329
242.2,-1010574.77,-1030149.394,-951639.9487,-976243.555,-1021120.31,-961156.6069,-1035590.327,-925708.9457,-880517.7549,-874447.9499,-808462.2042,-800382.3982,-740030.6256,-725926.7869
242.1,-1035056.98,-1072251.949,-990920.5425,-986725.4117,-1043421.371,-984265.6481,-1071666.86,-948306.5312,-892436.4638,-894772.8412,-824518.331,-828858.7391,-755318.5738,-755688.7324
242,-1060504.389,-1116386.397,-1032175.316,-1002745.717,-1063368.143,-1011217.572,-1106252.808,-971035.4633,-906500.5005,-917567.4466,-844260.123,-858316.1993,-774861.3558,-786262.6387
241.9,-1088280.215,-1162865.183,-1072007.167,-1020584.973,-1080445.191,-1036129.644,-1136552.08,-994411.1779,-924188.5093,-941798.9042,-861016.765,-887108.9661,-794515.5834,-814834.5044
241.8,-1116883.922,-1209895.226,-1109174.275,-1045839.342,-1097299.348,-1060810.864,-1167563.809,-1023050.707,-941430.7357,-961305.8644,-876521.6341,-915786.3071,-812553.8498,-835537.5147
241.7,-1144438.847,-1255327.219,-1146098.59,-1074719.673,-1117437.17,-1088461.314,-1196388.417,-1050830.513,-959325.7149,-979481.4477,-892623.5332,-937960.0013,-830484.6508,-856441.5251
241.6,-1175357.04,-1296707.368,-1184445.827,-1104543.312,-1136120.229,-1116056.04,-1223107.5,-1075294.812,-981975.043,-997487.8725,-913674.811,-960201.3589,-847896.0357,-875448.9702
241.5,-1202915.945,-1336145.18,-1223189.094,-1137551.111,-1152813.187,-1141553.202,-1247908.126,-1100181.013,-1006280.134,-1015552.01,-932449.4144,-978201.8134,-866943.2828,-894378.8014
241.4,-1228835.007,-1375427.764,-1261140.301,-1176033.674,-1172513.187,-1167784.71,-1270883.83,-1123399.509,-1030630.998,-1031353.404,-948935.4028,-997113.7337,-885280.0642,-910106.5617
241.3,-1257152.14,-1412580.94,-1301396.044,-1217716.319,-1195110.773,-1191110.672,-1292707.267,-1148186.205,-1057596.853,-1043021.361,-957882.8924,-1014572.881,-907823.917,-921328.7356
241.2,-1286508.105,-1449471.424,-1340648.776,-1262658.747,-1223143.321,-1212876.396,-1312319.702,-1174787.872,-1085070.183,-1057690.388,-967451.2932,-1029223.997,-929450.3337,-934258.4153
241.1,-1321350.776,-1487167.898,-1377258.656,-1306950.413,-1250960.939,-1237400.398,-1333205.802,-1205934.927,-1112905.712,-1073344.514,-976335.0996,-1043789.539,-951566.315,-949594.1259
241,-1358718.884,-1523381.748,-1409991.82,-1347715.621,-1282502.034,-1257848.675,-1354127.723,-1238837.25,-1143294.539,-1089362.829,-983473.5883,-1060603.894,-974593.7621,-964905.9553
240.9,-1399597.528,-1558176.656,-1437479.082,-1389249.008,-1316765.586,-1275476.981,-1374938.199,-1272901.792,-1175727.199,-1105044.817,-991989.2262,-1082986.549,-994333.564,-978866.5068
240.8,-1443202.609,-1593761.635,-1465374.313,-1434356.615,-1351996.326,-1296492.437,-1396327.794,-1306872.799,-1203771.688,-1127841.413,-1005285.084,-1106322.461,-1015577.882,-990930.493
240.7,-1491243.623,-1624502.709,-1489372.929,-1481484.173,-1386679.789,-1319484.062,-1414165.06,-1341116.449,-1234025.188,-1154898.812,-1019659.577,-1129560.859,-1037110.764,-1002467.103
240.6,-1539376.182,-1654003.952,-1513291.941,-1527125.126,-1420210.984,-1341098.539,-1432870.01,-1374556.1,-1266272.769,-1177846.655,-1035785.357,-1153668.93,-1056681.407,-1016049.535
240.5,-1584207.164,-1686494.324,-1538209.983,-1571114.297,-1453435.703,-1363584.678,-1451988.901,-1411412.752,-1298828.815,-1204408.52,-1052914.148,-1183343.312,-1069358.344,-1027602.066
240.4,-1631905.881,-1716323.933,-1567703.265,-1611290.435,-1487428.601,-1389139.553,-1471133.663,-1448329.107,-1333293.366,-1230679.83,-1065869.699,-1216675.496,-1079647.161,-1043914.915
240.3,-1678547.855,-1743787.313,-1593387.496,-1651671.554,-1524621.58,-1417848.735,-1495615.873,-1484544.947,-1362959.787,-1257028.754,-1077179.437,-1244192.609,-1092903.217,-1064315.431
240.2,-1723346.996,-1769282.484,-1622285.738,-1685457.482,-1560805.579,-1449230.622,-1521676.232,-1519441.35,-1393832.208,-1283534.896,-1091830.553,-1273994.357,-1109878.77,-1092620.623
240.1,-1767445.622,-1793858.229,-1654109.427,-1716148.804,-1600100.103,-1483275.263,-1548339.592,-1553659.129,-1424822.046,-1312271.94,-1108879.74,-1307859.888,-1128410.581,-1122257.192
240,-1814027.893,-1819064.836,-1688351.088,-1745872.938,-1640718.044,-1520418.489,-1578109.498,-1586684.839,-1455427.793,-1339699.498,-1124937.857,-1341608.004,-1147035.927,-1157804.358
239.9,-1866670.018,-1845578.938,-1726200.799,-1778100.617,-1686408.75,-1562931.005,-1609165.009,-1622058.866,-1486801.72,-1367970.859,-1144530.391,-1378564.161,-1168326.017,-1193918.703
239.8,-1922591.828,-1877438.449,-1765696.324,-1811572.109,-1735452.774,-1609222.721,-1641332.985,-1658067.736,-1518989.597,-1397016.368,-1172055.464,-1415683.506,-1191204.207,-1230755.454
239.7,-1975757.349,-1914456.299,-1807751.117,-1847328.236,-1785292.839,-1657303.537,-1674880.101,-1694456.714,-1549840.128,-1426750.452,-1205202.57,-1452780.96,-1214826.694,-1268022.067
239.6,-2026837.246,-1956505.122,-1853346.298,-1887838.712,-1832635.328,-1705611.225,-1710075.019,-1728147.117,-1584308.66,-1455220.823,-1241494.034,-1488897.295,-1241203.479,-1304570.253
239.5,-2076490.241,-2000965.946,-1900250.965,-1928661.633,-1880560.916,-1752611.417,-1745968.463,-1761260.391,-1614560.17,-1482634.451,-1278004.408,-1523425.53,-1263192.094,-1336340.209
239.4,-2122282.442,-2046598.939,-1950220.386,-1971932.377,-1929103.435,-1803325.135,-1782496.748,-1795985.646,-1643748.966,-1506370.373,-1314662.05,-1555466.14,-1285226.481,-1366949.938
239.3,-2165328.305,-2092848.863,-2002896.343,-2017702.687,-1975769.29,-1856548.369,-1819980.282,-1826816.275,-1671622.307,-1532371.03,-1355313.823,-1579416.994,-1309521.622,-1397689.022
239.2,-2207180.108,-2140770.471,-2056569.34,-2063992.413,-2019812.193,-1911102.981,-1857829.994,-1858389.212,-1704271.888,-1556158.695,-1396371.576,-1603980.798,-1336041.694,-1423052.847
239.1,-2245887.553,-2192134.952,-2112431.447,-2112590.655,-2064569.542,-1962202.778,-1897767.32,-1892646.793,-1734310.457,-1578045.815,-1434732.744,-1625380.343,-1365437.462,-1446737.027
239,-2285570.147,-2247957.257,-2169069.693,-2161009.788,-2114978.775,-2012727.437,-1940281.827,-1928520.336,-1762315.144,-1597759.745,-1469838.108,-1647691.354,-1397173.586,-1469772.434
238.9,-2326665.712,-2304635.305,-2230782.694,-2214006.151,-2167298.504,-2062678.947,-1980587.322,-1960958.966,-1793814.447,-1613791.991,-1501331.44,-1667691.859,-1433156.584,-1491193.871
238.8,-2368736.426,-2362686.522,-2291520.546,-2269987.664,-2220812.293,-2112351.843,-2020648.035,-1992766.734,-1827839.187,-1630512.811,-1538918.459,-1685485.344,-1472453.099,-1512601.376
238.7,-2411822.091,-2421513.878,-2352875.329,-2327660.762,-2269191.624,-2160094.342,-2060788.352,-2027891.999,-1863237.095,-1646003.75,-1578593.092,-1704876.878,-1512046.138,-1532617.802
238.6,-2457216.272,-2477654.599,-2413931.597,-2387662.277,-2318705.312,-2204752.186,-2101147.58,-2060788.352,-1900772.371,-1660475.757,-1620156.331,-1724974.898,-1551424.247,-1551213.297
238.5,-2502928.869,-2534054.033,-2474311.231,-2454688.845,-2366646.821,-2246504.484,-2143218.294,-2094082.725,-1939073.836,-1678448.35,-1663546.481,-1744016.175,-1589240.127,-1569685.405
238.4,-2551646.517,-2593697.33,-2533755.518,-2521675.611,-2412896.745,-2285231.83,-2184413.364,-2130879.674,-1976131.488,-1703173.352,-1707503.81,-1761451.441,-1627593.335,-1586706.73
238.3,-2599647.729,-2654634.192,-2593319.211,-2586433.465,-2457057.064,-2319779.966,-2226842.296,-2165925.335,-2018697.737,-1730776.039,-1750016.326,-1778783.222,-1664360.432,-1607224.661
238.2,-2647430.03,-2717123.332,-2654236.172,-2646594.188,-2496421.242,-2352357.903,-2270107.07,-2201090.402,-2063514.789,-1756557.785,-1794013.457,-1796530.933,-1696811.003,-1631923.792
238.1,-2697520.847,-2780707.027,-2716128.282,-2704426.494,-2536044.133,-2385353.761,-2316237.588,-2238265.47,-2109844.317,-1789181.494,-1832758.714,-1815562.26,-1725325.155,-1655267.665
238,-2753661.568,-2841424.978,-2777244.253,-2759472.66,-2574870.984,-2421095.957,-2362487.512,-2275500.241,-2160571.966,-1823144.541,-1868184.484,-1833974.665,-1755803.537,-1687141.107
237.9,-2810478.923,-2898799.561,-2835096.46,-2812807.34,-2616862.094,-2455305.776,-2408657.832,-2313769.864,-2211080.704,-1860590.262,-1906000.364,-1849774.069,-1788482.969,-1723084.303
237.8,-2869206.774,-2955198.995,-2894162.628,-2867077.367,-2657579.54,-2492480.844,-2457574.49,-2351243.447,-2263977.562,-1902844.066,-1946678.008,-1870116.871,-1819208.123,-1759455.37
237.7,-2932014.33,-3014683.084,-2951815.825,-2921426.998,-2703351.84,-2530869.873,-2508759.862,-2392518.121,-2318605.807,-1944837.166,-1984362.542,-1891162.179,-1850794.99,-1793575.635
237.6,-3004414.168,-3077590.145,-3010583.478,-2975637.322,-2755611.866,-2570671.873,-2562791.077,-2436539.133,-2373691.775,-1988814.395,-2019951.5,-1911849.268,-1883410.739,-1831451.218
237.5,-3078187.175,-3137193.64,-3068933.21,-3029549.131,-2810299.814,-2609001.199,-2618832.293,-2482848.76,-2429354.872,-2036011.607,-2056529.538,-1933248.813,-1915528.963,-1869959.653
237.4,-3151402.954,-3193513.47,-3128715.814,-3082824.108,-2865525.089,-2649479.833,-2679590.046,-2530790.269,-2484639.85,-2082560.046,-2095256.884,-1954037.398,-1942980.402,-1908392.464
237.3,-3220379.82,-3249534.785,-3191284.558,-3137313.046,-2919994.126,-2689620.15,-2743790.672,-2578393.461,-2537377.5,-2129785.119,-2135078.785,-1975978.25,-1964718.265,-1945714.8
237.2,-3289376.587,-3303804.812,-3248141.715,-3188956.141,-2975498.015,-2729163.437,-2814339.717,-2627568.832,-2592005.745,-2179139.599,-2174462.864,-2001881.392,-1985017.285,-1977986.261
237.1,-3360144.543,-3353895.629,-3307446.695,-3236857.848,-3036395.075,-2772945.637,-2886520.644,-2680306.482,-2642574.186,-2228653.287,-2211618.031,-2031872.199,-2000349.015,-2007573.078
237,-3430594.083,-3403349.614,-3364144.644,-3285077.971,-3101929.068,-2820708.037,-2961845.929,-2732566.508,-2693142.627,-2279400.837,-2244892.503,-2062539.64,-2018041.004,-2036568.835
236.9,-3501799.861,-3453440.431,-3421738.138,-3333616.51,-3165273.951,-2867913.209,-3039897.651,-2788110.199,-2742616.513,-2330247.892,-2277490.341,-2094222.032,-2039036.559,-2064887.958
236.8,-3578279.404,-3507193.032,-3478217.176,-3379169.899,-3229952.201,-2918382.145,-3116755.313,-2843594.187,-2792229.706,-2376617.222,-2303282.037,-2131735.417,-2064151.621,-2089187.079
236.7,-3653345.976,-3562119.792,-3537044.532,-3426215.863,-3297416.591,-2968512.764,-3198309.611,-2899595.601,-2837783.095,-2417832.193,-2324178.087,-2174124.547,-2091913.516,-2113307.091
236.6,-3726880.171,-3618618.731,-3597702.78,-3477739.552,-3368642.27,-3024096.257,-3280560.444,-2958303.551,-2881624.998,-2456161.519,-2343561.661,-2217389.321,-2120949.075,-2131237.892
236.5,-3799598.425,-3672530.54,-3657823.701,-3536805.72,-3439171.414,-3081192.226,-3360383.355,-3013011.4,-2929108.784,-2493038.072,-2361989.987,-2263758.651,-2154880.28,-2147715.92
236.4,-3867998.162,-3728432.449,-3713446.996,-3595593.274,-3509123.429,-3139342.948,-3437857.948,-3066624.694,-2976373.659,-2528720.565,-2384040.295,-2312217.586,-2193906.141,-2161288.402
236.3,-3936517.305,-3787339.409,-3771657.421,-3655853.502,-3576607.72,-3198886.74,-3516486.799,-3121511.652,-3019160.809,-2562731.374,-2407105.554,-2364298.503,-2230981.704,-2170860.783
236.2,-4006369.815,-3849470.331,-3829927.549,-3715855.017,-3646878.151,-3260957.959,-3595851.987,-3174527.916,-3064435.584,-2596005.846,-2426111.009,-2417891.896,-2268654.297,-2181786.432
236.1,-4076122.82,-3912417.194,-3891302.233,-3778224.751,-3717526.701,-3321616.207,-3673147.471,-3226628.734,-3110785.013,-2630354.972,-2447206.069,-2472520.141,-2308316.99,-2196015.647
236,-4144343.448,-3978050.692,-3957333.751,-3839141.712,-3786006.042,-3382712.277,-3743875.625,-3276659.848,-3157034.937,-2665719.049,-2469196.674,-2527407.099,-2349651.367,-2210901.595
235.9,-4209698.332,-4045614.587,-4026629.033,-3899481.544,-3852515.184,-3440823.197,-3812573.877,-3323407.297,-3205493.872,-2699530.848,-2491824.111,-2581915.938,-2390746.932,-2232474.279
235.8,-4275988.563,-4113914.819,-4098730.356,-3963781.675,-3916855.117,-3504844.714,-3874844.106,-3370711.974,-3251564.687,-2730098.784,-2516859.569,-2634673.489,-2435862.499,-2252852.903
235.7,-4343532.557,-4188444.064,-4171428.709,-4031106.758,-3983145.348,-3567194.547,-3932815.719,-3420882.395,-3300202.731,-2761602.067,-2539208.392,-2690038.071,-2482052.72,-2275599.746
235.6,-4417325.465,-4266814.202,-4242574.784,-4101377.189,-4049753.995,-3637265.968,-3984120.497,-3470435.885,-3354413.055,-2794777.034,-2564204.048,-2740228.393,-2532680.864,-2306267.187
235.5,-4494203.028,-4346836.123,-4313382.542,-4176105.444,-4114710.859,-3708531.449,-4029912.698,-3519193.335,-3402752.584,-2824986.752,-2590931.091,-2784448.415,-2583567.721,-2336457.004
235.4,-4573687.622,-4429425.273,-4384528.617,-4252903.403,-4175070.592,-3780234.752,-4075207.374,-3567393.557,-3454773.798,-2854300.925,-2613737.637,-2820290.116,-2634812.796,-2368079.693
235.3,-4656217.069,-4515716.009,-4457744.396,-4327213.737,-4238694.089,-3849868.351,-4114850.166,-3618758.038,-3506775.111,-2880450.839,-2639370.125,-2850241.121,-2691092.824,-2405752.286
235.2,-4739124.635,-4601947.042,-4535318.494,-4404270.409,-4304407.191,-3920576.604,-4155229.295,-3667157.27,-3557164.443,-2909526.2,-2666256.376,-2874341.232,-2742875.226,-2448698.644
235.1,-4815723.584,-4684257.578,-4614265.761,-4478859.357,-4370040.689,-3990986.342,-4192762.581,-3716412.245,-3607096.052,-2941646.414,-2694336.687,-2893207.38,-2785682.277,-2498928.768
235,-4893118.573,-4766488.51,-4695063.821,-4553070.186,-4433962.701,-4065575.29,-4227529.628,-3764134.843,-3659137.167,-2978383.66,-2727312.644,-2907177.882,-2825344.97,-2551686.319
234.9,-4972006.137,-4848321.422,-4771722.473,-4625052.103,-4496551.346,-4138233.841,-4259371.228,-3811439.52,-3713367.392,-3016175.659,-2762537.414,-2921785.216,-2862957.86,-2605697.633
234.8,-5055510.733,-4930273.74,-4847505.481,-4694009.068,-4561786.824,-4212464.571,-4292804.908,-3860037.762,-3766284.151,-3056256.273,-2795831.787,-2936611.461,-2898262.234,-2663112.018
234.7,-5142577.608,-5010196.156,-4926910.471,-4760319.2,-4623659.033,-4285401.736,-4325323.142,-3911063.926,-3815598.829,-3096237.382,-2827952.001,-2950621.765,-2933487.004,-2721382.146
234.6,-5231654.484,-5090735.503,-5004126.351,-4828002.501,-4686327.282,-4353920.879,-4360110.09,-3962109.991,-3866425.983,-3135919.976,-2854897.955,-2961985.236,-2969269.002,-2780428.413
234.5,-5321368.192,-5171812.177,-5083471.638,-4897377.387,-4743960.578,-4420231.011,-4393304.958,-4016161.107,-3916476.998,-3173234.351,-2885187.277,-2969388.408,-3008016.249,-2834837.747
234.4,-5412932.693,-5254719.743,-5162478.608,-4966254.748,-4801494.369,-4486501.341,-4426400.321,-4068600.242,-3961950.783,-3206906.843,-2911934.221,-2978562.769,-3040753.394,-2883754.405
234.3,-5504377.788,-5335159.585,-5240928.35,-5033002.702,-4860480.933,-4552274.146,-4463495.785,-4120800.565,-4010688.332,-3239285.77,-2941805.622,-2992493.469,-3070943.211,-2928213.239
234.2,-5597474.666,-5416395.467,-5317805.913,-5099472.042,-4917775.912,-4617569.327,-4501486.794,-4169597.817,-4058072.613,-3274132.421,-2972413.36,-3009090.903,-3100874.315,-2965129.594
234.1,-5695964.715,-5498765.706,-5393210.802,-5166239.897,-4975508.713,-4678486.288,-4542980.379,-4217997.049,-4109078.876,-3311685.608,-3004712.683,-3028872.497,-3129730.765,-3002981.296
234,-5796086.646,-5584140.996,-5469491.335,-5230500.226,-5036803.793,-4740736.616,-4591260.205,-4264824.102,-4157716.92,-3348999.983,-3036693.59,-3050226.27,-3160378.305,-3037171.214
233.9,-5896089.171,-5672780.05,-5550368.999,-5292054.019,-5100148.676,-4800937.141,-4644336.172,-4320288.189,-4202135.952,-3387707.428,-3068813.804,-3077430.937,-3189732.28,-3067659.546
233.8,-5995574.27,-5761578.312,-5634192.011,-5351916.227,-5164468.708,-4859426.18,-4701034.121,-4377503.564,-4253918.354,-3430932.4,-3099759.859,-3110446.696,-3219822.592,-3103342.039
233.7,-6096372.835,-5849600.435,-5724224.135,-5415400.417,-5231972.9,-4916542.05,-4760518.21,-4435395.573,-4308705.807,-3475530.541,-3134089.084,-3147721.269,-3252301.024,-3135362.748
233.6,-6196733.578,-5940707.213,-5816604.577,-5480178.172,-5299218.379,-4972324.553,-4821395.369,-4498820.06,-4363712.171,-3523352.644,-3165990.387,-3194627.926,-3285416.288,-3165532.664
233.5,-6305114.424,-6038739.539,-5907114.325,-5549513.256,-5371299.801,-5029778.74,-4888063.719,-4569329.303,-4421425.071,-3568149.795,-3199782.285,-3249435.28,-3321277.89,-3192578.123
233.4,-6416878.44,-6144015.829,-6004370.512,-5627644.582,-5448296.77,-5090357.384,-4960702.369,-4644992.905,-4480212.625,-3614897.244,-3236041.907,-3316422.046,-3360801.276,-3216260.313
233.3,-6530950.972,-6253869.349,-6103159.076,-5706910.265,-5528915.721,-5146916.026,-5038375.972,-4720835.616,-4541348.497,-3661346.178,-3274172.223,-3384324.258,-3401319.712,-3243246.069
233.2,-6648227.565,-6366449.306,-6203480.017,-5795111.497,-5609196.355,-5209922.592,-5118975.022,-4799086.348,-4605688.43,-3710621.054,-3315327.491,-3453261.322,-3442873,-3268122.319
233.1,-6764290.197,-6480561.64,-6306368.187,-5885939.661,-5688422.236,-5268670.344,-5202141.301,-4882770.053,-4671282.126,-3758841.177,-3359248.998,-3523014.327,-3482177.475,-3296461.343
233,-6878044.313,-6598475.065,-6409534.971,-5976290.201,-5772762.674,-5328433.047,-5287755.403,-4967209.996,-4742189.389,-3807936.944,-3399866.939,-3590419.014,-3522158.584,-3329815.419
232.9,-6991738.726,-6719672.155,-6517239.183,-6070680.644,-5861720.144,-5392952.089,-5375638.219,-5056266.971,-4813494.672,-3859639.742,-3447012.408,-3659196.87,-3560786.425,-3367846.23
232.8,-7106229.179,-6840630.433,-6621799.037,-6165966.632,-5952906.526,-5459381.627,-5465789.749,-5144468.203,-4883068.568,-3909153.43,-3493083.223,-3727517.003,-3596508.72,-3408066.151
232.7,-7218570.324,-6960732.968,-6724508.098,-6262108.363,-6043933.7,-5526010.175,-5553334.248,-5236868.546,-4957199.793,-3962169.694,-3542258.594,-3795180.403,-3631594.183,-3454913.105
232.6,-7333936.421,-7083721.148,-6822600.127,-6361991.482,-6132771.764,-5591643.673,-5640241.915,-5329487.8,-5032365.87,-4014429.72,-3592488.718,-3859042.712,-3675535.591,-3503730.258
232.5,-7443511.327,-7204380.911,-6914701.955,-6464720.444,-6217530.123,-5656819.448,-5725756.512,-5420992.598,-5107551.848,-4060003.01,-3643435.278,-3918367.593,-3720273.039,-3551592.163
232.4,-7550399.598,-7322533.148,-7010883.488,-6568145.941,-6301512.343,-5721179.282,-5809977.544,-5510029.672,-5182897.034,-4107785.311,-3695157.977,-3973015.739,-3764413.457,-3603673.08
232.3,-7649665.786,-7430734.885,-7100776.305,-6670058.962,-6378847.629,-5780902.183,-5892646.298,-5595325.358,-5263456.282,-4154373.552,-3743815.922,-4024997.151,-3807419.518,-3651753.896
232.2,-7744434.348,-7532807.114,-7185076.941,-6772728.221,-6456561.034,-5842376.372,-5968250.197,-5676859.755,-5345129.986,-4204325.062,-3791518.619,-4073038.165,-3845728.943,-3698899.365
232.1,-7832118.154,-7630461.321,-7265735.694,-6875516.886,-6528125.03,-5903870.462,-6037406.172,-5753339.298,-5422783.688,-4251968.056,-3842604.486,-4117098.979,-3882088.07,-3744313.447
232,-7920438.792,-7723976.12,-7343230.188,-6975280.599,-6600166.65,-5965663.067,-6107477.593,-5821878.342,-5497531.844,-4299352.337,-3892416.689,-4157756.722,-3915302.839,-3791598.223
231.9,-8011446.065,-7814406.264,-7420863.989,-7073412.43,-6673322.726,-6027575.078,-6177628.618,-5885223.225,-5571822.277,-4345642.063,-3942228.892,-4193359.611,-3953174.442,-3838763.593
231.8,-8102692.15,-7902368.684,-7497224.126,-7170847.726,-6745603.158,-6088909.96,-6248515.98,-5942936.125,-5643903.699,-4394757.731,-3992837.135,-4221837.942,-3988956.44,-3885670.25
231.7,-8197460.712,-7984261.299,-7575295.749,-7265855.1,-6818261.709,-6149488.604,-6316537.598,-6000688.827,-5716960.27,-4444211.716,-4045913.102,-4243908.151,-4023942.398,-3931880.372
231.6,-8288945.609,-8063586.685,-7653029.055,-7357757.918,-6890920.26,-6210604.575,-6384001.988,-6053008.556,-5788782.979,-4496113.524,-4098411.94,-4260764.298,-4064082.715,-3977334.256
231.5,-8379654.367,-8141538.902,-7729070.776,-7448188.062,-6965270.396,-6272436.982,-6449754.892,-6108373.138,-5862257.471,-4550622.363,-4153418.304,-4277481.138,-4100083.624,-4021096.555
231.4,-8476691.643,-8218078.148,-7805450.814,-7540687.91,-7040356.869,-6336975.925,-6518094.926,-6161210.293,-5941523.154,-4604892.39,-4207827.638,-4291551.145,-4139348.297,-4062908.556
231.3,-8576495.158,-8294020.364,-7885293.626,-7632451.421,-7117612.551,-6402052.195,-6587191.198,-6211997.645,-6017107.152,-4658028.06,-4258794.099,-4305461.944,-4184901.686,-4091944.115
231.2,-8676995.208,-8373504.958,-7965773.27,-7723319.387,-7194908.035,-6467068.762,-6659809.947,-6267222.92,-6089765.703,-4713014.523,-4313740.76,-4325542.053,-4233698.938,-4122671.259
231.1,-8781535.161,-8457288.168,-8050611.233,-7817570.523,-7275228.471,-6532841.567,-6735254.638,-6321413.343,-6160255.045,-4769015.937,-4370020.788,-4347811.272,-4284187.775,-4147428.103
231,-8886512.936,-8543499.3,-8145718.112,-7910010.668,-7358971.879,-6598335.758,-6812788.934,-6374429.607,-6229470.723,-4829574.68,-4424808.241,-4378578.218,-4335233.84,-4174194.948
230.9,-8988326.452,-8629392.016,-8241382.219,-7999525.366,-7440844.593,-6666795.198,-6891019.765,-6426968.247,-6296019.667,-4887566.194,-4478859.357,-4407414.767,-4385523.667,-4205519.122
230.8,-9094140.069,-8715244.93,-8339971.773,-8088642.044,-7526398.992,-6739991.076,-6968812.774,-6485019.464,-6360558.61,-4945637.312,-4530422.848,-4441505.18,-4432370.621,-4237559.732
230.7,-9202918.935,-8803207.35,-8438163.307,-8172226.244,-7613724.58,-6814878.539,-7050108.359,-6546613.059,-6418430.718,-4997519.219,-4577130.495,-4475854.306,-4483297.28,-4271769.551
230.6,-9316653.15,-8896722.149,-8538902.169,-8253263.116,-7706323.933,-6894482.539,-7135324.441,-6607768.832,-6467148.366,-5045719.441,-4619440.021,-4510263.135,-4536512.554,-4302556.398
230.5,-9434884.991,-8994256.95,-8645551.628,-8333066.126,-7800097.445,-6972554.162,-7222510.722,-6671631.141,-6509398.189,-5088506.591,-4667421.332,-4542960.478,-4594623.474,-4337562.257
230.4,-9556002.477,-9094398.782,-8752619.008,-8407376.46,-7893532.64,-7049013.804,-7310811.459,-6741404.047,-6542593.057,-5123890.569,-4715442.445,-4581250.002,-4652455.78,-4372966.136
230.3,-9675289.071,-9200411.409,-8862890.449,-8482482.834,-7986112.092,-7123423.643,-7397599.72,-6810898.339,-6578792.976,-5161563.162,-4761095.339,-4624813.291,-4710924.918,-4412031.799
230.2,-9795272.2,-9311817.207,-8972743.969,-8557310.594,-8071188.867,-7200181.8,-7482915.307,-6880034.413,-6615331.212,-5198439.715,-4807763.184,-4669391.531,-4770846.829,-4445783.895
230.1,-9911653.248,-9426944.492,-9080945.706,-8636158.356,-8153320.294,-7277696.195,-7567474.656,-6948195.338,-6645322.019,-5232231.613,-4854013.108,-4715681.257,-4821335.666,-4479874.308
230,-10026860.14,-9543604.154,-9195276.951,-8713931.464,-8239113.505,-7357499.205,-7653864.897,-7022286.761,-6675551.638,-5267356.878,-4898670.952,-4765911.381,-4864779.549,-4519576.803
229.9,-10137151.48,-9656980.151,-9306125.521,-8793376.256,-8321642.952,-7443033.703,-7736334.641,-7096895.61,-6703273.731,-5300611.449,-4941497.904,-4828022.402,-4902113.825,-4560095.239
229.8,-10249253.81,-9771251.693,-9415700.427,-8872880.751,-8402858.933,-7529165.231,-7814127.65,-7173156.242,-6724269.286,-5332970.475,-4984961.688,-4892103.622,-4935248.99,-4600633.576
229.7,-10361833.77,-9885781.948,-9526111.175,-8951668.81,-8482482.834,-7612769.332,-7892836.105,-7247466.576,-6741025.928,-5360175.142,-5025699.035,-4954990.782,-4965000.985,-4643102.31
