WL,BCoh25ME,BCoh30ME,BCoh35ME,BCoh40ME,BCoh45ME,BCoh50ME,BCoh55ME,BCoh60ME,BCoh65ME,BCoh70ME,BCoh75ME,BCoh80ME,BCoh85ME,BCoh90ME
223.7,-15725106.26,-15763736.05,-15690637.76,-15569383.85,-15484478.53,-15044108.98,-14998986.58,-15034432.73,-15084142.57,-14566463.3,-14172319.14,-14249603.78,-13887797.34,-5792387.556
223.6,-15813872.05,-15833049.07,-15764312.62,-15665444.42,-15576227.41,-15129239.9,-15062609.16,-15095623.72,-15125429.57,-14656833.44,-14217942.9,-14315056.33,-13934323.55,-5825427.18
223.5,-15903966.44,-15906147.36,-15838513.9,-15763861.39,-15668377.38,-15220487.42,-15116505.36,-15150723.18,-15157441.4,-14742916.96,-14274245.63,-14383867.99,-13969970.24,-5869296.18
223.4,-15996016.14,-15991629.24,-15909080.32,-15860724.14,-15747015.7,-15313138.75,-15169298.57,-15204067.88,-15187798.75,-14817393.98,-14335687.3,-14447515.64,-14000177.18,-5914869.804
223.3,-16085784.65,-16088141.04,-15979471.26,-15955456.12,-15811916.75,-15412683.78,-15225450.89,-15259267.62,-15216852.56,-14889765.3,-14400989.44,-14515800.88,-14027526.37,-5971097.328
223.2,-16167330.85,-16192724.74,-16050864.92,-16051491.62,-15877093.55,-15507616.3,-15285338.34,-15310331.14,-15247636.07,-14955217.85,-14472934.6,-14579523.73,-14060666.27,-6033967.872
223.1,-16242986.08,-16301494.79,-16114236.83,-16144669.38,-15946331.36,-15602949.9,-15340212.19,-15362121.62,-15278645.18,-15024305.26,-14546308.63,-14639010.1,-14099722.21,-6092175.768
223,-16319944.84,-16410314.98,-16174324.82,-16235967.04,-16012786.63,-15696603.95,-15380295.92,-15412733.92,-15305066.86,-15095523.44,-14624921.88,-14691978.78,-14143691.48,-6141283.98
222.9,-16400488.32,-16519360.78,-16240755.02,-16325334.46,-16073676.8,-15779729.44,-15424866.83,-15463170.73,-15330987.17,-15165763.98,-14702833.22,-14744195.42,-14185755.59,-6186055.428
222.8,-16483388.2,-16620384.82,-16311948.14,-16407056.14,-16127171.92,-15847187.42,-15467682.97,-15508192.86,-15354250.27,-15224372.96,-14787563.06,-14795785.37,-14230928.12,-6223958.244
222.7,-16572931.09,-16713336.96,-16377701.51,-16489354.38,-16174099.21,-15907776.78,-15510975.41,-15542460.82,-15374705.76,-15270723.7,-14881392.59,-14839453.82,-14281515.35,-6256396.236
222.6,-16666885.96,-16805762.68,-16437914.84,-16556386.21,-16216865.22,-15956308.43,-15552738.7,-15575550.58,-15400575.94,-15317525.65,-14973893.51,-14880991.5,-14337918.35,-6283394.472
222.5,-16761292.04,-16891796.05,-16500359.23,-16612889.48,-16257350.04,-16003712.02,-15589939.61,-15609617.99,-15430080.97,-15366408.25,-15067998.78,-14917340.1,-14392366.04,-6311621.04
222.4,-16855522.66,-16969331.38,-16564758.92,-16648611.38,-16293899.18,-16039108.03,-15631351.94,-15648297.91,-15470766.34,-15415516.46,-15161677.9,-14958777.5,-14447465.51,-6338117.916
222.3,-16943009.98,-17037190.45,-16633720.99,-16675609.62,-16327089.22,-16077637.55,-15671210.06,-15692141.84,-15524787.88,-15459034.51,-15246307.46,-15008236.67,-14501938.27,-6369728.664
222.2,-17023202.51,-17088655.06,-16707546.25,-16699750.1,-16355014.97,-16120804.64,-15705327.61,-15733203.23,-15592872.56,-15497112.8,-15322489.12,-15059074.57,-14558617.02,-6391938.912
222.1,-17091863.76,-17130869.57,-16774202.06,-16724066.06,-16392466.56,-16163445.31,-15735183.6,-15772234.1,-15665870.58,-15532734.43,-15384532.42,-15115978.93,-14615947.54,-6409962.804
222,-17152428.05,-17166466.13,-16844918.89,-16737728.12,-16430394.44,-16200195,-15772986.14,-15813220.28,-15739420.09,-15568055.24,-15434593.21,-15176969.38,-14685461.1,-6425730.576
221.9,-17204293.74,-17195745.55,-16909193.24,-16745724.82,-16475767.52,-16236017.17,-15820088.92,-15864459.28,-15808582.7,-15607412,-15482172.28,-15231241.6,-14765578.43,-6431571.42
221.8,-17251170.9,-17218331.82,-16975297.56,-16752417.97,-16521316.08,-16271989.75,-15873508.82,-15917302.62,-15873433.62,-15653712.6,-15518470.74,-15289900.72,-14852012.89,-6428287.512
221.7,-17291329.84,-17238712.1,-17024280.43,-16761016.3,-16575237.35,-16300943.29,-15932368.49,-15964104.58,-15932268.22,-15700514.56,-15548050.98,-15351242.11,-14940151.98,-6415452.696
221.6,-17329934.56,-17255607.94,-17071984.84,-16774001.52,-16636929.7,-16319644.02,-15990100.09,-16009828.61,-15982730.1,-15746639.68,-15576503.16,-15412909.39,-15017737.44,-6395949.792
221.5,-17364327.85,-17269946.83,-17119112.68,-16780393.86,-16695563.75,-16334409.07,-16056204.41,-16054073.63,-16020281.96,-15796073.77,-15593123.24,-15465276.44,-15085421.04,-6379831.068
221.4,-17398169.65,-17284762.02,-17161653.07,-16790195.45,-16748031.07,-16347870.59,-16120879.85,-16098443.99,-16052469.28,-15838714.44,-15608515,-15521955.19,-15142676.35,-6362258.4
221.3,-17418224.05,-17297672.04,-17206148.77,-16802378.5,-16789593.82,-16364164.79,-16187936.75,-16138828.54,-16087439.14,-15876717.53,-15614255.57,-15583672.61,-15188124.64,-6354963.612
221.2,-17432437.61,-17316648.52,-17250594.34,-16831081.36,-16835693.87,-16390085.1,-16255795.82,-16176280.13,-16119927.26,-15911637.25,-15620923.66,-15638446.19,-15235728.77,-6356517.828
221.1,-17438428.86,-17338658.22,-17291705.86,-16856801.12,-16882495.82,-16427035.33,-16325309.39,-16211826.55,-16150384.88,-15942621.3,-15624207.56,-15690913.51,-15269946.59,-6362308.536
221,-17429103.56,-17362748.57,-17327753.64,-16885579.19,-16920824.8,-16469299.98,-16404774.95,-16244540.29,-16189140.01,-15980398.78,-15623806.48,-15736637.54,-15304740.97,-6367748.292
220.9,-17410452.97,-17392328.81,-17363099.52,-16929322.85,-16964693.8,-16513921.02,-16488100.98,-16275900.36,-16225087.52,-16017073.26,-15629271.3,-15777097.3,-15338106.48,-6383114.976
220.8,-17374505.46,-17422209.86,-17398019.24,-16980837.59,-17010818.92,-16560998.72,-16567742.02,-16314279.47,-16253314.09,-16060791.85,-15641905.57,-15814975.04,-15369867.64,-6400111.08
220.7,-17337931.25,-17455926.32,-17434367.84,-17037516.34,-17051830.16,-16612312.92,-16644374.89,-16354062.38,-16271488.39,-16109148.02,-15654966,-15838513.9,-15397091.48,-6418962.216
220.6,-17317300.28,-17492199.72,-17469588.38,-17090033.8,-17087125.91,-16654076.21,-16720782.16,-16383592.49,-16278106.34,-16154370.7,-15675922.85,-15849944.9,-15425092.44,-6434028.084
220.5,-17297496.56,-17529701.45,-17504056.88,-17135983.44,-17128613.45,-16684859.71,-16800974.69,-16409788.55,-16278908.52,-16200846.77,-15707684,-15862228.22,-15449333.2,-6455536.428
220.4,-17281603.45,-17570111.06,-17530378.28,-17173635.58,-17161803.48,-16709601.83,-16869610.87,-16428815.16,-16272691.66,-16228722.38,-15748043.48,-15881204.7,-15476657.32,-6481080.72
220.3,-17270548.46,-17611172.45,-17551610.88,-17219560.15,-17187122.16,-16739031.66,-16929272.71,-16439469.06,-16270786.49,-16251258.52,-15790734.29,-15888850.44,-15495132.43,-6515373.744
220.2,-17266136.5,-17652659.99,-17575450.55,-17250744.74,-17209908.97,-16771745.4,-16971938.45,-16439243.45,-16272641.52,-16273919.99,-15828010.4,-15901434.58,-15511902.92,-6552549.588
220.1,-17270222.58,-17678028.8,-17609442.76,-17281904.27,-17231517.59,-16807567.57,-17002220.59,-16435032.02,-16274371.21,-16288910.65,-15878321.88,-15914946.23,-15522982.98,-6592884
220,-17290552.73,-17699436.88,-17649977.71,-17303738.5,-17253226.48,-16842737.98,-17023553.46,-16438391.14,-16291241.98,-16297935.13,-15927304.75,-15934825.15,-15539653.2,-6631363.38
219.9,-17314317.19,-17723326.68,-17686075.63,-17331388.5,-17277542.44,-16879763.41,-17037792.08,-16448769.29,-16324632.55,-16300241.39,-15976036.94,-15973755.76,-15551660.77,-6681800.196
219.8,-17353373.14,-17748369.61,-17725156.64,-17360216.7,-17304640.94,-16911624.84,-17044510.31,-16454936.02,-16368250.87,-16300090.98,-16020708.12,-16014090.17,-15564846.54,-6715466.52
219.7,-17385786.06,-17779253.39,-17753759.23,-17377789.37,-17342443.49,-16947898.24,-17044585.51,-16457367.61,-16411768.92,-16310544.34,-16062697.02,-16048032.24,-15581441.56,-6751865.256
219.6,-17417622.42,-17810036.89,-17780105.7,-17379318.52,-17381725.04,-16980060.48,-17050526.63,-16464737.6,-16452755.1,-16321524.12,-16106415.61,-16083327.98,-15607637.62,-6784604.064
219.5,-17457906.7,-17835631.32,-17795948.68,-17380170.83,-17419026.23,-17011270.14,-17056618.15,-16488702.61,-16491435.02,-16328342.62,-16147978.36,-16122759.95,-15629772.66,-6802678.092
219.4,-17509546.78,-17871779.38,-17817206.34,-17382627.49,-17461341.01,-17034483.11,-17055214.34,-16514973.88,-16526379.82,-16342155.08,-16184326.96,-16177483.39,-15647671.21,-6819598.992
219.3,-17577581.33,-17903741.08,-17836258.02,-17391175.68,-17507516.27,-17049774.59,-17057320.06,-16543476.19,-16552124.65,-16349274.4,-16218193.82,-16236668.94,-15662285.86,-6836695.368
219.2,-17662787.46,-17929435.78,-17854006.16,-17406391.96,-17548001.09,-17060453.56,-17060428.49,-16564683.72,-16588297.78,-16341528.38,-16249378.42,-16302021.22,-15677452,-6854192.832
219.1,-17750951.62,-17951671.09,-17867969.04,-17418775.55,-17587959.48,-17067948.89,-17064840.46,-16590804.58,-16627328.65,-16328091.94,-16271638.8,-16371033.42,-15692568,-6876553.488
219,-17831119.08,-17980674.77,-17886143.34,-17448832.08,-17619144.07,-17075970.65,-17067472.6,-16620685.63,-16677063.56,-16307611.38,-16292570.58,-16445936.6,-15704149.42,-6900844.38
218.9,-17914495.25,-18008525.32,-17905771.58,-17481395.41,-17653261.62,-17090610.36,-17073564.12,-16650717.1,-16733015.34,-16297057.75,-16314053.86,-16516202.21,-15710140.67,-6918617.592
218.8,-17996893.76,-18032690.87,-17925951.32,-17520702.04,-17687780.26,-17113422.24,-17095022.33,-16693182.29,-16792852.66,-16295227.79,-16329094.66,-16576766.5,-15717560.8,-6934861.656
218.7,-18072473.78,-18054850.98,-17947986.1,-17561412.47,-17718638.96,-17139718.57,-17130318.07,-16744045.26,-16847901.98,-16308689.3,-16340726.21,-16627779.88,-15713700.32,-6944512.836
218.6,-18138553.03,-18070969.7,-17961497.75,-17617514.65,-17744233.39,-17165037.25,-17178047.54,-16799896.76,-16895832,-16329796.56,-16351530.52,-16663652.18,-15708410.98,-6958826.664
218.5,-18194655.22,-18086135.84,-17981476.94,-17681763.94,-17765616.4,-17199079.6,-17226804.8,-16861839.79,-16929072.17,-16356493.98,-16363939.18,-16697443.85,-15692918.95,-6974017.872
218.4,-18235140.04,-18086461.73,-18006971.1,-17741375.64,-17780556.92,-17239037.99,-17279848.69,-16927843.84,-16942558.75,-16401566.24,-16371635.05,-16718325.49,-15674493.97,-6991189.452
218.3,-18270711.53,-18083553.84,-18038882.66,-17799082.18,-17782411.96,-17273205.67,-17333143.26,-16987731.29,-16944438.85,-16447390.55,-16375996.88,-16718300.42,-15664065.68,-6996654.276
218.2,-18304778.94,-18069039.47,-18063449.3,-17855359.84,-17779002.71,-17300128.7,-17380396.44,-17047518.47,-16933634.54,-16492061.72,-16386826.26,-16714038.86,-15656018.86,-6990888.636
218.1,-18333732.48,-18060165.4,-18083202.89,-17920010.21,-17769752.62,-17331413.57,-17424892.14,-17109411.36,-16912351.81,-16538913.82,-16400663.8,-16709626.9,-15649300.63,-6991590.54
218,-18359577.59,-18053898.4,-18100600.08,-17988094.9,-17751277.5,-17364152.38,-17467332.26,-17167920.07,-16884225.52,-16574861.33,-16411643.58,-16700903.23,-15638396.05,-6975070.728
217.9,-18382790.56,-18043244.5,-18122810.33,-18051592.14,-17730621.47,-17398645.94,-17496411.14,-17212566.18,-16853366.81,-16614218.09,-16430519.78,-16682052.1,-15627917.63,-6960882.24
217.8,-18402819.89,-18034144.81,-18146023.3,-18104661.1,-17709840.1,-17433390.19,-17518972.34,-17245380.19,-16822157.15,-16644224.48,-16450198.16,-16665381.88,-15618040.84,-6947596.2
217.7,-18419941.33,-18023917.07,-18166303.31,-18151061.96,-17684345.94,-17466404.75,-17540154.8,-17284536.41,-16795209.05,-16668440.17,-16486020.34,-16644450.1,-15604153.16,-6930324.348
217.6,-18424227.96,-18021686.02,-18178386.08,-18181544.65,-17656796.21,-17501625.29,-17549379.83,-17332516.56,-16776157.37,-16698672.18,-16518759.14,-16620585.36,-15600392.96,-6913929.876
217.5,-18422723.88,-18022362.85,-18180642.2,-18206437.18,-17635538.54,-17537673.07,-17552463.19,-17384181.71,-16747579.85,-16737327.04,-16551949.18,-16599352.76,-15594000.62,-6896683.092
217.4,-18422498.27,-18034220.02,-18186056.89,-18224235.46,-17621174.58,-17582895.74,-17547650.14,-17430382.03,-16714790.9,-16766581.39,-16582381.73,-16567591.61,-15588987.02,-6863643.468
217.3,-18411067.26,-18037403.65,-18180516.86,-18225538.99,-17607662.93,-17634134.74,-17541608.75,-17471543.69,-16674281.02,-16791072.83,-16617451.86,-16533248.45,-15585151.62,-6837873.564
217.2,-18400012.27,-18035072.33,-18186357.71,-18216263.83,-17600292.94,-17679382.48,-17535542.29,-17515788.71,-16635350.41,-16801651.52,-16643497.51,-16509584.26,-15595805.52,-6804533.124
217.1,-18388831.94,-18037102.84,-18193552.22,-18210598.46,-17586655.94,-17713600.3,-17531080.19,-17552713.87,-16600881.91,-16794782.89,-16675734.96,-16493365.26,-15604428.91,-6762870.108
217,-18383918.62,-18054124.01,-18200972.35,-18200019.77,-17572492.52,-17733955.51,-17512003.44,-17582344.25,-16573357.25,-16787588.38,-16708699.38,-16488527.14,-15629847.86,-6730632.66
216.9,-18386325.14,-18069139.74,-18216689.99,-18189014.92,-17559331.82,-17746890.6,-17489392.1,-17589639.04,-16562377.46,-16765503.47,-16737352.1,-16495345.63,-15667073.84,-6700977.216
216.8,-18395224.28,-18090497.68,-18220575.53,-18170615,-17561036.45,-17754009.91,-17468585.66,-17594051,-16570173.61,-16720681.88,-16762645.72,-16503517.8,-15711444.2,-6668489.088
216.7,-18405076.01,-18123863.18,-18224310.66,-18164573.62,-17568281.1,-17760928.68,-17439281.17,-17602724.53,-16582883.09,-16668991.67,-16777937.2,-16511740.1,-15750475.08,-6630636.408
216.6,-18410666.17,-18158356.75,-18229474.67,-18167255.89,-17577230.38,-17763285.07,-17406692.77,-17599967.05,-16609781.05,-16608427.38,-16796462.45,-16521742.24,-15779704.37,-6595466.004
216.5,-18430118.94,-18194529.88,-18232106.81,-18154220.53,-17603752.32,-17758171.2,-17379243.31,-17596633.01,-16646781.42,-16554255.43,-16807768.12,-16536833.17,-15809911.31,-6563930.46
216.4,-18446914.5,-18217918.32,-18235791.8,-18137374.84,-17626539.13,-17745361.45,-17358888.1,-17586831.42,-16682152.37,-16509985.34,-16813608.96,-16554481.04,-15829915.57,-6543399.768
216.3,-18456390.2,-18238749.83,-18239451.73,-18116167.31,-17644563.02,-17729067.25,-17333669.69,-17570612.42,-16714941.31,-16470478.18,-16818246.54,-16564608.52,-15846034.3,-6524724.108
216.2,-18463785.26,-18255069.1,-18238850.1,-18094934.71,-17664542.22,-17710617.2,-17310882.88,-17544040.34,-16746777.67,-16432500.16,-16815489.06,-16569521.84,-15861175.37,-6523871.796
216.1,-18466016.32,-18256422.77,-18249353.59,-18068838.92,-17691816.2,-17696428.72,-17278996.38,-17514986.53,-16779566.62,-16412044.67,-16811453.11,-16569446.64,-15883185.07,-6531743.148
216,-18459398.36,-18244615.74,-18263040.72,-18043896.26,-17719215.53,-17679633.16,-17237132.82,-17477660.28,-16800799.21,-16401566.24,-16797816.12,-16562201.99,-15909782.22,-6538987.8
215.9,-18453657.79,-18233711.16,-18267803.64,-18024618.97,-17744308.6,-17647145.03,-17196121.57,-17438027.77,-16828198.54,-16391589.18,-16779366.07,-16550495.23,-15936404.44,-6556008.972
215.8,-18447566.27,-18222931.92,-18267603.1,-18000328.08,-17769301.39,-17609317.42,-17161628,-17388217.66,-16850383.72,-16392516.7,-16757632.12,-16540142.15,-15958639.75,-6566462.328
215.7,-18429442.1,-18218093.8,-18264143.71,-17967539.14,-17791336.16,-17572492.52,-17145409.01,-17331288.23,-16868257.2,-16406755.32,-16730433.34,-16530215.22,-15987442.88,-6585915.096
215.6,-18405878.18,-18221653.45,-18264494.66,-17926552.96,-17809159.51,-17533988.08,-17129465.76,-17270448.19,-16889464.73,-16423926.9,-16709702.1,-16508882.35,-16011708.71,-6605267.592
215.5,-18375470.7,-18215436.59,-18250331.24,-17886594.56,-17818434.67,-17500898.32,-17105049.53,-17203291.02,-16897887.58,-16442151.34,-16698571.91,-16490582.71,-16033116.78,-6654225.396
215.4,-18340450.7,-18217918.32,-18222104.68,-17844329.92,-17821994.33,-17478813.41,-17079054.01,-17147038.43,-16905332.77,-16461303.29,-16677715.33,-16472859.64,-16035473.17,-6704762.484
215.3,-18299940.82,-18223784.23,-18188689.03,-17798455.48,-17829489.66,-17460864.72,-17059876.99,-17100838.1,-16910120.76,-16489404.52,-16654577.57,-16456690.78,-16025721.72,-6760363.308
215.2,-18241983.6,-18234989.63,-18151763.87,-17751753.79,-17831018.81,-17452291.46,-17042855.82,-17067648.07,-16908065.18,-16530114.95,-16634698.64,-16449947.48,-16018802.95,-6807340.74
215.1,-18184402.4,-18234814.15,-18107142.83,-17723978.45,-17826957.79,-17446024.46,-17027764.88,-17033580.66,-16897110.47,-16575437.89,-16612187.58,-16447866.84,-16011859.12,-6849229.368
215,-18121682.27,-18238825.03,-18073601.84,-17686777.54,-17822144.74,-17441136.2,-17029720.19,-16999638.59,-16890667.99,-16601959.84,-16596896.1,-16454008.5,-16012235.14,-6884274.432
214.9,-18052218.84,-18235340.58,-18046603.61,-17637067.69,-17813746.96,-17435896.99,-17046164.8,-16967401.14,-16881994.46,-16622014.24,-16578095.1,-16461278.22,-16017349.01,-6911748.96
214.8,-17982404.46,-18240003.23,-18042793.27,-17592872.81,-17800862,-17435069.75,-17069979.4,-16940051.95,-16881092.02,-16633545.52,-16548740.47,-16465715.26,-16034671,-6922603.404
214.7,-17906674.03,-18245367.78,-18051466.8,-17568406.44,-17782787.98,-17432964.04,-17098356.37,-16909268.45,-16887384.08,-16646530.74,-16526931.31,-16472182.8,-16049085.1,-6933006.624
214.6,-17840669.99,-18261987.86,-18066733.21,-17557552,-17777724.24,-17433941.69,-17124878.32,-16881568.31,-16903201.99,-16660017.32,-16501737.97,-16483914.62,-16068863.75,-6944989.128
214.5,-17787676.24,-18277680.43,-18088517.3,-17550608.16,-17782161.28,-17431284.48,-17149219.34,-16853391.88,-16926665.64,-16651143.25,-16469024.23,-16508506.33,-16077637.55,-6928419.18
214.4,-17743606.69,-18304252.51,-18104134.67,-17554142.75,-17782913.32,-17426772.24,-17188074.74,-16835568.53,-16946444.29,-16627604.4,-16435458.18,-16536707.83,-16075506.77,-6894301.632
214.3,-17708611.76,-18337342.27,-18139154.66,-17577280.51,-17775367.85,-17426396.22,-17231943.74,-16810550.66,-16970559.71,-16601408.34,-16409111.71,-16570950.72,-16071796.7,-6844165.632
214.2,-17682215.16,-18371710.5,-18177734.32,-17593449.37,-17776997.27,-17428050.71,-17281503.18,-16778388.42,-16997357.4,-16572329.46,-16389383.2,-16616699.82,-16053070.91,-6794806.74
214.1,-17682766.66,-18414927.73,-18218870.9,-17608740.85,-17777523.7,-17425218.02,-17338031.52,-16764425.54,-17023829.21,-16540894.19,-16369855.22,-16659566.1,-16046327.62,-6749433.66
214,-17697456.5,-18442301.99,-18262865.24,-17631151.64,-17771557.51,-17429680.13,-17386337.56,-16751465.39,-17048822,-16515400.03,-16361883.6,-16712008.36,-16030935.86,-6694334.196
213.9,-17710441.73,-18469676.24,-18305631.25,-17662035.42,-17770479.59,-17421733.57,-17436047.4,-16748858.32,-17081911.76,-16498479.13,-16347720.18,-16757757.46,-16021936.45,-6638608.032
213.8,-17746163.63,-18492914.28,-18351906.78,-17705352.92,-17782462.09,-17409801.2,-17494756.66,-16763447.89,-17123148.62,-16484265.58,-16334358.94,-16793654.83,-16020733.19,-6587745.06
213.7,-17784241.92,-18496323.53,-18393695.14,-17746639.92,-17806101.22,-17391927.72,-17540255.08,-16782324.1,-17159221.48,-16481107.01,-16332152.95,-16830028.5,-16025897.2,-6552900.54
213.6,-17831645.51,-18488702.86,-18439268.76,-17787726.37,-17828913.1,-17373252.06,-17595705.49,-16806464.58,-17192536.85,-16486045.4,-16336414.51,-16859182.58,-16045600.64,-6513794.46
213.5,-17896596.7,-18476394.47,-18476168.86,-17824852.08,-17857891.7,-17354250.52,-17657071.96,-16840055.7,-17237032.55,-16489554.92,-16344411.2,-16863995.64,-16067961.3,-6488651.256
213.4,-17961372.41,-18477271.85,-18526405.13,-17848591.48,-17880853.99,-17332491.49,-17721321.24,-16876805.39,-17268718.5,-16502966.3,-16368200.74,-16871691.52,-16094458.18,-6459497.172
213.3,-18022989.55,-18478976.47,-18557013.16,-17878948.82,-17898877.88,-17312236.55,-17774615.81,-16919596.46,-17298298.74,-16532872.43,-16403120.46,-16874774.88,-16125542.5,-6453230.172
213.2,-18098043.14,-18495320.81,-18565611.48,-17913467.46,-17902663.15,-17289825.76,-17819888.62,-16968905.22,-17320408.72,-16581028.06,-16455337.1,-16869134.58,-16157128.18,-6470401.752
213.1,-18163169.81,-18511615.01,-18552525.98,-17958364.25,-17907576.48,-17260972.49,-17866991.39,-17022099.52,-17332466.42,-16628206.03,-16521516.62,-16872343.28,-16190343.28,-6501661.548
213,-18231279.56,-18528385.5,-18523647.65,-18010731.3,-17911086,-17239790.03,-17911662.56,-17089682.84,-17339886.55,-16682377.98,-16591105.39,-16873320.94,-16224109.87,-6538336.032
212.9,-18283797.02,-18549593.03,-18493390.57,-18074579.5,-17910359.03,-17215323.66,-17973881.34,-17166014.9,-17353047.25,-16740711.22,-16675083.19,-16873972.7,-16263466.63,-6592507.98
212.8,-18318466.07,-18571803.28,-18465439.75,-18136798.27,-17904217.37,-17213343.29,-18030384.61,-17242748.05,-17369742.54,-16813458.55,-16763372.69,-16882796.64,-16325083.78,-6654877.164
212.7,-18341403.29,-18593562.3,-18441825.7,-18198265.01,-17907802.09,-17211638.66,-18082124.96,-17323040.86,-17387691.23,-16886381.36,-16837724.38,-16882972.12,-16395524.86,-6720755.868
212.6,-18360154.15,-18608954.05,-18441048.59,-18239526.94,-17922742.62,-17211037.03,-18140232.59,-17412458.41,-17409274.78,-16956521.63,-16912326.74,-16882921.98,-16484039.96,-6793402.932
212.5,-18365092.55,-18619457.54,-18452630,-18272441.22,-17938209.58,-17221615.73,-18193226.34,-17502151.72,-17432613.08,-17046691.22,-16986703.5,-16866051.22,-16566639.02,-6869208.564
212.4,-18364315.44,-18633219.88,-18481909.43,-18313853.56,-17956183.33,-17242998.73,-18247473.49,-17575199.87,-17461165.54,-17135256.47,-17055214.34,-16844116.72,-16656482.74,-6946092.12
212.3,-18363914.35,-18629559.95,-18515249.87,-18360730.72,-17989573.91,-17279096.65,-18299339.18,-17651707.4,-17499870.53,-17217579.78,-17112193.91,-16814636.75,-16727826.26,-7026836.148
212.2,-18373164.44,-18632643.31,-18547487.32,-18404825.33,-18030259.27,-17336151.42,-18350578.18,-17721220.97,-17519097.68,-17291104.22,-17172306.97,-16792727.32,-16793128.4,-7105649.94
212.1,-18376122.47,-18644701.02,-18594389.54,-18443906.34,-18057934.34,-17413661.68,-18400388.29,-17770404.38,-17528322.71,-17368238.46,-17223921.98,-16764926.9,-16860561.32,-7153504.752
212,-18381637.43,-18676913.4,-18664128.72,-18488151.36,-18079693.37,-17522857.88,-18454685.58,-17801538.84,-17532258.38,-17444495.32,-17263755.04,-16745173.32,-16926515.23,-7196646.78
211.9,-18390661.91,-18698045.72,-18742040.06,-18525151.73,-18102329.77,-17630499.88,-18503818.86,-17819011.24,-17536369.54,-17511000.72,-17306195.16,-16740986.96,-16988458.26,-7228282.596
211.8,-18401290.74,-18715417.85,-18805462.1,-18572028.89,-18130105.12,-17749121.65,-18543100.42,-17831695.64,-17545694.83,-17581517,-17334872.95,-16739257.27,-17034357.77,-7264004.496
211.7,-18424654.12,-18722812.91,-18865399.69,-18619156.73,-18168860.24,-17877194.06,-18572555.32,-17845783.86,-17548552.58,-17653462.16,-17344223.32,-16732614.25,-17080959.18,-7293935.688
211.6,-18454986.4,-18724793.28,-18933108.36,-18657335.29,-18210874.21,-18005191.27,-18590203.19,-17863582.14,-17549680.64,-17730295.58,-17348885.96,-16738655.64,-17110313.81,-7315017.876
211.5,-18497627.06,-18725069.03,-18999714.04,-18686915.53,-18266750.78,-18142914.86,-18610483.2,-17883110.11,-17545795.1,-17792990.65,-17339660.94,-16750888.82,-17131295.72,-7332615.612
211.4,-18553077.48,-18719077.78,-19068901.72,-18707396.09,-18318867.16,-18302723.36,-18618805.78,-17909506.72,-17538901.4,-17846310.29,-17331363.43,-16757657.18,-17152102.16,-7342718.016
211.3,-18618204.14,-18717899.58,-19153105.13,-18722411.82,-18374844,-18457317.72,-18620535.47,-17925926.26,-17525866.04,-17891182.01,-17327076.8,-16771419.52,-17175214.86,-7342191.588
211.2,-18706167.76,-18712509.96,-19245405.5,-18731561.64,-18433352.71,-18597723.59,-18633395.35,-17949440.04,-17524036.08,-17925500.1,-17328204.86,-16779391.14,-17198352.62,-7315970.46
211.1,-18814887.67,-18725244.5,-19320408.96,-18736474.97,-18485569.36,-18731511.5,-18621889.14,-17968366.38,-17528072.03,-17939839,-17338031.52,-16793003.06,-17208354.76,-7272652.956
211,-18909820.19,-18765102.62,-19377137.84,-18752593.69,-18531343.52,-18841184,-18611836.87,-17987367.92,-17525715.64,-17960419.82,-17368890.23,-16827371.29,-17195645.28,-7237933.776
210.9,-19007861.14,-18812205.4,-19399849.45,-18785207.16,-18565085.05,-18942584.06,-18591932.88,-18014867.52,-17537622.94,-17971650.29,-17402506.42,-16872995.05,-17197951.54,-7202161.74
210.8,-19120316.18,-18875577.3,-19415416.68,-18820202.09,-18595718.15,-19016609.87,-18579950.38,-18048659.18,-17545619.63,-17987718.88,-17450461.5,-16947396.88,-17203967.86,-7170375.516
210.7,-19236982.66,-18944012.94,-19427975.75,-18871867.24,-18627704.92,-19054587.89,-18578446.3,-18099697.63,-17561989.03,-17990651.83,-17502628.01,-17029268.96,-17216251.18,-7131319.572
210.6,-19347331.99,-19033530.77,-19440183.86,-18937821.14,-18660819.74,-19087727.78,-18572605.45,-18158281.55,-17592321.31,-18002759.68,-17558504.58,-17130468.48,-17240166.05,-7096625.46
210.5,-19452015.96,-19150422.85,-19460163.06,-18989636.7,-18690675.73,-19098055.8,-18580852.82,-18230151.5,-17640978.3,-18008249.57,-17613779.52,-17238762.24,-17265309.25,-7067346.036
210.4,-19540882.02,-19262075.72,-19483977.66,-19047017.35,-18733191.06,-19110990.89,-18580727.48,-18314279.71,-17705703.88,-18012862.08,-17656921.55,-17367887.51,-17293285.14,-7049146.668
210.3,-19626514.31,-19379619.58,-19503430.43,-19112444.83,-18776408.29,-19098156.07,-18574184.74,-18406379.54,-17768123.2,-18018101.29,-17701066.3,-17495132.68,-17301958.67,-7021070.508
210.2,-19702169.53,-19490069.18,-19545168.65,-19160976.48,-18825090.35,-19073138.21,-18587345.44,-18510286.4,-17831068.94,-18020106.73,-17765491.06,-17620046.52,-17309002.78,-7001567.604
