WL,BCoh25ME,BCoh30ME,BCoh35ME,BCoh40ME,BCoh45ME,BCoh50ME,BCoh55ME,BCoh60ME,BCoh65ME,BCoh70ME,BCoh75ME,BCoh80ME,BCoh85ME,BCoh90ME
237.3,-3025306.512,-3121442.292,-3252397.524,-3123898.956,-3210032.604,-3189652.32,-3265357.68,-3235827.576,-3229786.188,-3383954.388,-3271950.564,-3393605.568,-3448454.352,-1574706.583
237.2,-3095722.524,-3193838.676,-3309527.496,-3171402.816,-3270421.416,-3242545.8,-3313037.016,-3299124.276,-3290275.272,-3440156.844,-3336375.324,-3453643.428,-3514859.484,-1594888.83
237.1,-3169096.56,-3259140.816,-3370492.872,-3222742.08,-3335071.788,-3295263.804,-3363398.628,-3362746.86,-3348733.848,-3496860.66,-3403457.292,-3517892.712,-3582818.832,-1618034.114
237,-3244325.628,-3325921.968,-3435444.06,-3281451.336,-3400975.56,-3350989.968,-3410977.692,-3426820.668,-3408997.32,-3554893.08,-3470664.6,-3582818.832,-3650251.752,-1642455.36
236.9,-3319680.036,-3394257.336,-3500470.452,-3344447.22,-3467205.216,-3407242.56,-3459434.136,-3494078.112,-3470012.832,-3610544.04,-3541481.7,-3651655.56,-3722823.612,-1665455.25
236.8,-3388892.784,-3464121.852,-3564820.008,-3414963.504,-3528671.952,-3467004.672,-3507163.608,-3562614.024,-3530150.964,-3667749.216,-3612449.208,-3724904.256,-3794066.868,-1690300.145
236.7,-3453944.244,-3537245.208,-3628542.864,-3485905.944,-3584698.932,-3528220.728,-3554592.264,-3633857.28,-3592043.856,-3722974.02,-3688229.772,-3796523.532,-3870423.996,-1719449.215
236.6,-3515887.272,-3611897.712,-3693569.256,-3559530.66,-3639146.628,-3589186.104,-3603449.796,-3702292.92,-3661532.352,-3776594.472,-3761202.72,-3872304.096,-3947683.572,-1744106.1
236.5,-3582267.336,-3682188.384,-3759523.164,-3636489.42,-3689483.172,-3651329.676,-3648346.584,-3772057.164,-3732098.772,-3832270.5,-3837860.664,-3949839.42,-4030533.312,-1769863.47
236.4,-3645864.852,-3753632.184,-3823722.312,-3711442.74,-3742075.836,-3714425.832,-3696401.94,-3844629.024,-3808355.628,-3894113.256,-3914794.356,-4024867.944,-4114736.724,-1799584.091
236.3,-3711041.652,-3825452.004,-3883609.764,-3790106.124,-3794518.092,-3778073.484,-3746212.056,-3917200.884,-3886718.196,-3952421.424,-3992104.068,-4105987.992,-4197486.192,-1829628.089
236.2,-3777572.124,-3900430.392,-3946204.56,-3869621.82,-3851848.608,-3840542.94,-3801286.452,-3987215.808,-3964454.064,-4014314.316,-4065453.036,-4187383.788,-4286628,-1864978.982
236.1,-3843626.304,-3972525.96,-4010554.116,-3948159.864,-3907975.86,-3903789.504,-3863680.704,-4061642.7,-4043117.448,-4074953.808,-4138576.392,-4270058.052,-4379028.648,-1901467.963
236,-3913064.664,-4041939.252,-4073399.592,-4027249.404,-3961195.224,-3969743.412,-3930161.04,-4138200.372,-4120727.976,-4134089.22,-4210095.396,-4358472.888,-4470100.692,-1931930.597
235.9,-3982603.296,-4112806.488,-4138400.916,-4102252.86,-4011105.612,-4037903.304,-4003510.008,-4211749.884,-4194152.148,-4193976.672,-4281388.788,-4446261.024,-4556459.952,-1961122.283
235.8,-4050888.528,-4181818.692,-4203627.852,-4181793.624,-4061742.972,-4108494.792,-4077786.492,-4286628,-4271587.2,-4252284.84,-4355364.456,-4534174.5,-4634872.656,-1989790.048
235.7,-4118396.652,-4250379.672,-4272364.308,-4268303.292,-4117544.34,-4183573.452,-4155071.136,-4363787.304,-4346941.608,-4314553.752,-4429540.668,-4619781.72,-4710703.356,-2023010.161
235.6,-4184551.104,-4321372.248,-4341401.58,-4352807.52,-4172994.756,-4259554.56,-4237820.604,-4441122.084,-4423649.688,-4378301.676,-4504970.28,-4702907.208,-4782347.7,-2056380.683
235.5,-4255819.428,-4395398.052,-4409586.54,-4437111.204,-4230751.428,-4335385.26,-4318639.836,-4521089.004,-4504393.716,-4441673.58,-4575536.7,-4784528.616,-4850031.3,-2093674.346
235.4,-4328015.268,-4470852.732,-4473986.232,-4516902.648,-4294424.148,-4410739.668,-4401138.624,-4601833.032,-4581853.836,-4505596.98,-4645827.372,-4867904.784,-4916862.588,-2138576.148
235.3,-4405525.524,-4550794.584,-4536681.3,-4597345.86,-4363235.808,-4481005.272,-4492937.64,-4686963.96,-4657559.196,-4566386.88,-4715817.228,-4949626.464,-4982365.272,-2180575.075
235.2,-4486871.184,-4633268.304,-4597070.112,-4677011.964,-4439793.48,-4552900.296,-4586892.504,-4773298.152,-4734267.276,-4635624.696,-4786859.94,-5028966.684,-5041626.024,-2219778.92
235.1,-4566988.512,-4717697.328,-4654074.744,-4750335.864,-4525475.904,-4623165.9,-4684858.248,-4858027.992,-4812629.844,-4706542.068,-4861011.084,-5108482.38,-5095647.564,-2262005.966
235,-4655578.824,-4804908.9,-4711129.512,-4820125.176,-4621035.12,-4692428.784,-4781595.66,-4937744.232,-4892972.784,-4782673.584,-4935262.5,-5189301.612,-5149468.56,-2298334.512
234.9,-4749583.824,-4889337.924,-4766279.112,-4886680.716,-4726070.04,-4762970.136,-4875951.612,-5020518.768,-4970909.196,-4861487.376,-5009739.528,-5263578.096,-5201233.98,-2339090.066
234.8,-4840580.664,-4974193.104,-4829676.084,-4958325.06,-4838073.864,-4832258.088,-4974393.648,-5098379.976,-5047692.48,-4940902.8,-5081810.028,-5336701.452,-5250843.552,-2378471.894
234.7,-4931000.94,-5062883.688,-4899440.328,-5034932.868,-4949501.124,-4901495.904,-5071156.128,-5172029.76,-5122044.168,-5015304.624,-5154657.636,-5409448.788,-5298923.976,-2416196.728
234.6,-5020318.224,-5159044.536,-4974418.716,-5112518.328,-5062006.308,-4967800.764,-5164333.884,-5242621.248,-5195719.02,-5091310.8,-5227430.04,-5478837.012,-5347104.672,-2448391.56
234.5,-5102240.448,-5256985.212,-5046614.556,-5189176.272,-5168996.532,-5032401,-5258739.972,-5314817.088,-5267288.16,-5168695.716,-5308625.292,-5543512.452,-5397115.332,-2479119.914
234.4,-5184563.76,-5358109.524,-5119186.416,-5270647.272,-5275736.076,-5093993.076,-5352820.176,-5384832.012,-5339433.864,-5243498.628,-5386661.976,-5602848.408,-5446298.748,-2505559.134
234.3,-5265934.488,-5457228.396,-5194490.688,-5352343.884,-5382826.572,-5157339.912,-5440382.7,-5448605.004,-5414136.504,-5319254.124,-5469637.056,-5654363.148,-5495682.708,-2534600.412
234.2,-5345926.476,-5552562,-5273329.548,-5441811.576,-5494830.396,-5217854.064,-5524134.888,-5510623.236,-5490618.972,-5398519.14,-5555921.112,-5705426.664,-5554216.488,-2560320.18
234.1,-5431383.288,-5652182.232,-5357507.892,-5535666.168,-5604502.896,-5279370.936,-5606357.928,-5578482.312,-5563391.376,-5479162.896,-5645890.164,-5759373,-5619017.268,-2590527.12
234,-5518143.636,-5758470.552,-5445170.688,-5629194.876,-5711919.276,-5345249.64,-5692065.42,-5642806.8,-5637116.364,-5563391.376,-5731547.52,-5816402.7,-5686826.208,-2624268.648
233.9,-5609215.68,-5865460.776,-5535340.284,-5728313.748,-5818859.364,-5415289.632,-5773561.488,-5708635.368,-5713448.424,-5647193.7,-5820864.804,-5879273.244,-5759122.32,-2657909.904
233.8,-5696878.476,-5972551.272,-5632077.696,-5823171.06,-5918053.44,-5485530.168,-5857890.24,-5773160.4,-5794217.52,-5738767.104,-5911460.556,-5941617.36,-5839239.648,-2686687.968
233.7,-5785669.332,-6080042.856,-5724052.188,-5912237.664,-6014840.988,-5563065.492,-5944500.18,-5838537.744,-5875212.228,-5836005.876,-6007571.268,-6005866.644,-5918880.684,-2716970.112
233.6,-5877543.552,-6181793.868,-5819135.112,-6004487.904,-6104584.428,-5647469.448,-6035196.204,-5906522.16,-5959039.62,-5932793.424,-6103180.62,-6076382.928,-5998772.4,-2747427.732
233.5,-5972751.816,-6287731.236,-5922214.728,-6099746.304,-6193199.808,-5739168.192,-6130128.72,-5978442.252,-6048306.768,-6029305.224,-6195857.016,-6149355.876,-6087563.256,-2783676.06
233.4,-6069213.48,-6393217.38,-6030884.508,-6200920.752,-6282216.276,-5830766.664,-6224835.624,-6059888.184,-6141660,-6129451.884,-6292293.612,-6226389.84,-6181242.372,-2826843.156
233.3,-6167053.884,-6506248.992,-6144016.392,-6302872.308,-6366870.912,-5927754.756,-6323728.884,-6141033.3,-6236291.7,-6232030.14,-6391412.484,-6304852.68,-6269481.732,-2872517.052
233.2,-6263440.344,-6618904.584,-6256671.984,-6402342.132,-6448116.3,-6031486.14,-6428488.056,-6224986.032,-6331199.148,-6336187.68,-6484139.016,-6387401.604,-6362308.536,-2923079.208
233.1,-6366143.94,-6730156.368,-6367146.66,-6497901.348,-6525776.964,-6141359.184,-6532921.344,-6314955.084,-6428563.26,-6441723.96,-6577291.704,-6470025.732,-6458318.976,-2978529.624
233,-6467694.408,-6834439.248,-6474638.244,-6590276.928,-6603111.744,-6254942.292,-6636151.368,-6408308.316,-6521766.084,-6544878.78,-6672274.356,-6554830.776,-6551947.956,-3034957.692
232.9,-6569671.032,-6936641.484,-6582230.1,-6682777.848,-6678892.308,-6372235.464,-6743367.204,-6506825.556,-6623868.048,-6650891.352,-6766830.852,-6643421.088,-6647833.056,-3094418.988
232.8,-6666258.036,-7032200.7,-6688267.74,-6767683.164,-6755575.32,-6494943.324,-6844692.06,-6606295.38,-6728727.492,-6758683.752,-6855772.116,-6730507.32,-6739907.82,-3151097.736
232.7,-6762519.156,-7125955.02,-6795533.712,-6847599.948,-6832709.556,-6623416.824,-6945340.08,-6701127.624,-6835817.988,-6863267.448,-6946518.276,-6825038.748,-6828523.2,-3217001.508
232.6,-6863718.672,-7221238.488,-6896532.684,-6928494.384,-6908740.8,-6753920.832,-7045988.1,-6794004.564,-6942356.988,-6967174.308,-7033629.576,-6917063.376,-6917439.396,-3286966.296
232.5,-6955643.028,-7312360.668,-6993646.116,-7006581.204,-6982866.876,-6878985.084,-7147388.16,-6886906.572,-7044258.408,-7068850.116,-7116353.976,-7005653.688,-7002770.868,-3347956.74
232.4,-7042227.9,-7402806.012,-7093617.3,-7086372.648,-7056416.388,-7003497.84,-7249640.532,-6972839.676,-7143552.756,-7165913.412,-7200707.796,-7095346.992,-7087676.184,-3404510.148
232.3,-7127108.148,-7493451.9,-7187120.94,-7160774.472,-7126406.244,-7125829.68,-7346052.06,-7057469.244,-7235101.092,-7254177.84,-7286089.404,-7176893.196,-7171628.916,-3463946.376
232.2,-7212765.504,-7576577.388,-7272076.392,-7231967.592,-7195568.856,-7237507.62,-7440809.1,-7141447.044,-7322538.276,-7339459.176,-7367861.22,-7257110.796,-7248813.288,-3519622.404
232.1,-7294386.912,-7650878.94,-7349386.104,-7305517.104,-7265508.576,-7346653.692,-7533460.428,-7224071.172,-7404986.928,-7416142.188,-7449933.852,-7335724.044,-7321184.604,-3575774.724
232,-7376735.292,-7723500.936,-7427397.72,-7384381.032,-7340386.692,-7455273.336,-7626763.524,-7302333.468,-7485580.548,-7483575.108,-7524711.696,-7411278.996,-7395009.864,-3626662.764
231.9,-7459885.848,-7794292.968,-7503880.188,-7464322.884,-7416066.984,-7562915.328,-7707582.756,-7375657.368,-7565447.196,-7549629.288,-7599790.356,-7486257.384,-7465225.332,-3679681.584
231.8,-7547122.488,-7863104.628,-7586178.432,-7549930.104,-7495382.136,-7668652.152,-7787148.588,-7451813.952,-7650778.668,-7611171.228,-7670431.98,-7563166.008,-7535892.024,-3727661.736
231.7,-7643433.744,-7939110.804,-7676974.728,-7633757.496,-7576702.728,-7774439.112,-7861374.936,-7527744.924,-7733879.088,-7673791.092,-7744332.444,-7642656.636,-7602146.748,-3769049.004
231.6,-7736987.52,-8015743.68,-7766392.284,-7717810.5,-7657672.368,-7879599.372,-7941442.128,-7601645.388,-7815726.108,-7741625.1,-7817731.548,-7719414.852,-7665142.632,-3808355.628
231.5,-7834326.564,-8093253.936,-7851648.552,-7803818.808,-7739945.544,-7984508.952,-8017999.8,-7676523.504,-7897873.944,-7808406.252,-7887570.996,-7797601.944,-7730494.908,-3834827.436
231.4,-7930086.324,-8171666.64,-7937481.384,-7892735.004,-7821441.612,-8084580.408,-8100373.248,-7756289.88,-7985511.672,-7872730.74,-7959917.244,-7877117.64,-7802189.388,-3860446.932
231.3,-8029330.536,-8250956.724,-8021760,-7984884.972,-7913767.056,-8185704.72,-8181969.588,-7837510.2,-8074678.548,-7938283.56,-8032163.22,-7962022.956,-7874360.16,-3891230.436
231.2,-8135543.652,-8333305.104,-8112656.568,-8085507.924,-8004187.332,-8288809.404,-8270660.172,-7923518.508,-8167705.896,-8000978.628,-8101952.532,-8050187.112,-7950341.268,-3910708.272
231.1,-8252636.28,-8422346.64,-8204906.808,-8187559.752,-8103356.34,-8395799.628,-8356969.296,-8011933.344,-8259204.096,-8070166.308,-8172017.592,-8139103.308,-8023665.168,-3922816.116
231,-8372837.34,-8515524.396,-8301343.404,-8295427.356,-8204079.564,-8501511.384,-8447289.3,-8101350.9,-8348797.128,-8146974.66,-8242985.1,-8227367.736,-8093955.84,-3937806.78
230.9,-8494417.14,-8615069.424,-8404372.884,-8401891.152,-8306131.392,-8610481.98,-8540993.484,-8188136.316,-8439066.996,-8227718.688,-8319567.84,-8319668.112,-8164697.736,-3950265.576
230.8,-8616372.96,-8713661.868,-8508329.88,-8512641.576,-8406979.956,-8724992.604,-8632566.888,-8281138.596,-8534475.804,-8315832.708,-8394972.384,-8414074.2,-8242458.672,-3970821.336
230.7,-8741562.552,-8815613.424,-8614843.812,-8621060.676,-8508856.308,-8835492.348,-8725895.052,-8379004.068,-8635549.98,-8408684.58,-8467544.244,-8513418.684,-8317336.788,-3989948.22
230.6,-8860234.464,-8914982.976,-8728251.444,-8730532.632,-8609830.212,-8944337.604,-8818019.952,-8473209.612,-8736599.088,-8505421.992,-8540968.416,-8613089.052,-8394721.704,-4006142.148
230.5,-8979157.056,-9017761.776,-8850608.352,-8841684.144,-8711756.7,-9057369.216,-8907111.624,-8566763.388,-8843564.244,-8613615.48,-8617751.7,-8715617.172,-8476092.432,-4022210.736
230.4,-9094043.7,-9120590.712,-8973115.668,-8953662.9,-8810725.164,-9168445.524,-8990813.676,-8662021.788,-8945214.984,-8721934.308,-8695688.112,-8817017.232,-8553201.6,-4033691.88
230.3,-9207125.448,-9227856.684,-9097478.016,-9067421.484,-8913604.236,-9277340.916,-9078626.88,-8759536.308,-9047066.268,-8837848.74,-8782949.82,-8919645.624,-8630110.224,-4052618.22
230.2,-9314416.488,-9335699.22,-9220461.624,-9185516.832,-9015380.316,-9384782.364,-9170726.712,-8856850.284,-9149418.912,-8955944.088,-8874623.496,-9020118.168,-8713436.256,-4063923.888
230.1,-9415641.072,-9443917.776,-9338958.06,-9298222.56,-9118184.184,-9487260.348,-9261648.348,-8957824.188,-9244301.292,-9072134.268,-8964918.432,-9119237.04,-8802427.656,-4075129.284
230,-9517141.404,-9554091.636,-9454897.56,-9414964.236,-9226001.652,-9591242.412,-9353948.724,-9057594.828,-9338256.156,-9187572.408,-9058497.276,-9221213.664,-8900393.4,-4104408.708
229.9,-9620120.748,-9660956.52,-9564595.128,-9527970.78,-9334094.868,-9696678.42,-9442238.22,-9159471.18,-9429127.656,-9307096.632,-9153655.404,-9320282.4,-8996278.5,-4140281.016
229.8,-9721796.556,-9760250.868,-9677827.284,-9642055.248,-9445647.468,-9793265.424,-9532808.904,-9264831.984,-9521428.032,-9431158.164,-9251069.652,-9422459.568,-9088979.964,-4182921.684
229.7,-9822269.1,-9852049.884,-9790432.74,-9757443.252,-9565748.256,-9894790.824,-9620271.156,-9363123.612,-9614856.468,-9550231.164,-9347355.84,-9522355.548,-9184639.452,-4229021.736
229.6,-9925198.308,-9951243.96,-9905269.248,-9868369.152,-9686851.764,-9995087.892,-9710114.868,-9463997.244,-9704975.928,-9665945.052,-9444369,-9620722.38,-9277265.712,-4276500.528
229.5,-10033366.73,-10052167.73,-10024166.77,-9975910.872,-9810913.296,-10095059.08,-9793140.084,-9561637.104,-9799281.744,-9782085.096,-9543989.232,-9724253.22,-9372022.752,-4335610.872
229.4,-10140306.82,-10152565.07,-10150233.74,-10083903.82,-9938283.804,-10185980.71,-9879549.48,-9656920.572,-9894364.668,-9894916.164,-9643509.192,-9826430.388,-9466854.996,-4403093.928
229.3,-10242910.14,-10255343.87,-10276827.14,-10188537.65,-10065604.18,-10269557.42,-9961822.656,-9757017.096,-9984960.42,-10006193.02,-9747215.508,-9924295.86,-9565973.868,-4470777.528
229.2,-10339396.87,-10355365.19,-10395499.06,-10295302.26,-10188863.53,-10354237.13,-10045274.03,-9861751.2,-10072698.42,-10108595.8,-9844504.416,-10023966.23,-9664666.584,-4545630.576
229.1,-10437237.28,-10451776.72,-10516552.43,-10400186.77,-10317086.35,-10433677.62,-10129627.85,-9971323.428,-10163344.31,-10200219.34,-9936729.588,-10123360.85,-9766116.78,-4611108.192
229,-10532946.9,-10546333.21,-10640864.64,-10502890.37,-10445559.85,-10508681.08,-10215210,-10087087.45,-10263014.68,-10283871.25,-10037753.63,-10219571.83,-9868243.812,-4679518.764
228.9,-10628506.12,-10645928.38,-10755550.74,-10605719.3,-10570949.99,-10580576.1,-10298786.71,-10203653.65,-10358448.55,-10365843.61,-10138000.56,-10313075.47,-9963477.144,-4747001.82
228.8,-10725343.8,-10752467.38,-10870261.91,-10710503.54,-10691627.34,-10658462.38,-10392866.92,-10321498.32,-10451425.76,-10441924.99,-10238247.49,-10412269.55,-10056504.49,-4803705.636
228.7,-10824086.65,-10859958.96,-10990788.85,-10812354.83,-10819323.73,-10739582.42,-10488426.13,-10440145.16,-10552600.21,-10522869.56,-10337767.45,-10510410.77,-10150334.02,-4856448.708
228.6,-10923381,-10971185.68,-11113872.73,-10919721.07,-10940652.85,-10821930.8,-10589675.78,-10553201.84,-10656607.34,-10592057.24,-10429942.49,-10616648.95,-10241832.22,-4915433.712
228.5,-11024104.22,-11082938.82,-11241243.24,-11024555.45,-11061054.46,-10903527.14,-10694610.43,-10665030.19,-10756102.24,-10664478.7,-10524624.32,-10721032.1,-10335937.49,-4962386.076
228.4,-11119663.44,-11192811.86,-11364427.39,-11137963.08,-11174762.9,-10986552.36,-10805260.58,-10776156.64,-10859733.35,-10743417.83,-10615445.69,-10823760.77,-10419238.45,-5014026.156
228.3,-11212715.86,-11297821.72,-11491998.44,-11249615.95,-11281427.24,-11065892.58,-10919570.66,-10884676.01,-10961509.43,-10825239.78,-10702506.85,-10930199.5,-10499932.34,-5055137.676
228.2,-11302409.16,-11403132.38,-11628669.18,-11364377.26,-11383679.62,-11144656.24,-11035635.5,-10990788.85,-11061280.07,-10903176.19,-10798767.97,-11034682.92,-10586015.86,-5088327.708
228.1,-11390798.93,-11511250.67,-11764161.72,-11481194.14,-11481896.04,-11223695.64,-11151173.92,-11101789.96,-11162705.2,-10981413.42,-10898989.84,-11140018.66,-10676310.79,-5111666.016
228,-11474375.64,-11620597.28,-11899278.24,-11597534.72,-11575725.56,-11301281.1,-11274959.7,-11217955.07,-11260345.06,-11059801.06,-11001217.14,-11243574.56,-10764324.54,-5134377.624
227.9,-11557651.54,-11723852.38,-12034570.24,-11717309.63,-11665544.21,-11381774.45,-11401452.83,-11329933.82,-11360291.17,-11140820.83,-11104397.03,-11342868.91,-10854293.59,-5151824.952
227.8,-11645539.94,-11825528.18,-12168834.44,-11842649.63,-11751853.33,-11469888.47,-11534087.62,-11442088.06,-11460187.15,-11225801.35,-11207125.69,-11445622.64,-10943460.47,-5161927.356
227.7,-11740447.39,-11922265.6,-12294826.21,-11963201.64,-11838287.8,-11567578.46,-11673766.51,-11557526.2,-11558553.98,-11317851.05,-11309277.79,-11547549.13,-11033605,-5169322.416
227.6,-11835304.7,-12013086.96,-12417433.8,-12081622.87,-11926000.73,-11667374.17,-11819110.78,-11666095.7,-11659026.53,-11411856.05,-11414588.46,-11650678.88,-11126707.55,-5174486.424
227.5,-11935225.75,-12101326.32,-12539790.71,-12190768.94,-12012886.42,-11771707.19,-11955606.04,-11769927.36,-11756089.82,-11513757.47,-11521528.55,-11749847.89,-11212765.99,-5171377.992
227.4,-12040110.26,-12190267.58,-12658813.57,-12298486.14,-12103858.19,-11873006.98,-12092226.64,-11868168.85,-11847262.14,-11618942.8,-11623505.17,-11843702.48,-11297169.95,-5164434.156
227.3,-12146072.7,-12275473.72,-12766906.79,-12403621.33,-12198690.43,-11979771.59,-12221427.11,-11954427.84,-11937757.62,-11718588.1,-11715554.87,-11931515.69,-11373552.14,-5162428.716
227.2,-12255093.43,-12363587.74,-12876829.97,-12505748.36,-12297709.03,-12084806.51,-12347970.37,-12036525.54,-12020005.73,-11822670.43,-11803292.87,-12017122.91,-11448029.17,-5163782.388
227.1,-12364866.2,-12449921.93,-12983694.85,-12605920.09,-12396527.09,-12186758.06,-12459623.24,-12106339.92,-12105938.83,-11929886.27,-11885666.32,-12096337.79,-11526592.28,-5179876.044
227,-12475340.88,-12533824.52,-13088930.32,-12707846.58,-12493239.43,-12282517.82,-12563830.92,-12175477.46,-12180039.84,-12032414.39,-11961722.63,-12165650.81,-11602974.48,-5201434.524
226.9,-12590929.43,-12619156,-13186896.06,-12802929.5,-12590879.29,-12371709.77,-12652145.48,-12253689.62,-12249377.93,-12140607.88,-12034695.58,-12221402.04,-11680559.94,-5225675.28
226.8,-12711205.69,-12707144.68,-13277191,-12890466.96,-12695588.33,-12458144.23,-12735045.36,-12333857.09,-12312449.02,-12239701.68,-12107091.96,-12280086.23,-11749898.03,-5247835.392
226.7,-12834239.44,-12798016.18,-13377011.77,-12970233.34,-12801851.58,-12545080.06,-12817268.4,-12412996.76,-12381010,-12337141,-12181318.31,-12334208.04,-11820514.58,-5261472.384
226.6,-12957774.54,-12900243.48,-13470515.41,-13048069.48,-12903176.44,-12633043.67,-12884325.3,-12488125.56,-12450749.17,-12431973.24,-12258026.39,-12382940.23,-11886092.47,-5282730.048
226.5,-13082989.2,-13014478.36,-13552136.82,-13128512.69,-12997908.41,-12724968.02,-12946193.12,-12559118.14,-12518658.38,-12528459.97,-12323980.3,-12434480.04,-11948286.18,-5310430.188
226.4,-13201234.96,-13125379.19,-13637342.95,-13206624.58,-13096400.58,-12823234.58,-13003548.71,-12625347.79,-12589500.55,-12624019.19,-12382213.26,-12489429.1,-12009552.37,-5333668.224
226.3,-13323065.44,-13247034.19,-13715680.45,-13283132.11,-13194817.55,-12922629.2,-13054587.16,-12689346.4,-12664303.46,-12715893.41,-12429591.78,-12538637.58,-12066958.09,-5356906.26
226.2,-13449232.68,-13369992.73,-13788427.79,-13365580.76,-13285488.5,-13018689.78,-13105675.74,-12759511.73,-12730884.07,-12798592.74,-12474463.5,-12591505.99,-12124313.68,-5383954.632
226.1,-13565723.68,-13493252.09,-13864158.22,-13450611.42,-13378014.49,-13107781.45,-13151650.45,-12832033.45,-12793704.48,-12887383.6,-12523772.26,-12637806.59,-12190468.13,-5412682.56
226,-13674794.54,-13621525.04,-13935827.63,-13547273.63,-13462117.63,-13196121.08,-13193915.1,-12909067.42,-12864446.38,-12973366.84,-12573958.39,-12681374.77,-12253413.88,-5448003.372
225.9,-13780531.37,-13750951.13,-14014014.72,-13646994.13,-13543012.07,-13283056.91,-13231341.62,-12987605.46,-12938923.4,-13056141.37,-12630712.34,-12735396.31,-12315933.47,-5482396.668
225.8,-13884137.41,-13888348.84,-14090020.9,-13750324.43,-13626689.05,-13362798.22,-13271300.02,-13071783.8,-13015907.23,-13128211.87,-12693607.96,-12786885.98,-12381135.34,-5517115.848
225.7,-13982378.9,-14029205.93,-14164297.38,-13851925.03,-13699862.54,-13443492.11,-13312687.28,-13162454.76,-13099107.92,-13200608.26,-12765252.3,-12843138.58,-12449846.72,-5548225.236
225.6,-14076459.11,-14169060.3,-14244264.3,-13956057.5,-13766443.15,-13524436.68,-13365104.47,-13260445.57,-13185818.14,-13270171.96,-12844542.38,-12902173.72,-12513018.08,-5583370.572
225.5,-14170890.26,-14307811.68,-14324080.81,-14061894.6,-13831394.34,-13607687.51,-13427097.64,-13362271.79,-13282605.68,-13331438.15,-12926640.08,-12965796.3,-12577743.66,-5617312.644
225.4,-14267226.59,-14443254.08,-14398131.68,-14163620.54,-13903765.66,-13695024.42,-13498967.59,-13474375.88,-13385785.57,-13394208.42,-13017486.52,-13035009.05,-12644825.63,-5640049.32
225.3,-14362058.83,-14574861.08,-14466918.28,-14254817.93,-13976487.92,-13783990.75,-13579611.35,-13586805.86,-13495658.62,-13457003.76,-13109962.37,-13107204.89,-12714665.08,-5651530.464
225.2,-14445134.18,-14703986.35,-14539690.68,-14341979.36,-14049084.85,-13863907.54,-13661257.82,-13694999.35,-13610194.31,-13514284.14,-13197474.76,-13184063.38,-12783526.87,-5659276.476
225.1,-14526103.82,-14824864.25,-14614618.93,-14431472.12,-14122910.11,-13944526.22,-13744784.4,-13801613.56,-13723276.06,-13573595.03,-13280499.97,-13258816.15,-12853591.93,-5659451.952
225,-14604917.62,-14932105.15,-14682076.92,-14524950.7,-14198966.42,-14016722.06,-13833500.05,-13900506.82,-13837159.98,-13630374.05,-13357909.96,-13330034.34,-12926088.59,-5656393.656
224.9,-14683806.61,-15019767.95,-14753320.18,-14620259.23,-14283696.26,-14092627.97,-13922516.52,-13996416.98,-13951294.58,-13686451.16,-13433840.93,-13394960.46,-13001919.29,-5654588.76
224.8,-14769689.58,-15102041.12,-14825866.97,-14711155.8,-14375194.46,-14164823.81,-14017449.04,-14092678.1,-14063975.24,-13746865.04,-13512554.45,-13461616.27,-13082588.11,-5651204.58
224.7,-14860711.49,-15179476.18,-14900394.13,-14801200.06,-14465890.49,-14231103.6,-14117395.15,-14195356.63,-14182546.88,-13806727.43,-13592045.08,-13527419.77,-13160624.8,-5656995.288
224.6,-14955443.46,-15245229.54,-14983594.82,-14887960.4,-14558967.97,-14300541.96,-14218243.72,-14300040.6,-14294550.71,-13870425.22,-13674042.5,-13591869.6,-13246081.61,-5662134.228
224.5,-15043783.09,-15310631.95,-15062183,-14966322.97,-14659891.74,-14367874.61,-14314605.11,-14396803.08,-14409612.83,-13941041.77,-13757218.13,-13655416.98,-13323566.8,-5666671.536
224.4,-15131019.73,-15370795.15,-15142124.86,-15035711.2,-14760038.4,-14440772.35,-14409562.69,-14490958.49,-14524123.45,-14005692.14,-13830516.96,-13734255.84,-13397191.51,-5667975.072
224.3,-15211287.47,-15428752.37,-15224122.28,-15101815.51,-14858856.46,-14517731.11,-14501712.66,-14581378.76,-14640539.24,-14079041.11,-13898075.22,-13812417.86,-13468033.68,-5676322.716
224.2,-15293360.1,-15487812.58,-15308701.72,-15167694.22,-14960732.81,-14601809.18,-14591756.92,-14670470.44,-14743493.52,-14156400.96,-13957335.97,-13887095.44,-13538825.71,-5692165.692
224.1,-15377613.65,-15542185.07,-15386462.65,-15239940.19,-15059475.66,-14697493.74,-14685210.42,-14751214.46,-14835468.01,-14236117.2,-14001455.65,-13962800.8,-13613954.51,-5711142.168
224,-15462794.71,-15590440.97,-15462343.49,-15316673.34,-15165262.62,-14790521.09,-14770015.46,-14825566.15,-14915384.8,-14313451.98,-14046151.9,-14037703.98,-13687128,-5727912.66
223.9,-15551911.45,-15647545.87,-15538525.14,-15395737.81,-15273807.06,-14878860.72,-14855171.46,-14900394.13,-14985349.58,-14389558.43,-14082199.68,-14111454.04,-13758847.55,-5746112.028
223.8,-15641880.5,-15704625.71,-15614230.5,-15482473.09,-15383604.9,-14962437.43,-14931879.54,-14971587.25,-15037115,-14478424.49,-14128750.96,-14181193.21,-13829689.72,-5765665.068
