WL,BCoh25ME,BCoh30ME,BCoh35ME,BCoh40ME,BCoh45ME,BCoh50ME,BCoh55ME,BCoh60ME,BCoh65ME,BCoh70ME,BCoh75ME,BCoh80ME,Bcoh 85ME,Bcoh90ME
193.7,3813294.024,743406.5808,1448980.536,-1576087.83,639838.1388,1342754.886,-927989.7852,-179985.2318,-45557.07912,-603426.8688,2100610.662,-185511.4724,1568279.148,1181873.476
193.6,3490017.096,926042.0016,1525974.391,-1923442.572,493957.4196,1244179.99,-910607.634,-170424.798,-38655.60804,-838597.2972,2173265.246,-509000.7264,1801020.487,1281604.007
193.5,3091285.488,1052760.742,1494887.564,-2198097.607,362465.7324,1217738.263,-815439.4788,-129387.9806,-14111.90526,-1113698.543,2144251.543,-787192.8564,1919261.23,1410340.721
193.4,2698921.152,1122316.921,1413491.768,-2499906.3,124839.1414,1191858.06,-686908.3224,-127183.5007,46260.4872,-1370713.226,2182630.651,-986182.6404,1948791.334,1456117.396
193.3,2334006.276,1031766.292,1373064.605,-2750937.252,-125045.9524,1208433.022,-555787.6416,-137416.0076,119877.6828,-1567589.778,2120730.239,-1023626.712,1909151.305,1488743.398
193.2,2063936.178,937154.646,1279781.563,-3034356.06,-434483.5896,1297106.058,-452169.0636,-105208.3906,205907.0479,-1684426.712,2036030.48,-996112.0752,1785129.882,1399955.048
193.1,1817141.718,813802.5384,1172447.908,-3156662.832,-754062.9876,1435338.53,-292799.2536,-104929.133,267420.4104,-1782239.542,1803697.75,-965366.1732,1587092.682,1267212.468
193,1547678.266,660063.0012,1126776.518,-3216249.468,-951922.2048,1564604.179,-198266.5722,-113457.016,225424.4914,-1833734.227,1571821.256,-847478.8896,1378283.762,1076209.349
192.9,1261918.106,516852.024,1192366.94,-3197122.584,-1130717.208,1715957.243,-100002.0176,-120314.1167,148737.9698,-1818116.863,1292518.614,-637592.046,1039863.256,947104.1352
192.8,831149.5944,307271.01,1287818.364,-3048845.364,-1231066.919,1884156.002,-15109.91248,-51377.36736,76126.00104,-1812413.893,1106012.694,-446771.9232,561916.7676,738415.542
192.7,488427.4188,62230.0566,1506724.674,-2894276.076,-1296609.712,2066884.175,176261.6311,67138.371,-20526.55578,-1860531.919,852086.388,-233414.6657,26805.46308,525189.6408
192.6,287908.4868,-272474.1192,1688211.98,-2741762.364,-1261063.288,2332359.308,383339.856,187064.435,-95262.1602,-1873602.374,637714.8792,-34108.02216,-481741.7832,239626.0147
192.5,234445.7125,-589564.2648,1800072.917,-2482466.492,-1107714.811,2602459.488,596818.944,339784.206,-125896.7603,-1879558.531,434942.334,116653.6873,-1095882.715,-111087.0872
192.4,174478.5443,-926570.9364,1837401.676,-2209340.605,-985312.7808,2780342.016,714829.0608,554709.7176,-176116.4874,-1906203.308,235232.0957,336287.22,-1738688.905,-498314.238
192.3,257455.8804,-1153977.805,1858940.101,-1859235.904,-756346.6824,2944311.804,857643.9636,808174.7724,-257150.0508,-1838304.124,37405.96824,555717.4512,-2394911.489,-785187.4164
192.2,370700.5704,-1280704.066,1969286.93,-1531988.204,-466312.4292,3071932.992,927375.6192,1137535.704,-260195.8128,-1841570.484,-107493.3388,794191.842,-3015379.584,-1004289.257
192.1,468164.9544,-1383179.543,2120888.167,-1170026.339,-2046.125364,3115801.992,968459.5644,1462760.416,-288244.398,-1778925.552,-346830.8208,1037993.183,-3516513.972,-1119945.488
192,601850.0916,-1449431.76,2247769.849,-868927.0704,464560.176,3117431.412,1026073.349,1797475.872,-285938.142,-1823671.932,-529050.1128,1261351.57,-3895065.84,-1231701.139
191.9,806555.3796,-1460587.02,2300219.626,-553408.6884,954130.6956,3114749.136,1114483.171,2030167.075,-218345.2882,-1919938.066,-750027.0396,1422443.551,-4091824.572,-1362225.202
191.8,1127826.868,-1429520.248,2265633.306,-326515.7136,1521459.644,3092488.752,1207743.652,2233458.528,-116822.1443,-2038775.426,-823125.3276,1568098.658,-4168933.74,-1401877.764
191.7,1443072.008,-1385340.404,2202173.664,-54311.0754,2117381.154,2945590.272,1396072.015,2458589.222,-22223.88499,-2189065.607,-936949.0884,1649399.196,-4168582.788,-1359457.694
191.6,1757279.334,-1228229.221,2080167.708,234807.1931,2659790.004,2693757.144,1494779.772,2669641.728,94963.851,-2338415.737,-996132.1296,1681955.008,-4034619.396,-1274354.341
191.5,2034330.87,-1026930.674,1924821.312,374816.736,3156487.356,2431317.745,1532682.588,2780216.676,162318.3082,-2431285.157,-996189.786,1747164.396,-3876841.404,-1136979.194
191.4,2149997.129,-794379.852,1760445.422,468718.9572,3630648.576,2223702.062,1485820.469,2754948.132,193178.2696,-2474750.562,-957986.154,1727097.462,-3584373.048,-986074.848
191.3,2254520.662,-549071.9244,1553160.637,585347.8272,4096412.016,1925332.699,1420974.566,2715967.392,206482.8599,-2515598.868,-961809.024,1726686.347,-3260845.44,-811205.4936
191.2,2296178.664,-304140.0168,1380945.984,751122.5112,4428237.132,1566822.697,1310783.159,2623391.268,224317.9898,-2649236.376,-942010.3176,1780226.581,-2938094.94,-685940.6976
191.1,2288964.094,-82931.96304,1226747.702,905864.7684,4649086.212,1330423.937,1235556.598,2386428.478,287575.0824,-2691751.704,-853720.8216,1832917.01,-2592783.24,-547241.9604
191,2242580.773,138657.375,1107040.482,998491.0284,4674329.688,1106814.87,1116100.057,2054771.317,320409.1488,-2675006.28,-673318.9596,1888500.287,-2203650.169,-436717.1484
190.9,2161648.735,252840.8616,962934.5772,1064462.484,4611609.552,921963.438,968071.0104,1678583.362,299249.25,-2607473.088,-486063.5064,1918584.394,-1805101.558,-348981.6552
190.8,2044962.209,406304.6508,754541.7864,1122795.72,4453280.064,798355.6368,824223.306,1221180.1,272005.3476,-2481511.402,-233633.76,1869716.834,-1405733.222,-246501.9164
190.7,1835714.599,592254.0612,639737.8668,1206540.388,4275046.584,769700.406,715894.4508,733755.4008,178084.8268,-2292651.596,52274.55108,1798295.596,-1009355.5,-71474.13228
190.6,1506742.222,765030.2376,555223.6116,1238000.728,4081997.916,768070.986,608751.312,264229.254,31860.67596,-2047772.332,433099.836,1769540.093,-691641.1608,64647.61452
190.5,1130095.522,918130.5408,517463.6832,1282849.886,3818508.168,840803.2812,513287.3544,-136616.5891,-119054.4497,-1790865.44,798107.4636,1723221.949,-452487.4272,214624.6956
190.4,672083.1072,1019084.39,488595.3744,1290793.936,3508040.988,943336.4148,405314.4648,-511565.1828,-233552.7904,-1540310.78,1216434.727,1612947.817,-268345.4196,315989.6604
190.3,326227.4316,1149450.524,453450.0384,1186917.157,3141672.168,1064738.232,393389.6172,-849160.9524,-333146.1996,-1278219.827,1549826.593,1513272.436,-105406.1771,393023.6244
190.2,38661.37368,1261607.263,341468.7756,1122249.238,2789366.496,1254791.274,367607.1792,-1187980.04,-383615.604,-966068.0772,1913854.062,1422172.817,62784.56076,413717.2584
190.1,-244083.1051,1397052.174,235729.6955,1107892.794,2444834.411,1421079.852,336026.5128,-1442545.58,-415787.8752,-680556.0912,2196209.987,1376794.723,152371.8271,399739.3416
190,-493077.5328,1493584.028,211637.8434,1038421.846,2064713.286,1604868.401,326390.3736,-1647819.912,-468733.998,-359582.9124,2478633.595,1407693.54,216430.845,393535.0116
