WL,MEA25,MEA30,MEA35,MEA40,MEA45,MEA50,MEA55,MEA60,MEA65,MEA70,MEA75,MEA80,MEA85,MEA90
236.3,-5900984.817,-5735328.893,-5505392.739,-5345468.303,-5185703.075,-4907825.412,-4869655.294,-4948662.264,-4950552.859,-5156508.308,-4893138.474,-4980245.151,-5036226.664,-4799862.487
236.2,-6014579.725,-5850058.158,-5608579.424,-5456694.992,-5280750.251,-4993499.217,-4953617.613,-5020365.567,-5023669.133,-5231017.652,-4983031.291,-5063769.648,-5104307.985,-4867107.966
236.1,-6131756.813,-5964807.324,-5708562.048,-5571702.871,-5377250.2,-5082436.786,-5042216.865,-5091392.236,-5097183.427,-5301526.895,-5069560.839,-5150378.8,-5171394.256,-4935647.01
236,-6256655.489,-6082840.155,-5808365.563,-5680740.45,-5472954.109,-5171493.761,-5134378.396,-5163155.242,-5173264.95,-5370185.345,-5157264.546,-5235077.456,-5240311.419,-5004484.569
235.9,-6381693.472,-6204295.958,-5911731.357,-5790016.841,-5575344.754,-5262142.816,-5232848.544,-5233963,-5249963.404,-5440993.103,-5242958.252,-5319756.211,-5308054.423,-5079352.131
235.8,-6508124.525,-6328896.119,-6014480.22,-5899969.866,-5678829.954,-5350821.672,-5331915.722,-5308512.146,-5331557.504,-5506845.512,-5331079.88,-5403061.797,-5375200.397,-5153642.564
235.7,-6637282.015,-6458710.342,-6117985.321,-6007096.949,-5783190.798,-5443341.421,-5433470.525,-5382285.153,-5419221.409,-5569493.86,-5423122.005,-5488815.206,-5446167.363,-5231216.662
235.6,-6768628.615,-6593778.429,-6225430.82,-6119617.203,-5884486.888,-5537572.656,-5534647.209,-5455441.229,-5512994.921,-5635067.655,-5517711.458,-5577513.963,-5518248.785,-5313129.178
235.5,-6904890.762,-6729403.744,-6335065.429,-6232495.675,-5982121.194,-5638351.32,-5635704.487,-5530129.682,-5609474.969,-5702910.164,-5608519.721,-5665356.977,-5590111.296,-5398325.359
235.4,-7041909.147,-6864631.039,-6447764.792,-6345772.167,-6074800.151,-5739488.202,-5736662.26,-5605872.888,-5709079.474,-5770991.485,-5705158.977,-5748642.662,-5663227.57,-5485352.432
235.3,-7184061.99,-6995838.332,-6565319.999,-6455964.004,-6164454.156,-5839092.707,-5841620.134,-5686113.72,-5809778.534,-5838814.093,-5803430.115,-5829560.128,-5738532.954,-5577693.072
235.2,-7328025.824,-7127125.229,-6687173.822,-6566494.158,-6254725.092,-5939194.737,-5945563.057,-5766135.641,-5907233.731,-5908885.514,-5900945.015,-5908208.88,-5814574.675,-5670292.425
235.1,-7469939.855,-7257735.492,-6808112.199,-6673521.736,-6344239.79,-6040212.213,-6049625.386,-5845839.146,-6001385.362,-5978996.737,-5999415.163,-5984529.215,-5889064.118,-5761717.619
235,-7617863.988,-7391828.43,-6931956.122,-6782957.335,-6438172.51,-6149926.426,-6153349.398,-5929443.247,-6093128.972,-6050321.921,-6100611.748,-6063735.195,-5967255.147,-5848286.969
234.9,-7764414.952,-7520727.207,-7052974.103,-6892970.063,-6540563.155,-6257451.529,-6254327.072,-6019216.658,-6187061.692,-6121627.204,-6202604.373,-6142861.571,-6046520.83,-5933861.269
234.8,-7910448.49,-7655078.858,-7171783.073,-6998843.383,-6645341.92,-6364240.295,-6356279.895,-6110562.248,-6288735.901,-6196833.083,-6299780.956,-6224873.592,-6123119.779,-6011037.347
234.7,-8055268.067,-7788932.984,-7293597.094,-7105472.941,-6749543.556,-6474073.914,-6461496.482,-6202106.848,-6390509.615,-6275521.637,-6391683.774,-6308417.99,-6198644.074,-6084690.948
234.6,-8196803.979,-7920976.119,-7413440.916,-7204361.01,-6853864.598,-6580783.076,-6566633.465,-6296656.499,-6486412.534,-6353613.161,-6482492.037,-6395106.746,-6273770.349,-6158463.955
234.5,-8339732.961,-8051407.273,-7537125.631,-7302890.861,-6962822.573,-6686238.475,-6667531.535,-6395445.063,-6582295.552,-6434431.122,-6570892.279,-6482293.027,-6350608.11,-6228853.792
234.4,-8481587.289,-8182296.15,-7667138.864,-7402037.643,-7072218.37,-6790997.339,-6770360.002,-6495885.41,-6681422.433,-6514373.439,-6656844.698,-6571150.992,-6428918.545,-6296775.905
234.3,-8618804.684,-8312667.601,-7796057.542,-7500368.484,-7183425.158,-6894641.747,-6867576.387,-6598315.857,-6776370.104,-6594833.182,-6740010.977,-6658038.758,-6506691.653,-6364777.622
234.2,-8755166.336,-8442302.715,-7924558.299,-7603037.743,-7289238.775,-7001549.919,-6961071.285,-6703034.919,-6869944.606,-6676009.361,-6818938.343,-6741205.037,-6584623.969,-6428122.505
234.1,-8891906.107,-8574126.939,-8054312.819,-7709607.598,-7401062.494,-7113174.628,-7052834.796,-6809027.645,-6959280.195,-6763275.246,-6902025.018,-6828510.724,-6661342.324,-6490193.724
234,-9032208.157,-8708379.085,-8188962.985,-7820913.891,-7515393.739,-7224162.505,-7140419.097,-6921627.503,-7049869.547,-6852750.142,-6986663.971,-6917229.382,-6740488.601,-6547190.188
233.9,-9171773.87,-8846173.609,-8326060.974,-7936379.493,-7636849.542,-7341041.078,-7234411.52,-7038088.155,-7138508.601,-6943657.91,-7069173.517,-7003818.633,-6824649.93,-6602793.582
233.8,-9302404.034,-8983470.608,-8462263.418,-8050253.015,-7758166.038,-7453043.906,-7330195.033,-7153334.846,-7225973.496,-7034784.589,-7150946.726,-7091502.439,-6912254.132,-6655650.638
233.7,-9436994.497,-9123931.866,-8600356.457,-8170892.877,-7885373.23,-7569862.776,-7430078.152,-7267586.487,-7316065.323,-7131841.766,-7232501.024,-7179882.78,-7003321.108,-6710398.289
233.6,-9572699.416,-9268592.235,-8742051.577,-8293920.859,-8016998.444,-7691258.876,-7535672.858,-7382076.94,-7408505.468,-7233197.559,-7314473.243,-7269118.864,-7100716.602,-6766180.792
233.5,-9714712.952,-9416794.982,-8887786.6,-8428212.807,-8155131.285,-7814804.284,-7647795.092,-7501244.128,-7507234.329,-7338951.473,-7400982.89,-7362195.841,-7199724.077,-6827595.278
233.4,-9861602.233,-9570390.9,-9037860.041,-8566703.866,-8296249.276,-7939105.93,-7761947.228,-7624491.021,-7609366.261,-7443511.327,-7491452.836,-7455631.036,-7298771.354,-6887815.704
233.3,-10010322.41,-9724703.254,-9191475.86,-8702607.795,-8433566.176,-8063188.665,-7878228.771,-7744314.942,-7714821.66,-7553484.253,-7583614.367,-7548767.716,-7397500.215,-6949946.626
233.2,-10165968.13,-9884448.581,-9354086.931,-8844382.519,-8568196.441,-8188525.163,-7992361.006,-7867223.518,-7818645.177,-7670024.509,-7681387.98,-7640889.445,-7495671.848,-7022863.89
233.1,-10324798.01,-10045069.55,-9516558.695,-8987152.293,-8701135.121,-8314478.592,-8109757.005,-7986271.3,-7918946.217,-7790345.955,-7781907.931,-7730881.767,-7597127.146,-7105492.842
233,-10486135.42,-10206506.46,-9678154.815,-9131912.167,-8834272.811,-8434043.8,-8230078.451,-8105796.706,-8018630.326,-7908120.073,-7885353.329,-7817152.602,-7696254.027,-7195425.461
232.9,-10652268.96,-10371227.04,-9844765.987,-9283279.173,-8967330.897,-8554942.375,-8353464.651,-8223650.428,-8119110.475,-8028839.539,-7992201.798,-7907224.528,-7799978.039,-7291925.41
232.8,-10817984.59,-10540385.54,-10006839.73,-9432636.178,-9097861.556,-8676318.574,-8469527.283,-8338081.178,-8215550.721,-8148046.529,-8101617.496,-7994331.205,-7901791.555,-7389440.31
232.7,-10984854.48,-10705663.35,-10163520.3,-9582331.5,-9229665.879,-8800719.725,-8586485.46,-8453845.295,-8308707.302,-8269940.154,-8214655.176,-8080482.634,-8001634.872,-7491870.757
232.6,-11155843.87,-10872194.91,-10318170.98,-9734474.645,-9358007.428,-8922752.657,-8704100.37,-8568534.758,-8403555.468,-8392908.433,-8332011.373,-8167549.509,-8100741.852,-7592092.193
232.5,-11320166.42,-11032258.66,-10466672.24,-9882040.56,-9482050.361,-9036427.169,-8823904.39,-8674547.385,-8498702.149,-8508592.946,-8443078.854,-8252009.353,-8190992.887,-7692472.837
232.4,-11483872.05,-11193377.15,-10611312.71,-10025566.57,-9602670.322,-9148270.789,-8946116.431,-8775405.653,-8595699.623,-8626585.975,-8556633.96,-8341126.031,-8279413.03,-7791022.589
232.3,-11643219.36,-11349022.87,-10755216.84,-10165231.79,-9719250.38,-9257288.467,-9067472.729,-8872840.949,-8684856.103,-8743285.439,-8667681.54,-8431974.096,-8363793.27,-7888557.39
232.2,-11797173.49,-11503195.92,-10895319.88,-10295185.32,-9835969.745,-9358584.557,-9186480.709,-8971709.117,-8768121.887,-8856741.04,-8777176.842,-8519976.318,-8444710.736,-7987246.449
232.1,-11950271.89,-11654324.12,-11032776.08,-10426551.82,-9949763.663,-9462308.569,-9303956.312,-9067671.739,-8852303.117,-8966713.966,-8880721.745,-8611938.839,-8522463.943,-8082074.714
232,-12101798.1,-11801472.11,-11169237.24,-10557301.39,-10060174.41,-9565952.977,-9418725.379,-9158738.715,-8935966.921,-9071691.741,-8979012.784,-8705632.747,-8597470.812,-8175987.533
231.9,-12252786.99,-11945416.04,-11301220.67,-10685324.52,-10165530.31,-9666851.047,-9524499.194,-9246959.848,-9015073.396,-9175953.08,-9077025.209,-8797137.545,-8670407.977,-8271950.155
231.8,-12404193.8,-12090892.35,-11434816.09,-10810919.74,-10269493.13,-9767191.889,-9629218.256,-9340136.33,-9092030.563,-9279378.577,-9167932.977,-8890911.057,-8742170.983,-8365862.974
231.7,-12556973.77,-12237423.42,-11569804.57,-10937987.62,-10379565.56,-9870398.475,-9731788.01,-9435243.209,-9173127.138,-9385470.808,-9262044.806,-8989182.195,-8812759.83,-8459875.298
231.6,-12710908.01,-12387218.24,-11705907.51,-11059761.84,-10490294.72,-9977047.934,-9832606.476,-9533832.763,-9255795.892,-9491901.356,-9352156.534,-9091592.741,-8890871.255,-8554564.256
231.5,-12856682.83,-12536714.55,-11835681.93,-11182789.82,-10604606.07,-10088951.26,-9942101.778,-9635506.972,-9338385.042,-9596580.616,-9439402.518,-9194640.119,-8973858.425,-8648636.283
231.4,-13005223.9,-12679981.85,-11970551.01,-11306195.92,-10717623.85,-10205173.1,-10054303.62,-9736464.745,-9425869.838,-9704782.353,-9527524.146,-9302463.737,-9060129.26,-8743922.271
231.3,-13164412,-12826333.81,-12111967.51,-11432109.55,-10835378.06,-10331066.82,-10169291.59,-9841522.124,-9523026.52,-9814337.358,-9616262.705,-9413073.495,-9154141.584,-8836800.238
231.2,-13327580.29,-12973641.01,-12260747.39,-11554779.31,-10952754.16,-10456861.04,-10286110.46,-9953146.833,-9626949.542,-9922459.491,-9708603.345,-9527743.057,-9256572.031,-8925757.708
231.1,-13496221.37,-13122182.07,-12414920.43,-11680633.24,-11072418.88,-10580784.57,-10406989.14,-10071418.48,-9741619.104,-10033347.86,-9806834.681,-9643984.798,-9360057.231,-9010615.572
231,-13666593.83,-13273429.67,-12576655.86,-11804138.84,-11195108.54,-10708051.47,-10528007.12,-10187918.93,-9862438.075,-10138843.06,-9906260.077,-9762753.966,-9467582.334,-9094020.663
230.9,-13839712.63,-13427065.39,-12738550.5,-11919624.35,-11317658.9,-10837527.37,-10649482.82,-10308061.27,-9985485.958,-10248298.56,-10006362.11,-9889045.712,-9581057.836,-9180311.399
230.8,-14018443.51,-13584004.68,-12904624.34,-12044284.21,-11447274.11,-10970426.25,-10772550.61,-10436581.93,-10110464.24,-10358987.93,-10111518.99,-10014999.14,-9703807.204,-9277826.299
230.7,-14198885.88,-13740207.63,-13073842.54,-12172546.16,-11578919.23,-11101613.64,-10899877.21,-10563769.22,-10245930.35,-10467985.7,-10219501.82,-10141688.91,-9828088.949,-9379619.914
230.6,-14384761.22,-13899176.82,-13241826.89,-12307892.86,-11710245.93,-11232283.61,-11026149.05,-10695056.11,-10390909.13,-10571908.73,-10326808.01,-10265254.22,-9950997.525,-9481930.955
230.5,-14570895.27,-14061907.29,-13412517.76,-12449408.87,-11841990.55,-11372784.67,-11150908.42,-10824094.2,-10543410.49,-10676269.57,-10440223.81,-10387287.15,-10081966.01,-9585993.284
230.4,-14753586.45,-14224856.68,-13577397.55,-12589631.31,-11976202.89,-11507733.35,-11271747.29,-10952515.35,-10700270.18,-10776928.83,-10557560.1,-10501817.4,-10208516.47,-9689299.375
230.3,-14937193.08,-14385676.66,-13741541,-12733057.82,-12113022.26,-11644313.91,-11398218.15,-11084180.37,-10860592.63,-10876712.44,-10681523.43,-10612626.17,-10336300.79,-9792764.674
230.2,-15120063.36,-14550616.15,-13905783.95,-12878494.33,-12246756.98,-11778566.06,-11521942.66,-11211865.18,-11021930.04,-10971998.43,-10809745.58,-10719136.32,-10464124.91,-9889782.049
230.1,-15300883.85,-14716670.09,-14068852.74,-13028468.26,-12383357.45,-11914808.3,-11646164.71,-11333002.57,-11186630.71,-11065732.14,-10939719.01,-10828611.72,-10587730.02,-9980510.708
230,-15485744.24,-14887181.86,-14228777.18,-13179755.67,-12523241.58,-12053458.57,-11770545.96,-11456408.67,-11354296.64,-11167267.04,-11075841.85,-10934206.43,-10713802.86,-10075537.98
229.9,-15664375.62,-15052877.59,-14389219.04,-13331560.49,-12663105.81,-12187551.51,-11897494.43,-11579695.37,-11518002.27,-11267229.76,-11207586.47,-11033671.63,-10833407.87,-10165908.42
229.8,-15841494.52,-15221936.58,-14546377.24,-13485494.73,-12809517.46,-12319992.66,-12023109.55,-11697907.31,-11682702.94,-11372585.66,-11335032.47,-11128559.6,-10948435.65,-10260060.06
229.7,-16018812.43,-15391771.72,-14699475.63,-13645200.25,-12957182.88,-12454264.71,-12148286.84,-11812019.64,-11844935.89,-11477165.41,-11454239.46,-11224402.81,-11056318.97,-10354589.81
229.6,-16194279.54,-15562363.09,-14849847.59,-13806020.24,-13112808.7,-12584158.54,-12267294.82,-11925753.85,-12000243.3,-11585307.45,-11569784.67,-11318952.46,-11156639.91,-10452920.65
229.5,-16371239.23,-15735521.69,-14997712.02,-13967357.64,-13269091.26,-12718450.49,-12388790.42,-12042791.64,-12154058.13,-11698225.72,-11681827.3,-11409601.52,-11253239.36,-10553181.88
229.4,-16544079.42,-15902093.06,-15142690.8,-14129968.71,-13426408.66,-12854712.63,-12512395.53,-12158416.45,-12298718.5,-11812556.97,-11782008.93,-11497305.23,-11346296.44,-10653741.64
229.3,-16717476.83,-16064684.23,-15283530.18,-14290709.09,-13583507.15,-12996387.85,-12635602.62,-12269921.75,-12441309.16,-11934251.58,-11883026.41,-11580153.09,-11434696.68,-10755495.45
229.2,-16892327.02,-16227414.71,-15420866.98,-14450534.02,-13736426.44,-13140073.07,-12757277.34,-12381964.38,-12579123.59,-12056682.53,-11980740.32,-11660752.14,-11525544.74,-10857070.15
229.1,-17063674.63,-16386363.99,-15556333.09,-14611771.92,-13888708.89,-13286484.73,-12881220.77,-12497151.37,-12718211.67,-12183292.7,-12078314.92,-11733908.21,-11614323.11,-10952774.06
229,-17240116.89,-16539243.48,-15693470.88,-14766860.42,-14038603.22,-13436757.18,-13000965.08,-12608397.96,-12852682.73,-12311335.73,-12168784.87,-11803740.82,-11700494.44,-11047144.61
228.9,-17410688.37,-16690112.96,-15823444.31,-14918227.42,-14183144.19,-13581377.75,-13118440.69,-12720201.77,-12977123.68,-12438741.93,-12253881.54,-11873175.41,-11786128.44,-11130111.87
228.8,-17577239.83,-16840425.21,-15960144.28,-15065355.52,-14322490.99,-13723271.88,-13233548.07,-12835607.67,-13095116.71,-12569909.42,-12340351.39,-11946291.69,-11868757.39,-11207785.48
228.7,-17748826.26,-16990558.35,-16098416.43,-15209398.95,-14463927.39,-13862578.88,-13354406.84,-12955531.1,-13209169.34,-12703982.46,-12424612.22,-12024403.11,-11945615.05,-11283807.3
228.6,-17922581.89,-17144870.71,-16240609.07,-15353502.09,-14607453.41,-14000035.08,-13468379.87,-13072011.65,-13316873.56,-12840602.82,-12505668.99,-12110673.95,-12021995.09,-11362575.46
228.5,-18105511.88,-17304934.45,-16383577.85,-15491694.64,-14751775.46,-14135620.6,-13583129.04,-13191318.15,-13422786.68,-12978078.93,-12583422.2,-12198138.84,-12094852.65,-11440030.15
228.4,-18287188.11,-17459326.41,-16531382.58,-15633210.65,-14895400.98,-14268220.96,-13697718.99,-13313032.66,-13529257.03,-13114679.4,-12668359.67,-12279533.93,-12162476.25,-11520032.17
228.3,-18466376.71,-17614952.23,-16680978.4,-15773970.42,-15040339.96,-14401219.34,-13810279.05,-13432120.25,-13632463.61,-13248533.52,-12759207.73,-12368531.2,-12229343.61,-11596909.73
228.2,-18649127.6,-17775413.99,-16830753.32,-15920282.57,-15184283.89,-14540645.75,-13920689.8,-13554212.88,-13738237.43,-13379004.48,-12852364.32,-12456493.62,-12296768.2,-11675717.69
228.1,-18827997.78,-17937686.75,-16981523.3,-16064465.32,-15326496.44,-14680748.79,-14032294.61,-13669877.49,-13841026.09,-13500301.07,-12952605.65,-12546286.94,-12368929.22,-11753729.61
228,-19006569.46,-18102407.32,-17131915.16,-16206657.96,-15471793.64,-14814423.81,-14142884.46,-13788248.64,-13939118.12,-13612781.53,-13062100.95,-12635423.51,-12440254.41,-11827184.2
227.9,-19186991.92,-18266690.08,-17281093.05,-16349945.16,-15614145.49,-14950785.46,-14249215.51,-13905206.82,-14034344.41,-13718137.42,-13178163.59,-12726590,-12518982.76,-11901215.92
227.8,-19368707.95,-18434972.93,-17429156.49,-16499322.07,-15756298.33,-15086828.69,-14348043.87,-14018523.11,-14123043.17,-13821761.93,-13294624.24,-12822851.13,-12592775.67,-11974730.22
227.7,-19549050.82,-18611196.29,-17577339.34,-16649694.03,-15900520.88,-15220662.92,-14448126,-14132277.23,-14216617.67,-13927953.66,-13416756.68,-12924525.34,-12666469.07,-12044881.24
227.6,-19727562.79,-18794424.8,-17731134.27,-16799866.97,-16046156.4,-15351273.18,-14545879.71,-14248379.66,-14305256.72,-14032234.9,-13537316.93,-13025920.94,-12738789.31,-12116942.76
227.5,-19893795.84,-18973394.49,-17885168.01,-16948766.25,-16191035.68,-15476490.27,-14647832.54,-14359984.47,-14390054.88,-14133351.88,-13659111.05,-13132809.21,-12805079.54,-12188845.07
227.4,-20060008.99,-19151926.36,-18033788.68,-17095018.7,-16342263.38,-15602981.03,-14747357.44,-14472564.43,-14471987.3,-14238468.97,-13784109.23,-13247399.17,-12870732.94,-12259473.72
227.3,-20225585.31,-19332488.13,-18180558.55,-17237072.04,-16491003.45,-15727839.9,-14849748.08,-14585920.52,-14555213.28,-14338113.27,-13906400.88,-13362665.76,-12939072.97,-12333027.82
227.2,-20385788.36,-19513786.24,-18326512.48,-17377513.4,-16640997.29,-15850091.75,-14954686.05,-14696808.9,-14635036.19,-14436782.43,-14030264.7,-13483604.13,-13012587.27,-12411736.27
227.1,-20548180.52,-19682904.94,-18467948.89,-17515785.55,-16787070.63,-15973617.25,-15064241.06,-14804712.12,-14721645.34,-14533660.5,-14151601.1,-13594810.92,-13093743.54,-12493409.98
227,-20705199.41,-19847366.81,-18607693.71,-17649102.35,-16926676.14,-16095451.18,-15171547.25,-14906187.32,-14808970.93,-14629981.34,-14269295.61,-13705977.91,-13178899.92,-12577969.33
226.9,-20854456.91,-20007470.35,-18743935.96,-17771792.01,-17058540.17,-16217384.6,-15281559.98,-15006906.28,-14902107.61,-14722282.18,-14388761.32,-13816189.65,-13264275.21,-12666449.17
226.8,-21002719.36,-20166877.36,-18877670.68,-17894979.2,-17182483.6,-16335337.83,-15396030.53,-15111147.72,-14999005.58,-14808791.82,-14499371.08,-13929306.93,-13358068.63,-12751287.14
226.7,-21146205.57,-20325687.34,-19007484.9,-18017051.93,-17300596.03,-16450624.32,-15514003.66,-15220543.51,-15094550.28,-14896714.44,-14601821.42,-14042225.2,-13452220.26,-12841916.29
226.6,-21292676.93,-20472755.73,-19132940.81,-18137253.97,-17405195.69,-16567761.61,-15637449.56,-15328287.53,-15188084.98,-14978806.07,-14694778.99,-14163024.27,-13544998.72,-12933540.49
226.5,-21437954.23,-20617635.01,-19262217.7,-18260321.76,-17505257.92,-16679485.82,-15765691.61,-15446778.08,-15281042.55,-15066848.09,-14788154.49,-14288838.4,-13640841.94,-13019094.89
226.4,-21583828.56,-20755349.93,-19399176.38,-18378513.8,-17597996.58,-16784782.01,-15890968.4,-15572194.18,-15382358.54,-15159805.66,-14881251.36,-14414115.19,-13740685.25,-13106121.97
226.3,-21734280.12,-20891074.75,-19535816.65,-18492327.62,-17690078.5,-16883471.07,-16021260.25,-15699500.88,-15489485.63,-15258315.61,-14971144.18,-14537421.79,-13840230.05,-13190183.79
226.2,-21882741.58,-21022023.33,-19672118.6,-18604927.47,-17776986.17,-16978120.23,-16145820.61,-15825693.12,-15600115.29,-15363253.58,-15060360.36,-14660768.19,-13935436.44,-13270245.51
226.1,-22031203.04,-21146006.56,-19809296.19,-18710661.49,-17863595.32,-17068629.98,-16276888.59,-15951925.16,-15717710.3,-15464052.15,-15148700.9,-14778442.8,-14035180.25,-13351162.98
226,-22168519.94,-21255661.07,-19945379.23,-18817032.33,-17946403.38,-17156990.42,-16409767.57,-16083212.06,-15832558.97,-15567258.74,-15240106.2,-14895580.08,-14133491.19,-13438070.65
225.9,-22302453.67,-21366509.64,-20073740.68,-18925313.67,-18030047.29,-17247639.47,-16542467.44,-16214578.56,-15942850.31,-15673549.98,-15331770.2,-15012558.16,-14233692.73,-13526829.11
225.8,-22439770.57,-21478353.26,-20203893.22,-19033893.53,-18119163.97,-17329711.2,-16671983.15,-16349407.84,-16061460.27,-15776557.55,-15415294.7,-15122033.56,-14329715.05,-13612682.02
225.7,-22571316.18,-21585619.65,-20334045.76,-19140980.81,-18208161.24,-17407145.99,-16794195.19,-16472694.53,-16175532.8,-15877475.52,-15498998.31,-15226832.23,-14426414.01,-13699649.39
225.6,-22697886.54,-21687711.78,-20462208.2,-19249162.65,-18300780.49,-17486332.07,-16908068.71,-16600100.73,-16289684.94,-15982731.91,-15581607.36,-15327929.31,-14519908.91,-13787711.32
225.5,-22822665.81,-21786420.74,-20587584.5,-19360031.12,-18399608.86,-17566334.09,-17015434.6,-16720939.61,-16400593.21,-16091132.66,-15668335.91,-15420528.66,-14609344,-13880330.57
225.4,-22944658.94,-21886920.79,-20716542.98,-19471118.5,-18502337.82,-17649997.89,-17122362.68,-16841499.86,-16504416.73,-16203394.2,-15756059.52,-15514083.26,-14691276.42,-13964193.38
225.3,-23059686.72,-21985629.75,-20847093.54,-19590663.81,-18607634.01,-17730079.51,-17228614.12,-16964050.22,-16606628.26,-16315476.63,-15844678.68,-15606603.01,-14770044.58,-14038643.02
225.2,-23174316.48,-22080159.5,-20977843.11,-19714229.12,-18718522.38,-17808569.06,-17333532.19,-17083695.03,-16706332.27,-16426225.7,-15934153.57,-15694625.14,-14845708.18,-14107779.1
225.1,-23280189.8,-22168917.96,-21104015.45,-19830848.98,-18829271.45,-17886242.66,-17433335.7,-17195140.63,-16803787.47,-16538049.42,-16028882.33,-15780915.87,-14918764.75,-14175780.82
225,-23390043.32,-22258671.47,-21228197.69,-19944384.18,-18946388.83,-17969050.72,-17521178.72,-17303242.87,-16900983.95,-16652420.46,-16126377.33,-15865793.64,-14995702.02,-14236538.57
224.9,-23500294.86,-22358972.51,-21348399.73,-20053441.66,-19069237.71,-18048873.63,-17604663.41,-17398767.67,-17003354.7,-16763149.63,-16223932.03,-15939089.02,-15074231.36,-14308102.56
224.8,-23602586,-22455094.34,-21461238.4,-20160310.03,-19190036.78,-18123581.99,-17685421.67,-17486869.39,-17100073.56,-16871351.36,-16320053.86,-16008802.22,-15153158.73,-14382651.71
224.7,-23706071.2,-22547633.99,-21570693.9,-20265586.32,-19314358.32,-18203842.72,-17767115.28,-17571607.85,-17195777.47,-16978518.25,-16419996.68,-16077619.88,-15227090.94,-14456683.43
224.6,-23797615.8,-22644949.88,-21675572.17,-20372653.7,-19432669.77,-18288620.98,-17847515.32,-17648465.51,-17283202.56,-17075416.22,-16521830.1,-16153164.08,-15297540.48,-14533760
224.5,-23879806.93,-22737290.52,-21781246.48,-20480119.1,-19551876.76,-18379508.85,-17943079.92,-17727273.47,-17365513.1,-17161806.46,-16623086.39,-16232350.16,-15367412.89,-14608388.75
224.4,-23965580.24,-22833611.36,-21887716.83,-20594350.84,-19668058.8,-18471968.89,-18038584.82,-17808151.14,-17442191.65,-17240654.22,-16727865.15,-16311854.65,-15442121.25,-14678917.9
224.3,-24053542.66,-22931126.26,-21991202.03,-20708582.58,-19773514.19,-18568747.46,-18134646.94,-17886600.88,-17517974.66,-17309252.97,-16831290.65,-16387856.57,-15512351.88,-14752870.01
224.2,-24142301.12,-23022471.85,-22092896.14,-20825401.45,-19876959.59,-18672451.57,-18233853.43,-17960314.18,-17595548.75,-17369433.59,-16930616.54,-16460813.64,-15581667.06,-14821130.44
224.1,-24225288.29,-23113220.41,-22188619.95,-20945205.47,-19973240.63,-18781170.73,-18327825.95,-18036913.13,-17672326.81,-17428698.77,-17036529.66,-16522586.34,-15658823.24,-14889828.7
224,-24303698.23,-23199988.77,-22275985.34,-21058243.15,-20059610.97,-18887501.77,-18423529.86,-18110885.15,-17754080.12,-17482670.28,-17139517.34,-16585473.5,-15726287.63,-14950069.02
223.9,-24379919.06,-23295115.55,-22361559.64,-21161927.36,-20143792.2,-18991464.6,-18527214.07,-18181971.52,-17831415.41,-17538532.39,-17240116.89,-16649296.01,-15789771.82,-14997194.59
223.8,-24458129.99,-23386660.15,-22443153.74,-21264218.5,-20214639.76,-19096243.36,-18631754.02,-18252540.47,-17907019.31,-17595648.26,-17333989.91,-16720680.89,-15844041.84,-15039941.94
223.7,-24529574.58,-23476612.67,-22517384.47,-21361932.41,-20289666.53,-19198076.78,-18738781.6,-18328761.3,-17981051.03,-17648644.62,-17416200.94,-16783806.87,-15898530.78,-15088818.79
223.6,-24605198.38,-23565172.12,-22582062.72,-21451685.92,-20362902.21,-19302557.03,-18842386.21,-18405877.67,-18047599.97,-17707491.88,-17496979.1,-16842534.72,-15941755.75,-15140342.48
223.5,-24680822.18,-23660895.93,-22634999.38,-21538454.28,-20437331.95,-19403534.7,-18944040.51,-18488745.44,-18112357.82,-17775095.58,-17577797.06,-16896546.03,-15981975.67,-15188920.82
223.4,-24753062.81,-23750052.41,-22693906.34,-21619650.36,-20519722.09,-19498382.87,-19046411.26,-18563533.39,-18180061.03,-17839873.33,-17649878.48,-16955472.89,-16016364.6,-15233638.37
223.3,-24809183.63,-23836422.75,-22748833.1,-21701443.47,-20595942.92,-19594524.6,-19149896.46,-18633485.41,-18247187.1,-17912770.69,-17721661.39,-17019235.7,-16049121.65,-15285181.96
223.2,-24855552.96,-23914036.65,-22802565.8,-21780848.46,-20668979.59,-19694945.05,-19250814.43,-18707835.55,-18312860.4,-17994902.12,-17791354.69,-17083754.74,-16079828.89,-15326337.23
223.1,-24897345.06,-24001402.04,-22854905.43,-21858661.37,-20747787.55,-19790589.25,-19349543.29,-18770643.1,-18376105.78,-18072734.93,-17867257.11,-17147219.03,-16108406.73,-15357621.6
223,-24936948.05,-24090160.5,-22909434.17,-21943439.63,-20814853.92,-19883984.65,-19441227.2,-18832933.23,-18438893.43,-18155324.08,-17926900.4,-17210862.42,-16144586.75,-15385682.01
222.9,-24976352.03,-24179515.99,-22960579.74,-22026028.78,-20884308.41,-19968663.4,-19525985.56,-18900218.51,-18510676.34,-18238868.48,-17981866.97,-17274585.43,-16183672.31,-15416349.45
222.8,-25022920.37,-24266284.35,-23007546.1,-22096279.31,-20949782.7,-20047073.34,-19597410.25,-18964419.14,-18590718.16,-18332403.18,-18042783.93,-17330925.16,-16229126.19,-15442559.07
