WL,MEA25,MEA30,MEA35,MEA40,MEA45,MEA50,MEA55,MEA60,MEA65,MEA70,MEA75,MEA80,MEA85,MEA90
248.6,-104565.0283,-69395.78205,-124997.385,-156292.3045,-52900.8382,-212494.9176,-318441.8713,-279402.0796,-133669.6437,-294867.1467,-186288.6838,-328621.2328,-308188.8761,-277786.1184
248.5,-118968.576,-74999.30662,-141364.5644,-163647.1171,-65380.95431,-220182.6739,-322642.9724,-286636.0931,-146576.8353,-300515.0505,-208176.4006,-333761.6611,-326959.4993,-286731.6179
248.4,-130489.6629,-83925.30314,-158680.4245,-173490.9477,-80532.18264,-229601.8172,-322515.606,-289529.6985,-161721.4963,-306756.0041,-231918.2936,-331815.3433,-346896.3211,-299892.1492
248.3,-137884.6755,-94112.22702,-176483.6601,-183896.5836,-95781.92092,-239299.5745,-325847.0334,-292972.5715,-177783.9914,-313625.8293,-257642.3262,-331258.1153,-368488.9061,-312945.2151
248.2,-146366.6807,-109089.1226,-190338.1393,-195462.8458,-114936.8324,-250030.1937,-329307.8173,-299114.0201,-195519.1656,-320698.6447,-284277.8246,-332448.1951,-393866.6613,-321803.1502
248.1,-152077.2727,-123328.4871,-203479.7646,-205231.0526,-132786.4374,-259176.6933,-334211.4237,-308224.6979,-211515.7884,-328858.0547,-315004.9686,-330161.5702,-423724.1316,-329892.9067
248,-161072.1267,-138092.84,-215947.7411,-216813.4346,-154878.3384,-268426.6781,-341132.9915,-320157.3375,-226972.8951,-335323.8896,-345252.4985,-326680.8853,-453539.8098,-340979.7538
247.9,-168322.857,-152726.8413,-226867.4198,-228714.2326,-177398.111,-277159.2369,-352741.2448,-332040.2246,-240603.09,-339517.0303,-375127.8797,-327449.0639,-479363.3474,-356950.3063
247.8,-174455.9472,-164425.4452,-234875.5822,-241068.7734,-200034.9015,-284128.5671,-369064.045,-338862.2874,-250336.6691,-346643.5784,-399468.7928,-328185.4009,-503901.2804,-376234.3753
247.7,-179666.029,-176884.2672,-243560.3786,-255063.1566,-222745.9227,-291555.6203,-386023.6772,-347479.4204,-257566.7024,-357378.1778,-424758.9836,-329369.5104,-524339.6074,-396276.6724
247.6,-186498.8383,-189006.1653,-249262.0151,-268709.2723,-245108.6764,-297470.1975,-398539.4161,-354387.0575,-263443.4677,-373438.2848,-448035.1932,-331769.571,-543649.5477,-415666.2167
247.5,-198461.9265,-202747.4078,-254736.7802,-284837.0427,-265276.3498,-300186.684,-410549.6696,-363157.4282,-266343.0434,-389120.2728,-468133.2131,-333475.0867,-565210.2911,-437750.3564
247.4,-207276.8754,-217929.8807,-264177.8146,-304710.1813,-286142.5483,-305466.4193,-418667.2875,-367193.351,-274860.6714,-404535.5874,-482485.8143,-338918.0102,-582076.3886,-460162.8626
247.3,-221736.942,-236370.1473,-273696.4629,-326280.8752,-305856.4789,-314063.6513,-424741.0727,-371145.6896,-285308.6964,-419089.1887,-495268.2266,-346770.9448,-598827.0603,-484933.6373
247.2,-235777.0975,-252686.9772,-284833.0625,-346335.1129,-325821.1621,-323086.7647,-434914.4639,-379108.0797,-296481.1178,-437419.9998,-503200.7652,-358582.1883,-613231.4041,-510580.056
247.1,-247677.8955,-268082.3908,-292351.6603,-364335.5674,-341075.2786,-328515.7575,-444982.3798,-386133.1327,-309008.7973,-455137.8601,-509443.7089,-377651.3265,-624578.9543,-536290.1579
247,-260370.7533,-282882.7645,-296190.5632,-382881.3093,-353228.8193,-333500.958,-453384.582,-394610.9587,-322571.3288,-471695.4921,-516112.534,-401237.9917,-634010.0382,-562487.8343
246.9,-273557.1559,-295084.0676,-302978.7943,-399347.3967,-366608.2616,-339111.0499,-466180.925,-405892.8356,-336784.623,-489023.2928,-520769.368,-425373.9245,-637399.1785,-590940.294
246.8,-287505.7668,-308714.2625,-307991.8562,-415845.3257,-374327.8595,-347153.044,-479632.0109,-420752.9123,-352138.2445,-505674.4595,-527885.9656,-452319.8785,-639289.7735,-616911.099
246.7,-304779.8348,-322447.9426,-313369.1064,-428928.2431,-380907.1301,-358383.1783,-495047.3255,-443953.4981,-366640.1032,-519485.7535,-533782.6319,-480043.9616,-642105.765,-640929.6159
246.6,-321900.6651,-337944.8513,-319938.4265,-442094.7447,-387018.7272,-372946.7301,-507135.1929,-467575.9851,-385912.2316,-533621.4338,-536905.0988,-506864.5393,-645272.0141,-665190.925
246.5,-341986.7444,-352560.1457,-329033.1835,-452753.7203,-392397.9675,-391490.4819,-520441.0015,-486822.2422,-407799.3514,-544055.5281,-540290.2589,-533579.6417,-649337.7884,-691225.4132
246.4,-360749.4072,-369135.6886,-339586.6838,-463559.9633,-395333.365,-409875.0257,-534286.1272,-508504.3817,-430197.9269,-551906.4726,-540803.7047,-560800.2295,-652677.1762,-715829.0195
246.3,-376087.1079,-390232.7387,-348474.4704,-471398.9672,-396716.4845,-431752.195,-548202.8965,-530556.6798,-452552.7202,-556615.0492,-541930.1013,-586818.7969,-656868.3268,-739481.358
246.2,-392792.0073,-411051.1748,-358150.3366,-478079.7329,-400197.1694,-455983.6526,-561817.1706,-552608.9779,-476193.1181,-562931.6266,-546139.1628,-608771.59,-663899.3501,-764664.0834
246.1,-407880.9455,-433879.6119,-367607.2918,-484545.5678,-402012.1406,-480515.6153,-571721.8983,-576251.3659,-503210.7157,-566854.1137,-555287.6525,-627669.5796,-676940.4754,-789964.2247
246,-426581.9152,-458853.3768,-377372.7125,-494665.2263,-403930.597,-507047.6285,-580372.863,-597770.3172,-533400.5327,-569877.0756,-565618.2616,-644812.301,-689559.6995,-816207.6734
245.9,-443857.9733,-483228.1216,-387245.5986,-500971.8532,-408278.9655,-536230.4549,-592735.3642,-620497.2592,-563494.8249,-571984.5915,-578362.862,-661847.557,-702598.8347,-839266.9621
245.8,-460564.8628,-507600.8763,-396999.0787,-508806.8769,-415425.4146,-566195.3906,-603782.4093,-643554.5578,-592024.8985,-579254.4268,-593272.6912,-675410.0885,-720995.3191,-857758.9713
245.7,-477608.0792,-529129.7781,-405433.1225,-514243.8301,-420981.7738,-595252.8407,-621301.2596,-666878.5298,-616041.4253,-586088.4302,-612240.3343,-688518.8772,-741377.9233,-874742.4847
245.6,-492527.8589,-548344.1936,-413407.4532,-522853.0027,-429374.0255,-617665.3469,-639815.1599,-692154.7899,-639699.7341,-589276.5704,-632911.503,-700355.992,-762574.4784,-889994.6111
245.5,-507783.9655,-566274.9946,-420836.4965,-530845.2443,-434880.6322,-640235.071,-658510.1593,-713641.8996,-658778.8228,-592277.6412,-656736.9802,-711998.077,-783673.5186,-903204.8949
245.4,-526634.1927,-583101.2901,-432717.3935,-541705.22,-443055.963,-664372.9939,-678031.0502,-734621.5338,-677869.8521,-598572.3275,-679559.447,-715034.9696,-809725.9177,-915430.0792
245.3,-544531.162,-601258.9625,-446466.9944,-555287.6525,-451225.3235,-686524.797,-693709.058,-755322.554,-694453.3554,-602853.0326,-705705.3808,-720784.3685,-839444.081,-928011.4914
245.2,-566068.0242,-620437.5562,-459476.2781,-571932.8489,-461020.5957,-707723.3422,-704996.9052,-773512.068,-712274.7009,-609547.729,-731158.7598,-726659.1437,-874398.1974,-940389.9134
245.1,-586460.5789,-639405.1993,-475820.9694,-590673.6206,-477683.703,-727305.9262,-714067.781,-791269.7303,-728181.5702,-617647.436,-755225.0391,-731708.0274,-908693.5907,-956515.6937
245,-604198.3402,-655783.7223,-494394.5727,-612264.2155,-500020.5854,-743965.0533,-719166.4172,-806372.5992,-745537.2323,-629737.2935,-779402.764,-740098.289,-940262.547,-972072.3054
244.9,-625279.4695,-669095.5012,-512442.7896,-635387.1874,-522944.5473,-759446.0412,-725355.6282,-821168.9927,-760896.8241,-645359.5785,-807938.8079,-749630.868,-972922.0781,-991913.6024
244.8,-643299.825,-681680.8936,-530077.0657,-660175.873,-550519.3729,-772992.6519,-729405.4817,-837099.7432,-773082.2064,-662267.4681,-837746.5257,-761350.5669,-1002190.479,-1011798.682
244.7,-659236.5458,-691066.2052,-548131.2529,-683676.9639,-578366.8422,-784782.0043,-732776.7111,-850210.522,-785912.3811,-683444.1222,-868622.9272,-774676.2765,-1031293.701,-1030266.81
244.6,-677131.525,-702073.4483,-570838.2939,-709227.8578,-608248.1937,-798199.2585,-736514.1189,-867251.7483,-799898.8039,-709854.7393,-900384.9232,-789426.8977,-1056595.833,-1048933.948
244.5,-695609.6035,-714431.9693,-594735.4147,-734935.9696,-636738.4653,-812048.3644,-742950.1023,-884794.4798,-814400.6626,-735837.4849,-931711.0873,-803741.687,-1079468.052,-1063664.668
244.4,-718704.714,-728983.5805,-620952.9921,-764524.7764,-667387.9954,-828848.7886,-751055.7796,-903224.7959,-828410.9666,-763669.0334,-963258.1525,-823849.6574,-1101255.667,-1077635.17
244.3,-737950.9711,-745471.559,-649765.6599,-793273.761,-701088.3488,-845905.9357,-760843.0914,-920570.5075,-842375.4983,-790079.6505,-989372.2447,-846061.1635,-1121705.934,-1092736.049
244.2,-757754.4562,-761710.775,-680027.1205,-823803.8851,-735355.8807,-861070.4977,-767589.5304,-933631.5338,-858881.3877,-816410.6636,-1016457.506,-868692.5807,-1141057.667,-1112911.682
244.1,-776509.1586,-778067.4069,-711735.3838,-851583.691,-765864.1137,-879068.9621,-778363.9318,-945673.6289,-876278.8419,-838508.734,-1046555.778,-894621.5936,-1159868.092,-1141113.39
244,-795793.2276,-797502.7235,-745179.0143,-880121.725,-796999.2282,-897931.1299,-789371.1749,-961974.538,-894641.4946,-861175.973,-1073694.772,-924329.8064,-1175591.872,-1175936.159
243.9,-815435.5146,-821033.6659,-778990.8133,-906528.3619,-828012.9466,-921097.884,-803877.0138,-972675.3057,-912210.0974,-886710.9461,-1102085.538,-954010.1578,-1194503.792,-1214581.911
243.8,-833225.0185,-847165.669,-817602.7335,-933794.722,-862286.4488,-945514.4209,-818844.5559,-980241.6659,-932234.4836,-911867.8002,-1129899.176,-983754.1924,-1213103.267,-1255275.476
243.7,-853731.0089,-880221.23,-856996.763,-961990.4588,-894530.049,-972368.8303,-834311.6131,-989087.6604,-952716.5928,-936228.6143,-1160640.251,-1018897.368,-1229915.632,-1297393.952
243.6,-878133.6151,-913406.1475,-896076.3567,-990357.3442,-925712.9259,-1002317.845,-854222.5636,-995587.327,-980327.2402,-961576.518,-1190103.681,-1054380.851,-1245261.293,-1337416.854
243.5,-899260.5167,-946802.0156,-938712.2591,-1015802.763,-955924.634,-1031218.077,-880012.2695,-1004116.896,-1008642.383,-987887.6301,-1219441.735,-1089979.76,-1260995.023,-1375310.348
243.4,-920922.7552,-982108.3797,-981312.3397,-1044285.074,-981190.9436,-1057791.883,-908217.9568,-1014813.683,-1037896.853,-1014477.356,-1248789.74,-1128165.799,-1278046.2,-1411707.287
243.3,-943267.598,-1017751.071,-1020736.221,-1069029.977,-1006079.134,-1085511.986,-943295.4594,-1025896.55,-1064454.738,-1033705.702,-1276519.794,-1168660.354,-1294804.832,-1449809.741
243.2,-967512.9863,-1052804.692,-1060910.369,-1095880.407,-1029568.285,-1109168.304,-977857.5261,-1036760.506,-1088978.74,-1052422.593,-1302598.064,-1206157.818,-1314072.981,-1489384.87
243.1,-999475.9824,-1091044.464,-1100103.399,-1124332.866,-1050631.503,-1134458.495,-1014952.99,-1049712.077,-1112593.266,-1072725.593,-1326584.739,-1241096.014,-1337024.804,-1528406.751
243,-1036481.892,-1128522.027,-1139579.022,-1154679.901,-1074182.346,-1158230.24,-1054595.782,-1066048.808,-1141316.38,-1092415.643,-1351009.237,-1273793.357,-1363363.777,-1568041.582
242.9,-1073368.395,-1166640.402,-1178115.319,-1183476.648,-1098202.853,-1180005.914,-1095144.07,-1083860.203,-1168590.7,-1114708.743,-1376291.467,-1312029.148,-1391708.772,-1607103.265
242.8,-1112501.722,-1203453.272,-1215658.555,-1212418.673,-1126080.174,-1202708.975,-1134977.911,-1102716.4,-1199807.409,-1142990.054,-1402972.738,-1347265.858,-1420746.321,-1641535.975
242.7,-1154166.455,-1238526.794,-1253056.515,-1242546.796,-1157185.437,-1223790.104,-1174885.387,-1123331.846,-1231304.722,-1174547.07,-1429536.592,-1382285.648,-1451266.494,-1673709.922
242.6,-1196716.784,-1274189.386,-1291608.732,-1274708.803,-1190201.196,-1244001.56,-1215785.922,-1144243.817,-1262201.024,-1212207.722,-1457137.289,-1419836.845,-1485006.65,-1702064.867
242.5,-1239565.627,-1312062.98,-1326817.581,-1309766.404,-1224279.669,-1266573.274,-1254322.218,-1172013.672,-1294659.555,-1251772.9,-1486238.522,-1457031.814,-1519845.34,-1727259.533
242.4,-1283915.005,-1354089.911,-1362225.44,-1343773.233,-1264819.996,-1289019.612,-1294898.367,-1201172.617,-1328099.205,-1292446.564,-1514955.665,-1495317.358,-1555687.041,-1747299.84
242.3,-1330728.127,-1394317.793,-1396769.596,-1376490.477,-1305366.293,-1310968.425,-1331932.138,-1232715.702,-1364784.709,-1332968.98,-1542723.53,-1534335.258,-1592396.426,-1763338.056
242.2,-1385871.808,-1433057.079,-1425184.244,-1413866.545,-1346575.294,-1331006.741,-1366625.551,-1268814.126,-1399446.28,-1377702.448,-1570170.989,-1575094.497,-1627631.146,-1775863.745
242.1,-1437522.864,-1474391.456,-1451718.247,-1454902.407,-1389961.464,-1350314.692,-1401649.321,-1305240.917,-1432553.584,-1422927.47,-1601142.915,-1614908.437,-1665628.126,-1789396.425
242,-1490001.801,-1512947.654,-1478942.815,-1495727.318,-1442597.619,-1370844.563,-1435574.556,-1345427.006,-1466958.433,-1471738.653,-1630214.296,-1656708.498,-1704074.868,-1808035.702
241.9,-1542229.985,-1549376.434,-1502762.322,-1533634.743,-1495124.318,-1391260.999,-1466232.046,-1387885.79,-1502822.025,-1518414.458,-1661964.352,-1699107.578,-1745341.581,-1828645.177
241.8,-1600374.737,-1588483.889,-1526850.492,-1570083.425,-1548196.305,-1416547.21,-1497601.993,-1429703.761,-1542375.262,-1565739.036,-1698824.984,-1743530.59,-1786813.275,-1854793.101
241.7,-1657462.745,-1630560.574,-1554638.259,-1605887.314,-1603138.986,-1445843.472,-1530158.039,-1471101.821,-1583842.976,-1614064.635,-1742083.788,-1790861.139,-1827741.672,-1881555.966
241.6,-1714731.853,-1675936.844,-1584171.343,-1639551.845,-1657667.726,-1476887.042,-1563520.075,-1513114.822,-1627129.641,-1665373.393,-1784224.155,-1841726.104,-1868699.92,-1910380.574
241.5,-1766878.443,-1725488.344,-1617501.537,-1674671.14,-1713800.486,-1513385.476,-1600740.915,-1553663.11,-1672428.297,-1717426.449,-1830810.406,-1894875.705,-1907972.553,-1938186.251
241.4,-1813926.398,-1778960.341,-1656197.042,-1707766.503,-1770140.217,-1556592.537,-1638719.984,-1593399.436,-1718451.35,-1766703.315,-1879784.777,-1952381.635,-1948037.246,-1967669.583
241.3,-1863678.898,-1835395.596,-1697806.053,-1738189.162,-1822207.204,-1601093.163,-1677499.072,-1632397.436,-1764971.928,-1816750.349,-1928852.682,-2013742.388,-1990637.327,-2000448.52
241.2,-1910860.188,-1892967.199,-1744774.403,-1767258.553,-1872711.961,-1646754.017,-1719376.747,-1671160.604,-1815733.408,-1864719.72,-1975809.092,-2075276.28,-2037225.568,-2036708.142
241.1,-1956574.775,-1955464.3,-1796240.379,-1796960.795,-1919254.43,-1694223.873,-1765312.235,-1712831.308,-1863310.729,-1909873.099,-2024926.75,-2136969.38,-2082241.63,-2079972.916
241,-2000070.401,-2019832.094,-1846349.107,-1827015.285,-1960413.678,-1743186.303,-1813375.14,-1757389.647,-1913230.397,-1949072.098,-2073962.814,-2193846.438,-2129426.901,-2125605.909
240.9,-2044529.235,-2082679.452,-1895807.072,-1856379.211,-2001881.392,-1792855.219,-1867953.632,-1799744.945,-1961561.966,-1986812.355,-2123297.393,-2249151.317,-2177587.321,-2171716.526
240.8,-2094202.131,-2144870.077,-1948654.177,-1890071.604,-2038101.212,-1842969.917,-1924743.126,-1841839.54,-2015951.399,-2030897.05,-2173288.705,-2300535.699,-2225807.444,-2219996.352
240.7,-2142024.234,-2206543.276,-2002776.937,-1925650.612,-2072251.328,-1892493.555,-1985475.008,-1888493.454,-2071932.912,-2078042.519,-2222623.284,-2347004.534,-2271719.051,-2266206.474
240.6,-2188373.663,-2265967.662,-2065126.77,-1962246.56,-2108033.326,-1943483.898,-2052111.516,-1934639.893,-2132133.437,-2128292.544,-2271579.744,-2392776.834,-2319342.144,-2315043.528
240.5,-2233767.844,-2329451.852,-2132412.051,-1996110.102,-2144332.75,-1999592.777,-2120272.441,-1982020.194,-2193468.319,-2180074.946,-2318366.995,-2434628.637,-2366408.009,-2363442.76
240.4,-2283580.047,-2391901.19,-2202065.551,-2034379.725,-2179657.025,-2056569.34,-2188095.049,-2028608.435,-2256753.499,-2232195.665,-2364557.216,-2472440.537,-2412717.636,-2408080.703
240.3,-2334148.488,-2457912.807,-2273132.022,-2080211.728,-2215458.924,-2114083.23,-2257668.945,-2074340.933,-2318944.124,-2284196.978,-2408916.545,-2508003.624,-2460221.323,-2452957.458
240.2,-2385194.553,-2527128.485,-2348735.921,-2129148.287,-2254882.805,-2173905.636,-2325352.246,-2125406.899,-2380577.521,-2338188.391,-2451743.497,-2543825.424,-2510889.269,-2499127.778
240.1,-2439763.095,-2596961.094,-2423344.77,-2180273.956,-2296575.4,-2233150.913,-2392518.121,-2183597.423,-2440817.848,-2394110.201,-2490052.922,-2575050.093,-2562930.384,-2546313.049
240,-2499625.303,-2663430.434,-2499744.709,-2236534.083,-2341631.264,-2291779.259,-2461057.165,-2243539.235,-2501714.908,-2448240.921,-2529237.991,-2602214.958,-2614493.875,-2596364.064
239.9,-2564621.969,-2724745.415,-2573995.34,-2298943.619,-2387244.356,-2349253.347,-2524242.84,-2307361.742,-2562233.849,-2500222.333,-2567965.337,-2630812.695,-2666793.703,-2650713.695
239.8,-2634573.984,-2783612.573,-2646673.792,-2368796.129,-2434369.924,-2403861.691,-2586771.782,-2373552.468,-2620603.482,-2559328.303,-2606911.594,-2659649.244,-2719212.937,-2706516.099
239.7,-2705063.326,-2841623.988,-2723571.256,-2444240.82,-2487704.604,-2459504.887,-2647032.01,-2446808.049,-2679908.462,-2617678.035,-2647947.456,-2687371.337,-2769502.764,-2766656.921
239.6,-2783333.959,-2894520.846,-2798080.6,-2520780.066,-2548422.555,-2518352.144,-2703212.533,-2521814.918,-2738636.313,-2674037.667,-2690117.675,-2715491.45,-2816966.649,-2825145.96
239.5,-2866102.218,-2944750.97,-2871475.488,-2600304.462,-2614593.38,-2577557.619,-2757203.946,-2595587.925,-2796448.718,-2729541.556,-2733004.33,-2747472.357,-2865166.871,-2881445.889
239.4,-2949766.022,-2993787.034,-2945348,-2680465.69,-2687311.634,-2639489.531,-2810717.735,-2669062.417,-2852151.617,-2788070.397,-2779353.759,-2786418.614,-2908332.14,-2942621.563
239.3,-3035977.154,-3040912.602,-3022046.454,-2762099.592,-2764049.89,-2702257.285,-2858619.442,-2742019.483,-2906143.03,-2844250.92,-2828469.427,-2831673.488,-2953348.202,-3005150.505
239.2,-3121929.573,-3088714.804,-3098486.195,-2842081.711,-2842479.731,-2766557.416,-2905625.604,-2815633.282,-2957149.293,-2898580.65,-2874938.262,-2880888.661,-3001409.117,-3071997.964
239.1,-3206090.902,-3135959.778,-3174547.817,-2926939.575,-2927257.991,-2833643.687,-2951915.33,-2891794.409,-3006225.159,-2950363.052,-2923854.92,-2934263.143,-3048096.863,-3139422.552
239,-3292122.925,-3187383.962,-3252022.41,-3007140.605,-3012991.499,-2901506.097,-2997229.907,-2964433.059,-3055380.629,-2999797.136,-2974363.658,-2993448.717,-3101133.028,-3211205.459
238.9,-3378314.156,-3241992.306,-3328103.933,-3089670.052,-3097312.036,-2966761.476,-3046126.664,-3038444.878,-3107083.427,-3046464.981,-3025787.842,-3054266.173,-3155403.055,-3282092.821
238.8,-3464206.872,-3297416.591,-3404245.159,-3172139.796,-3182030.593,-3034186.064,-3099620.552,-3113750.262,-3160119.592,-3095998.57,-3081809.157,-3121591.256,-3208439.22,-3355786.224
238.7,-3553582.263,-3355786.224,-3479490.84,-3255903.105,-3264002.812,-3100615.602,-3154427.906,-3191025.845,-3214568.728,-3146387.902,-3142905.227,-3187821.784,-3263186.871,-3431191.113
238.6,-3641106.861,-3414912.095,-3554119.59,-3336502.155,-3346333.249,-3164557.515,-3211324.865,-3264540.139,-3273376.183,-3200060.899,-3205951.595,-3252778.648,-3320840.068,-3505501.447
238.5,-3725944.824,-3474933.511,-3626698.537,-3421061.504,-3429161.211,-3230111.409,-3272460.737,-3332263.242,-3333198.589,-3259564.889,-3268102.418,-3323526.703,-3378732.077,-3578120.196
238.4,-3812474.372,-3539372.949,-3698959.068,-3505282.536,-3506476.596,-3297735.007,-3334014.53,-3397638.027,-3400722.682,-3323148.584,-3330253.241,-3393538.421,-3438733.592,-3646778.646
238.3,-3897073.523,-3608887.142,-3771995.738,-3585224.853,-3584369.11,-3366930.784,-3399031.097,-3462893.406,-3463968.06,-3391846.836,-3391866.737,-3464903.407,-3501959.069,-3710601.153
238.2,-3981354.258,-3684451.239,-3847261.32,-3662182.02,-3663694.496,-3435788.244,-3467271.626,-3528566.706,-3530517.004,-3464883.506,-3453062.312,-3535949.977,-3568328.904,-3771279.302
238.1,-4069714.698,-3765945.834,-3921293.04,-3733746.016,-3741686.515,-3508625.904,-3533780.768,-3595533.571,-3600031.197,-3537920.176,-3516924.621,-3604966.645,-3635594.284,-3828992.202
238,-4157975.633,-3854385.878,-3993374.462,-3807976.746,-3816315.265,-3577224.651,-3601762.584,-3659475.484,-3671296.678,-3614419.62,-3586259.705,-3677605.295,-3708650.855,-3886048.369
237.9,-4246913.202,-3952557.511,-4065814.102,-3883262.229,-3891680.352,-3649485.182,-3673804.204,-3724611.457,-3745388.101,-3696829.661,-3652967.857,-3750840.975,-3786802.082,-3945174.24
237.8,-4336169.187,-4057296.474,-4143786.22,-3959443.257,-3966329.003,-3722840.268,-3745467.705,-3795976.443,-3824176.16,-3786185.151,-3721148.683,-3823519.427,-3870008.163,-4000638.327
237.7,-4425445.073,-4165219.597,-4221678.734,-4038927.851,-4035783.493,-3794344.561,-3820176.059,-3867520.538,-3905810.062,-3878884.009,-3790642.975,-3894585.898,-3952258.996,-4054152.116
237.6,-4520014.625,-4274874.107,-4305143.528,-4124124.032,-4104839.963,-3868595.192,-3894227.68,-3942527.407,-3990787.332,-3972916.234,-3865709.547,-3964537.913,-4036718.84,-4109039.074
237.5,-4616673.782,-4386339.608,-4391613.373,-4208902.292,-4170334.154,-3942487.605,-3968040.489,-4016758.137,-4074988.463,-4071804.303,-3940676.614,-4037793.494,-4121138.882,-4163090.19
237.4,-4716616.604,-4499914.615,-4478600.644,-4295710.454,-4234554.681,-4020877.644,-4042987.655,-4091307.283,-4156104.939,-4172642.67,-4015424.77,-4109357.49,-4202374.764,-4212166.056
237.3,-4820261.012,-4608315.362,-4564811.776,-4384389.31,-4304805.211,-4099944.317,-4117397.494,-4170473.461,-4231669.036,-4270893.907,-4092720.254,-4178035.841,-4284745.003,-4262475.784
237.2,-4922651.657,-4716278.287,-4649410.927,-4472550.74,-4382080.794,-4179727.426,-4190294.857,-4245341.023,-4305223.132,-4369264.55,-4170035.639,-4247768.945,-4366936.133,-4309123.728
237.1,-5027709.036,-4825674.084,-4739343.546,-4563856.528,-4465366.479,-4259231.921,-4262694.695,-4322676.309,-4378836.931,-4469326.778,-4244007.656,-4320347.892,-4447037.658,-4355035.335
237,-5130915.622,-4937517.704,-4826032.302,-4654246.87,-4549507.907,-4340686.714,-4333999.978,-4400708.13,-4449903.402,-4566204.846,-4320089.179,-4398121,-4523517.201,-4403175.854
236.9,-5239316.369,-5051251.919,-4915347.99,-4746070.084,-4636753.891,-4425146.558,-4404190.805,-4479416.585,-4520651.457,-4658266.872,-4395931.89,-4478799.654,-4602106.25,-4449764.095
236.8,-5346264.343,-5163911.48,-5007310.511,-4839584.883,-4724895.42,-4506879.965,-4476312.029,-4558980.783,-4591419.413,-4748438.303,-4474938.86,-4560592.764,-4679958.962,-4496869.762
236.7,-5454147.664,-5277168.071,-5101084.023,-4933836.019,-4817156.456,-4585727.727,-4550900.977,-4640395.774,-4661172.418,-4833216.563,-4553746.82,-4644515.281,-4753174.741,-4548293.946
236.6,-5563324.55,-5392932.188,-5199593.973,-5030893.196,-4906989.57,-4663799.35,-4626823.292,-4720019.675,-4734646.91,-4914850.465,-4633370.721,-4726746.213,-4827186.56,-4604733.182
236.5,-5673735.298,-5506785.809,-5299795.508,-5132587.306,-4996802.783,-4744856.123,-4707621.352,-4796738.03,-4806449.718,-4995549.02,-4717213.634,-4810230.908,-4898889.863,-4666784.5
236.4,-5784762.977,-5620619.529,-5401648.826,-5235236.664,-5089660.849,-4825375.569,-4787543.768,-4872799.652,-4878172.922,-5076625.694,-4804758.133,-4896919.664,-4966712.471,-4733094.632
