WL,BCoh25ME,BCoh30ME,BCoh35ME,BCoh40ME,BCoh45ME,BCoh50ME,BCoh55ME,BCoh60ME,BCoh65ME,BCoh70ME,BCoh75ME,BCoh80ME,BCoh85ME,BCoh90ME
244.1,-423012.4728,-427048.4208,-415584.8244,-518654.4132,-448977.9072,-379589.6832,-507138.174,-743253.666,-634521.216,-578178.3792,-782770.8612,-765305.9856,-743328.87,-842881.4184
244,-430698.3216,-453239.4672,-416783.0748,-535206.8136,-470551.428,-405299.424,-522146.3856,-757324.3344,-651028.494,-591494.5008,-786430.7892,-783289.7688,-763942.2864,-847330.9884
243.9,-435917.4792,-479941.9008,-419848.8912,-551744.1732,-494320.9056,-434466.042,-535710.6804,-767501.9424,-662675.0868,-602471.778,-787488.6588,-799308.2208,-789925.2684,-854883.9768
243.8,-441244.4292,-504646.4148,-424817.3688,-566942.9016,-516488.538,-462404.328,-547748.334,-772723.6068,-668418.1656,-616051.1136,-786052.2624,-815133.6492,-817271.9496,-863171.4576
243.7,-447779.6568,-528167.7192,-433297.8732,-582076.4532,-536229.588,-493310.6652,-562556.0016,-779725.0992,-675790.6644,-627625.0092,-783527.9148,-829427.4228,-846744.3972,-869801.9436
243.6,-454101.8064,-553245.7464,-437494.2564,-600579.144,-551109.9528,-521998.4844,-579720.0612,-784242.3528,-683536.6764,-640452.3048,-782094.0252,-841723.2768,-876357.2256,-877314.8232
243.5,-463061.1096,-572583.2016,-442242.1356,-616845.7692,-565130.4852,-548695.9044,-599887.2672,-785202.4572,-689517.9012,-652833.39,-781492.3932,-854650.8444,-900389.9172,-886188.8952
243.4,-474299.094,-590985.6204,-449023.0296,-629660.5308,-576295.7724,-577478.982,-620385.3708,-787837.104,-697747.7256,-666347.5488,-785169.8688,-864770.796,-922138.914,-896000.5104
243.3,-491004.4092,-610172.6676,-456723.9192,-641201.838,-585084.6132,-597686.2968,-637444.1448,-790368.972,-702069.4488,-683574.2784,-792208.9632,-872063.0772,-942652.0584,-911873.568
243.2,-504378.1872,-626183.5992,-474101.0568,-651775.5204,-595412.6292,-615131.118,-660113.1372,-798009.6984,-706320.9816,-700450.056,-799684.2408,-879575.9568,-963811.9572,-932973.3036
243.1,-517210.4964,-638812.8576,-495594.36,-660005.3448,-605966.2572,-635007.5352,-683875.0944,-807425.2392,-707506.698,-717150.3576,-807921.5856,-889365.0108,-978617.118,-955238.7012
243,-527069.7408,-648957.8772,-524876.2908,-665254.584,-615850.5696,-650359.1784,-708216.1224,-815950.866,-709326.6348,-736537.9488,-816464.76,-900645.6108,-990409.1052,-981186.588
242.9,-538109.688,-654084.2832,-555654.7812,-673750.1292,-624494.016,-671283.438,-737678.5428,-827061.0036,-711753.2172,-757572.5076,-827554.8432,-914069.5248,-997315.3392,-1000220.72
242.8,-555308.8428,-656661.2736,-587064.9852,-679475.6604,-630364.9416,-689532.942,-758512.5576,-836767.3332,-719063.046,-782665.5756,-841447.5288,-927470.8776,-1008069.511,-1018984.118
242.7,-571738.41,-659265.8388,-621954.6276,-683767.302,-637669.7568,-705909.8664,-777017.7552,-848451.528,-730448.9316,-807490.416,-852986.3292,-939678.9936,-1021844.377,-1037110.789
242.6,-587423.4576,-664196.7144,-656535.9336,-690979.3656,-640971.2124,-722615.1816,-792549.888,-859127.9892,-739796.7888,-834824.5632,-866347.5732,-953784.7572,-1033994.837,-1056533.476
242.5,-602624.6928,-671792.3184,-693874.7196,-698597.5308,-645305.4696,-738257.6136,-808119.6228,-869799.4368,-750345.4032,-866658.4164,-885446.8824,-968572.3704,-1044210.047,-1075224.176
242.4,-619332.5148,-683494.0608,-728809.4844,-708301.3536,-649702.3968,-754496.664,-824471.4792,-880576.17,-766812.5724,-902771.3772,-910828.2324,-985355.3964,-1052908.643,-1099101.446
242.3,-640700.478,-698274.1536,-762197.5536,-719925.3852,-654161.994,-772492.9812,-842134.392,-892355.6232,-785992.0992,-939335.562,-940052.5068,-999120.2352,-1059529.102,-1118027.786
242.2,-664317.0408,-715347.9684,-790958.07,-734966.1852,-662903.2056,-790561.9956,-864041.3172,-907787.484,-805011.1908,-981291.8736,-973673.7084,-1019465.424,-1062479.605,-1139400.763
242.1,-691167.3756,-735753.3204,-815950.866,-749362.7376,-673953.18,-806422.5192,-889435.2012,-924457.704,-827898.2748,-1026529.586,-1009169.996,-1044636.203,-1064755.78,-1161199.896
242,-719318.7396,-752814.6012,-839843.1768,-768507.1692,-689219.592,-824463.9588,-917726.946,-939558.6672,-854475.3684,-1071416.347,-1043836.534,-1072045.554,-1069370.798,-1179291.472
241.9,-748783.6668,-771856.254,-861313.9188,-785618.586,-706107.9036,-843944.3016,-939380.6844,-949016.8236,-886161.3204,-1114696.249,-1074665.16,-1102087.045,-1081092.595,-1200945.21
241.8,-777910.176,-788584.1304,-884722.4172,-807452.814,-723617.9016,-862038.384,-962769.1284,-963162.696,-919233.5328,-1156604.932,-1102302.63,-1132196.22,-1096321.405,-1220746.423
241.7,-807239.736,-806332.2744,-909181.2648,-832839.1776,-745043.5212,-876851.0652,-986109.9432,-976238.1648,-952744.4352,-1198852.032,-1129145.444,-1168665.146,-1115440.769,-1240279.409
241.6,-833591.2176,-821596.1796,-933514.7724,-860464.1136,-766910.3376,-899011.1772,-1006485.214,-986829.3948,-984693.6012,-1239740.447,-1155875.453,-1206866.272,-1136893.963,-1254778.74
241.5,-859095.4008,-839544.8676,-953764.7028,-888567.8484,-791291.4744,-922738.0392,-1023491.345,-994560.366,-1016061.19,-1280287.937,-1183813.739,-1246962.538,-1161806.542,-1266232.309
241.4,-888206.8692,-858543.9048,-973315.236,-920140.9944,-815742.8016,-950129.8428,-1038529.638,-1004509.855,-1050331.652,-1317062.693,-1211248.158,-1284296.31,-1185064.632,-1277274.763
241.3,-918935.2236,-877969.098,-986796.8064,-954150.75,-838035.774,-980615.0376,-1054833.865,-1016031.108,-1089527.977,-1351654.026,-1239725.406,-1318634.456,-1212215.783,-1288540.322
241.2,-948026.6376,-897261.4308,-1000714.56,-990065.6736,-861915.5508,-1010834.512,-1070832.263,-1030144.392,-1127774.225,-1381209.198,-1269486.136,-1350608.69,-1235300.904,-1299612.858
241.1,-978263.6592,-914987.0136,-1018560.469,-1022606.444,-884411.574,-1045295.491,-1088407.438,-1047168.071,-1163731.764,-1404933.553,-1302164.78,-1386453.424,-1257047.394,-1313894.098
241,-1009749.067,-932497.0116,-1038913.178,-1050462.006,-904954.8,-1076695.668,-1107988.052,-1064058.889,-1198829.471,-1427056.063,-1337224.885,-1419036.81,-1284622.194,-1332765.288
240.9,-1038574.76,-947033.9448,-1064688.096,-1077961.602,-924981.6252,-1108183.583,-1124663.286,-1083699.667,-1232583.533,-1444453.255,-1371989.188,-1448862.716,-1313054.32,-1357717.975
240.8,-1063763.087,-958913.67,-1092513.576,-1105275.695,-948851.3748,-1144291.53,-1143724.993,-1107098.138,-1266615.85,-1458223.108,-1404657.805,-1478305.082,-1346788.327,-1386067.376
240.7,-1089906.504,-967782.7284,-1121637.578,-1128646.591,-975603.9444,-1180943.453,-1164315.848,-1129333.454,-1297983.438,-1469060.004,-1435832.37,-1509156.27,-1377047.91,-1413998.142
240.6,-1115578.643,-976837.29,-1154912.842,-1149530.742,-1001423.984,-1215888.245,-1181597.728,-1148848.892,-1326633.655,-1479325.35,-1465272.229,-1536267.312,-1408911.845,-1442743.618
240.5,-1139809.372,-986541.1128,-1191436.918,-1169507.431,-1026702.556,-1252698.096,-1195836.352,-1170181.76,-1352654.239,-1485782.867,-1492611.39,-1563042.443,-1444776.632,-1468716.572
240.4,-1162631.279,-996628.476,-1232230.074,-1189589.406,-1053678.23,-1286732.92,-1205269.44,-1192715.386,-1374077.352,-1489808.788,-1520060.85,-1584656.072,-1482546.588,-1505686.859
240.3,-1178183.466,-1013145.781,-1276715.747,-1207954.223,-1077665.8,-1321281.637,-1213790.053,-1223508.917,-1392946.036,-1491982.183,-1545712.934,-1608194.924,-1516167.79,-1542907.825
240.2,-1191316.591,-1034691.727,-1320291.451,-1229139.19,-1104942.29,-1361004.39,-1224955.34,-1251281.754,-1409087.321,-1497436.98,-1570683.169,-1634002.43,-1550944.626,-1582344.803
240.1,-1203344.218,-1062705.217,-1365080.447,-1247235.779,-1132855.508,-1403329.201,-1242247.247,-1279325.326,-1427178.896,-1503327.96,-1597272.797,-1659233.372,-1586122.55,-1622716.817
240,-1214246.291,-1095105.607,-1404996.223,-1265816.18,-1166767.499,-1446137.825,-1268338.021,-1312663.259,-1449120.917,-1507424.071,-1621360.638,-1682549.119,-1621917.148,-1666931.755
239.9,-1228143.99,-1131822.707,-1445237.884,-1282960.186,-1203858.112,-1486958.556,-1297685.129,-1349493.164,-1471000.267,-1515430.79,-1642821.353,-1703338.012,-1654332.578,-1710911.054
239.8,-1239800.61,-1171392.545,-1481127.739,-1302465.596,-1245235.352,-1522667.922,-1331110.8,-1385874.353,-1492989.917,-1529616.772,-1667533.387,-1728533.858,-1689984.288,-1758151.7
239.7,-1253201.963,-1215146.232,-1515275.369,-1321720.327,-1289851.379,-1554975.56,-1367582.233,-1421628.841,-1517396.122,-1547076.634,-1686487.302,-1752030.095,-1725748.804,-1805031.367
239.6,-1266686.04,-1259331.089,-1547021.484,-1345439.669,-1338393.054,-1586370.724,-1404071.214,-1452655.505,-1539536.179,-1567351.632,-1702375.4,-1774388.244,-1763481.157,-1852287.054
239.5,-1278969.36,-1308978.263,-1574425.822,-1369384.622,-1387511.293,-1611661.829,-1443974.456,-1484170.994,-1559364.967,-1595633.35,-1713703.63,-1793983.9,-1802629.853,-1902824.142
239.4,-1295747.372,-1357341.955,-1600471.474,-1400499.024,-1439763.032,-1635428.8,-1486732.944,-1516739.34,-1582074.068,-1627028.513,-1727526.125,-1818427.706,-1834228.067,-1949142.286
239.3,-1317042.638,-1405464.995,-1620515.846,-1435762.18,-1494704.568,-1658729.506,-1533234.084,-1550626.262,-1605417.39,-1663530.028,-1744236.454,-1842377.674,-1862963.515,-1990141
239.2,-1339804.382,-1456127.423,-1639727.962,-1469947.411,-1549034.444,-1685426.926,-1579832.989,-1579980.89,-1629126.704,-1706463.991,-1764884.965,-1867613.629,-1890849.158,-2024398.928
239.1,-1361540.845,-1508717.58,-1657884.714,-1506900.15,-1601226.02,-1708013.194,-1628768.232,-1611621.72,-1652264.468,-1753168.182,-1788468.94,-1890580.931,-1917295.898,-2059150.697
239,-1386202.744,-1561969.532,-1674986.104,-1542840.142,-1652475.04,-1735640.636,-1677700.968,-1644661.344,-1677114.377,-1802401.734,-1813293.78,-1914455.694,-1943905.58,-2094113.036
238.9,-1410613.962,-1613459.204,-1686118.802,-1577223.41,-1698700.432,-1762252.825,-1726937.027,-1677292.36,-1703468.365,-1850238.998,-1844144.968,-1936696.024,-1968010.969,-2127994.945
238.8,-1436789.968,-1664312.149,-1701778.782,-1608134.761,-1742654.663,-1791371.814,-1776874.99,-1713994.418,-1729082.848,-1900184.482,-1877099.36,-1958500.17,-1993795.914,-2160229.886
238.7,-1471168.223,-1712853.824,-1714743.952,-1634824.661,-1778822.773,-1819227.376,-1823536.565,-1750079.804,-1757336.99,-1947643.219,-1912771.124,-1979604.919,-2020779.109,-2191489.682
238.6,-1511487.594,-1756607.512,-1728746.936,-1662379.406,-1813441.681,-1844365.566,-1869343.321,-1780645.217,-1785834.293,-1997658.893,-1953438.941,-1996721.35,-2051773.184,-2221094.99
238.5,-1554506.789,-1797390.641,-1742870.248,-1689430.285,-1844290.362,-1870564.133,-1912512.924,-1815412.026,-1814426.854,-2045105.096,-2000087.982,-2011594.194,-2081380.999,-2252041.436
238.4,-1603018.382,-1834132.808,-1754414.062,-1716624.052,-1879164.964,-1894107.998,-1950571.162,-1846922.502,-1841540.402,-2092989.99,-2043307.721,-2030966.744,-2109176.398,-2284120.956
238.3,-1658371.033,-1868811.88,-1769397.205,-1740383.502,-1910083.835,-1914846.755,-1985505.926,-1875971.3,-1864254.517,-2141067.907,-2086948.602,-2053272.251,-2137367.87,-2314538.467
238.2,-1712066.689,-1899693.149,-1785734.021,-1764809.761,-1935389.981,-1940887.393,-2013261.216,-1902716.35,-1886630.214,-2186255.484,-2129476.464,-2078009.353,-2168299.276,-2344900.829
238.1,-1765767.359,-1926530.95,-1805871.145,-1786105.027,-1959620.71,-1968071.132,-2041214.543,-1933291.789,-1911520.231,-2229442.634,-2171648.36,-2107978.147,-2203126.248,-2372663.639
238,-1819791.406,-1951333.229,-1832786.657,-1811528.993,-1981996.406,-1999032.619,-2068328.092,-1966193.539,-1939222.878,-2267581.09,-2217274.627,-2139533.746,-2235621.896,-2407159.714
237.9,-1871444.02,-1978080.785,-1860293.773,-1834546.43,-2004798.259,-2033471.038,-2092350.756,-2003993.576,-1970999.075,-2304092.632,-2263590.264,-2173059.689,-2275312.061,-2441751.047
237.8,-1920409.344,-2006808.713,-1892034.875,-1864891.244,-2031951.917,-2072359.026,-2121271.708,-2041645.712,-2001486.776,-2342190.978,-2309361.925,-2207500.614,-2320715.222,-2477788.804
237.7,-1967742.742,-2042756.225,-1924039.19,-1894235.845,-2058712.007,-2112560.578,-2148523.13,-2082842.464,-2033879.646,-2377356.368,-2354130.866,-2243914.391,-2367060.941,-2512590.708
237.6,-2016229.267,-2077866.466,-1953326.135,-1925658.583,-2087851.05,-2148480.515,-2175829.703,-2127829.496,-2069922.416,-2409120.031,-2394322.391,-2281521.404,-2410709.342,-2552348.556
237.5,-2065264.782,-2112136.928,-1983625.826,-1957978.756,-2113615.94,-2180073.715,-2201990.668,-2173922.028,-2102683.786,-2441598.132,-2432962.206,-2318421.5,-2454478.07,-2594086.776
237.4,-2119223.652,-2148122.042,-2012611.955,-1995477.977,-2137084.602,-2210283.162,-2226251.478,-2218906.554,-2135685.808,-2473547.298,-2470885.076,-2356166.388,-2496329.096,-2637228.804
237.3,-2172212.39,-2180845.81,-2044851.91,-2037725.077,-2161598.599,-2239622.749,-2253673.363,-2263156.588,-2172911.788,-2507251.224,-2500252.238,-2394495.36,-2533497.42,-2679017.16
237.2,-2225043.2,-2211501.467,-2077360.092,-2084845.397,-2189020.484,-2270468.923,-2283491.749,-2305288.375,-2210393.461,-2544978.564,-2527907.256,-2432425.751,-2571299.964,-2722008.78
237.1,-2275773.312,-2244726.594,-2111277.096,-2133452.249,-2219197.343,-2300422.676,-2316308.268,-2344963.499,-2249151.096,-2584661.208,-2549465.736,-2473742.828,-2605191.9,-2764248.36
237,-2325716.288,-2278483.163,-2145530.011,-2189632.144,-2256413.296,-2336417.818,-2348069.424,-2384362.874,-2286843.341,-2623717.152,-2573205.132,-2518205.94,-2636100.744,-2802050.904
236.9,-2370745.937,-2313074.496,-2181931.254,-2245754.382,-2297133.755,-2373601.182,-2385937.145,-2424173.365,-2323605.563,-2665706.052,-2597846.976,-2558515.284,-2671070.604,-2834388.624
236.8,-2407976.93,-2351689.243,-2224293.667,-2299728.293,-2337448.112,-2416121.524,-2421220.355,-2463946.254,-2365173.32,-2708572.332,-2620082.292,-2602459.488,-2704536.384,-2868155.22
236.7,-2443052.076,-2390835.432,-2269240.591,-2352764.66,-2373661.345,-2459113.144,-2457922.414,-2508830.508,-2405259.559,-2749458.24,-2643345.396,-2644699.068,-2742439.2,-2899615.56
236.6,-2478397.956,-2431400.47,-2313432.968,-2405527.787,-2411927.647,-2508655.032,-2492009.88,-2554228.656,-2444734.139,-2790068.4,-2670594.312,-2686086.336,-2781119.124,-2932680.252
236.5,-2515548.732,-2472727.574,-2361418.134,-2459897.772,-2440966.418,-2556058.62,-2524874.028,-2600830.068,-2484166.103,-2828046.42,-2700124.416,-2720354.292,-2816640.48,-2963714.436
236.4,-2556133.824,-2515272.984,-2417222.009,-2513768.904,-2471496.736,-2604941.22,-2555030.832,-2650915.932,-2523169.404,-2869659.3,-2730256.152,-2757078.912,-2859581.964,-2995926.816
