WL,BCoh25ME,BCoh30ME,BCoh35ME,BCoh40ME,BCoh45ME,BCoh50ME,BCoh55ME,BCoh60ME,BCoh65ME,BCoh70ME,BCoh75ME,BCoh80ME,BCoh85ME,BCoh90ME
236.3,-2597821.908,-2559693.48,-2475021.296,-2565910.344,-2499592.95,-2650364.436,-2583257.4,-2697567.48,-2561949.6,-2907888,-2762217.852,-2792149.044,-2898111.48,-3023551.752
236.2,-2642417.88,-2605292.172,-2536279.968,-2619330.252,-2528935.044,-2695912.992,-2613364.068,-2740584.168,-2601983.196,-2952634.38,-2796210.06,-2832182.64,-2935011.576,-3049146.18
236.1,-2694559.32,-2648810.22,-2595666.06,-2669115.3,-2560169.772,-2739756.924,-2643896.892,-2782422.66,-2643169.92,-2993796.036,-2830904.172,-2874497.424,-2968677.9,-3077798.904
236,-2743918.212,-2688116.844,-2654124.636,-2716644.228,-2595891.672,-2781896.232,-2675858.592,-2822606.664,-2685234.024,-3035734.8,-2860359.072,-2919118.464,-3004349.664,-3108131.184
235.9,-2794781.184,-2731484.484,-2716644.228,-2760588.432,-2632616.292,-2827996.284,-2708020.836,-2864144.34,-2728150.44,-3078149.856,-2895730.02,-2964742.224,-3043756.56,-3138839.484
235.8,-2841507.936,-2771944.236,-2777609.604,-2800622.028,-2673602.472,-2875048.92,-2740634.304,-2904278.208,-2781369.804,-3119361.648,-2935111.848,-3009388.332,-3083865.36,-3170149.416
235.7,-2890089.72,-2809646.508,-2839026.204,-2840404.944,-2719752.66,-2927516.244,-2781244.464,-2945991.36,-2837121.036,-3158994.156,-2976098.028,-3054485.664,-3128110.38,-3204993.936
235.6,-2936991.948,-2850532.416,-2902272.768,-2880538.812,-2768860.872,-2977501.836,-2818294.968,-2991364.44,-2895880.428,-3193262.112,-3022624.236,-3098755.752,-3172731.42,-3243573.588
235.5,-2979532.344,-2895955.632,-2964892.632,-2920146.252,-2821979.964,-3020769.204,-2855846.832,-3040572.924,-2954163.528,-3226452.144,-3065741.196,-3142374.072,-3221187.864,-3282830.076
235.4,-3017535.432,-2941830.072,-3026961,-2961759.132,-2875048.92,-3061830.588,-2894627.028,-3090282.768,-3012195.948,-3261321.732,-3115200.36,-3188173.308,-3271048.116,-3320106.192
235.3,-3059048.04,-2987353.56,-3083915.496,-3000363.852,-2929972.908,-3101488.164,-2935362.528,-3136157.208,-3074013.636,-3294185.88,-3165236.088,-3236654.82,-3318777.588,-3362521.248
235.2,-3104295.78,-3026534.844,-3133700.544,-3039495,-2982064.212,-3135731.052,-2982314.892,-3178772.808,-3135355.032,-3326648.94,-3210433.692,-3284910.72,-3361418.256,-3411203.304
235.1,-3152326.068,-3063460.008,-3181329.744,-3085168.896,-3036511.908,-3165587.04,-3034932.624,-3218129.568,-3195016.872,-3361543.596,-3256734.288,-3329757.372,-3404334.672,-3461213.964
235,-3205219.548,-3102967.176,-3225624.9,-3134176.836,-3094494.192,-3198601.596,-3090332.904,-3253450.38,-3257235.648,-3398268.216,-3303034.884,-3373024.74,-3442613.508,-3513179.928
234.9,-3253951.74,-3139416.048,-3270997.98,-3182457.804,-3157465.008,-3232167.648,-3148089.576,-3285838.236,-3322688.196,-3430856.616,-3347680.992,-3414938.436,-3481418.772,-3560508.312
234.8,-3302809.272,-3181630.56,-3312610.86,-3227254.32,-3225649.968,-3271499.34,-3207024.444,-3316671.876,-3384079.728,-3464873.892,-3390697.68,-3459183.456,-3522104.136,-3610594.176
234.7,-3353020.476,-3227655.408,-3347380.176,-3270521.688,-3297118.836,-3311131.848,-3266385.468,-3343093.548,-3439680.552,-3499868.82,-3431458.248,-3505584.324,-3556873.452,-3660504.564
234.6,-3405713.412,-3271173.456,-3378038.34,-3317799.936,-3370517.94,-3355903.296,-3325721.424,-3370893.96,-3491420.904,-3535064.292,-3477583.368,-3551483.832,-3594525.588,-3709387.164
234.5,-3453493.02,-3313563.444,-3406540.656,-3359112,-3442162.284,-3400198.452,-3385834.488,-3400699.812,-3545266.968,-3566875.584,-3526115.016,-3597984.972,-3630648.576,-3757216.908
234.4,-3500244.84,-3357557.784,-3436396.644,-3402554.844,-3509670.408,-3449457.072,-3440908.884,-3432135.084,-3597258,-3595177.356,-3574370.916,-3645914.988,-3665442.96,-3803868.456
234.3,-3552110.532,-3402103.62,-3465926.748,-3444267.996,-3572265.204,-3498866.1,-3494228.52,-3467430.828,-3643583.664,-3622300.932,-3623203.38,-3692365.992,-3700437.888,-3844428.48
234.2,-3604126.632,-3442814.052,-3490919.544,-3490969.68,-3630097.08,-3549027.168,-3548174.856,-3497838.312,-3685547.496,-3652081.716,-3670757.376,-3734806.116,-3735006.66,-3879999.972
234.1,-3660003.204,-3484502.136,-3522981.516,-3540403.776,-3680107.74,-3598711.944,-3598210.584,-3531304.092,-3726007.248,-3682037.976,-3720116.268,-3777697.464,-3768748.188,-3912137.148
234,-3714425.832,-3531930.792,-3558878.892,-3590464.572,-3729642.108,-3652908.96,-3645288.288,-3569708.268,-3765990.708,-3714902.124,-3766166.184,-3826429.656,-3803893.524,-3944650.344
233.9,-3775792.296,-3582693.492,-3594099.432,-3642781.488,-3777020.628,-3712620.936,-3695499.492,-3604251.972,-3803567.64,-3747741.204,-3812667.324,-3876766.2,-3833799.648,-3974130.312
233.8,-3847236.096,-3632102.52,-3629319.972,-3694271.16,-3822218.232,-3778675.116,-3747365.184,-3640600.572,-3845782.152,-3779953.584,-3855734.148,-3927929.988,-3862151.556,-4002507.288
233.7,-3918704.964,-3680383.488,-3662835.888,-3743404.44,-3863956.452,-3844779.432,-3802514.784,-3679731.72,-3882807.588,-3809007.396,-3897347.028,-3976035.48,-3892909.992,-4029304.98
233.6,-3986162.952,-3730770.168,-3704799.72,-3794117.004,-3902736.648,-3917251.02,-3859719.96,-3730419.216,-3919131.12,-3841219.776,-3940789.872,-4022285.94,-3924044.448,-4053721.212
233.5,-4052116.86,-3788401.5,-3756590.208,-3844102.596,-3942444.36,-3995037.024,-3913591.092,-3787875.072,-3959540.736,-3874058.856,-3989471.928,-4072772.892,-3954401.796,-4078438.26
233.4,-4116265.872,-3845481.336,-3809508.756,-3891681.66,-3983330.268,-4074402.312,-3965983.212,-3846584.328,-4006543.236,-3911710.992,-4036900.584,-4124087.088,-3986614.176,-4103832.144
233.3,-4176780.024,-3903563.892,-3863354.82,-3946029.084,-4022712.096,-4156274.4,-4017573.156,-3908351.88,-4054322.844,-3950365.848,-4079942.34,-4180615.428,-4020756.792,-4128975.348
233.2,-4234110.54,-3967311.816,-3922039.008,-4002206.472,-4065327.696,-4228695.852,-4069614.324,-3975032.76,-4102252.86,-3985686.66,-4125265.284,-4236968.292,-4052543.016,-4155672.768
233.1,-4288959.324,-4030758.924,-3979570.068,-4063472.664,-4107040.848,-4299638.292,-4128774.804,-4041387.756,-4154895.66,-4025018.352,-4171816.56,-4290388.2,-4083151.044,-4188135.828
233,-4339320.936,-4088991.888,-4037301.672,-4129727.388,-4149230.292,-4373263.008,-4192522.728,-4106790.168,-4214056.14,-4064901.54,-4220448.48,-4340223.384,-4114811.928,-4224233.748
232.9,-4390309.248,-4150333.284,-4094180.964,-4196232.792,-4194152.148,-4444556.4,-4261259.184,-4167379.524,-4273567.572,-4109221.764,-4262286.972,-4389030.78,-4143414.516,-4265069.52
232.8,-4444029.972,-4213329.168,-4151135.46,-4266047.172,-4238773.188,-4508204.052,-4329995.64,-4226088.78,-4330597.272,-4155472.224,-4299638.292,-4435005.492,-4172593.668,-4307434.44
232.7,-4497123.996,-4284296.676,-4210295.94,-4335661.008,-4287831.264,-4571651.16,-4399759.884,-4277377.908,-4386448.776,-4204806.048,-4339496.412,-4473309.396,-4203828.396,-4355063.64
232.6,-4550518.836,-4358372.616,-4269882.576,-4398907.572,-4338644.1,-4635048.132,-4468721.952,-4326611.46,-4440370.044,-4255994.904,-4377324.024,-4510735.92,-4230350.34,-4406478.108
232.5,-4603713.132,-4430418.048,-4333179.276,-4457290.944,-4393618.224,-4695462.012,-4531868.244,-4374566.544,-4495394.304,-4306933.08,-4414474.8,-4548362.988,-4259604.696,-4459923.084
232.4,-4660366.812,-4507326.672,-4397253.084,-4514370.78,-4450873.536,-4753569.636,-4595190.012,-4423674.756,-4550092.68,-4364639.616,-4452502.956,-4593660.864,-4288608.372,-4522292.268
232.3,-4720580.148,-4578770.472,-4457466.42,-4567389.6,-4506649.836,-4808443.488,-4654651.308,-4474888.68,-4601256.468,-4421644.248,-4492586.688,-4633443.78,-4315180.452,-4584912.132
232.2,-4781495.388,-4650389.748,-4516451.424,-4620358.284,-4563178.176,-4861412.172,-4713260.292,-4527882.432,-4650916.176,-4475465.244,-4540316.16,-4674505.164,-4344585.216,-4645175.604
232.1,-4831731.66,-4725267.864,-4575286.02,-4665606.024,-4624970.796,-4905331.308,-4767958.668,-4577542.14,-4698169.356,-4528283.52,-4589449.44,-4710653.22,-4367923.524,-4704035.268
232,-4887081.804,-4803254.412,-4635975.648,-4712182.368,-4683504.576,-4945389.972,-4818119.736,-4624143.552,-4744645.428,-4585388.424,-4635223.608,-4747678.656,-4395172.44,-4761190.308
231.9,-4945590.516,-4879185.384,-4692328.512,-4753243.752,-4740584.412,-4982515.68,-4868205.6,-4667335.716,-4790745.48,-4644197.952,-4680922.572,-4788539.496,-4423599.552,-4815136.644
231.8,-5005477.968,-4948999.764,-4747327.704,-4796185.236,-4802226.624,-5018287.716,-4917063.132,-4702957.344,-4836319.104,-4703934.996,-4728827.52,-4829575.812,-4463131.788,-4864796.352
231.7,-5065866.78,-5020343.292,-4804532.88,-4843012.26,-4866024.684,-5048494.656,-4955517.444,-4736372.988,-4880037.696,-4765903.092,-4780342.26,-4874472.6,-4502764.296,-4916962.86
231.6,-5135229.936,-5095873.176,-4858579.488,-4886079.084,-4929246.18,-5078450.916,-4993319.988,-4772445.84,-4925435.844,-4826417.244,-4830077.172,-4922151.936,-4543951.02,-4965444.372
231.5,-5211612.132,-5167793.268,-4911648.444,-4930775.328,-4992969.036,-5110086.732,-5034506.712,-4806412.98,-4966422.024,-4883346.672,-4879009.908,-4967800.764,-4585588.968,-5010441.432
231.4,-5287693.512,-5237858.328,-4969129.368,-4972237.8,-5050124.076,-5141898.024,-5073211.704,-4847323.956,-5014201.632,-4941980.724,-4923104.52,-5007683.952,-4629583.308,-5046288.672
231.3,-5364802.68,-5309201.856,-5032576.476,-5010215.82,-5103117.828,-5180377.404,-5110136.868,-4896482.304,-5055814.512,-5003196.78,-4967550.084,-5050048.872,-4681774.884,-5073662.928
231.2,-5445070.416,-5380921.404,-5104045.344,-5053382.916,-5154306.684,-5220486.204,-5143402.104,-4953211.188,-5104120.548,-5064312.564,-5015204.352,-5098906.404,-4739080.332,-5094619.776
231.1,-5521628.088,-5449181.568,-5177519.652,-5100209.94,-5201735.34,-5266285.44,-5173508.772,-5014778.196,-5158493.04,-5125729.164,-5064187.224,-5151248.388,-4799895.3,-5113947.204
231,-5595002.124,-5511450.48,-5250016.308,-5151499.068,-5253500.76,-5316496.644,-5205871.56,-5078225.304,-5215472.604,-5191281.984,-5110989.18,-5205395.268,-4868255.736,-5128561.848
230.9,-5664716.232,-5568154.296,-5319153.852,-5211336.384,-5302784.448,-5366356.896,-5238033.804,-5146084.38,-5278969.848,-5251244.64,-5159972.052,-5262800.988,-4935688.656,-5141371.596
230.8,-5731121.364,-5630322.936,-5389795.476,-5273881.044,-5358009.252,-5417069.46,-5277164.952,-5209656.828,-5343068.724,-5302659.108,-5212038.288,-5318627.424,-5002093.788,-5154231.48
230.7,-5794117.248,-5684419.68,-5457303.6,-5335372.848,-5408972.496,-5473823.412,-5314090.116,-5269343.736,-5408596.476,-5350564.056,-5263202.076,-5372122.536,-5069100.552,-5165461.944
230.6,-5850896.268,-5734906.632,-5527368.66,-5397240.672,-5457579.348,-5533334.844,-5353522.08,-5325496.056,-5474149.296,-5396288.088,-5301155.028,-5422559.352,-5143427.172,-5174386.152
230.5,-5909906.34,-5787499.296,-5594651.172,-5463294.852,-5499818.928,-5592069.168,-5396689.176,-5378314.332,-5537746.812,-5443917.288,-5334094.38,-5475678.444,-5221037.7,-5188975.728
230.4,-5973528.924,-5836356.828,-5662284.636,-5532357.192,-5541055.788,-5649550.092,-5439329.844,-5430255.228,-5602372.116,-5486106.732,-5370668.592,-5533184.436,-5296692.924,-5206222.512
230.3,-6035246.34,-5887194.732,-5731246.704,-5602397.184,-5580738.432,-5712370.5,-5485179.216,-5477132.388,-5667498.78,-5532632.94,-5406365.424,-5587832.676,-5369490.396,-5231014.764
230.2,-6099595.896,-5936353.08,-5800133.568,-5678127.612,-5623228.692,-5775266.112,-5533008.96,-5526792.096,-5729968.236,-5581139.52,-5444744.532,-5644536.492,-5436497.16,-5266836.936
230.1,-6168833.712,-5988243.84,-5873933.76,-5755537.596,-5663337.492,-5842523.556,-5580663.228,-5580462.684,-5794016.976,-5627941.476,-5485580.304,-5702343.3,-5499041.82,-5313438.348
230,-6241806.66,-6045699.696,-5947658.748,-5834351.388,-5703521.496,-5913566.268,-5634910.38,-5638670.58,-5857388.88,-5673941.256,-5530176.276,-5763684.696,-5561887.296,-5364301.32
229.9,-6311370.36,-6098417.7,-6015718.368,-5907575.016,-5744432.472,-5989522.308,-5692867.596,-5697129.156,-5912187.528,-5717283.828,-5579033.808,-5821090.416,-5617964.412,-5415038.952
229.8,-6382864.296,-6155998.896,-6082925.676,-5981475.48,-5785819.74,-6062620.596,-5755061.304,-5744758.356,-5965682.64,-5764211.124,-5637166.5,-5878044.912,-5670506.94,-5469311.172
229.7,-6450673.236,-6210396.456,-6148528.632,-6051640.812,-5830290.372,-6127897.668,-5821240.824,-5783889.504,-6008799.6,-5813895.9,-5696076.3,-5938533.996,-5710841.352,-5532332.124
229.6,-6525726.828,-6265696.464,-6212076.012,-6122006.688,-5879473.788,-6192146.952,-5893311.324,-5815926.408,-6048732.924,-5865661.32,-5754158.856,-6006794.16,-5750649.336,-5600015.724
229.5,-6600329.196,-6324230.244,-6271938.396,-6189590.016,-5935099.68,-6254791.884,-5967863.556,-5839891.416,-6087337.644,-5918078.508,-5818458.276,-6074176.944,-5785769.604,-5674868.772
229.4,-6680020.368,-6381034.332,-6331926.12,-6254415.864,-5995914.648,-6309114.24,-6040059.396,-5856712.044,-6120352.2,-5971197.6,-5880301.032,-6138476.364,-5814622.872,-5752805.184
229.3,-6765903.336,-6443854.74,-6390259.356,-6318489.672,-6055852.236,-6352908.036,-6109372.416,-5873382.264,-6148152.612,-6030759.168,-5942469.672,-6199542.012,-5835504.516,-5833875.096
229.2,-6856474.02,-6513769.392,-6447640.008,-6381510.624,-6114185.472,-6399534.516,-6182646.18,-5894063.364,-6178083.804,-6089568.696,-6005565.828,-6257825.112,-5857789.968,-5914192.968
229.1,-6946543.344,-6577492.248,-6505872.972,-6444882.528,-6163469.16,-6442175.184,-6258301.404,-5921638.164,-6204680.952,-6154018.524,-6067935.012,-6305654.856,-5885465.04,-5990875.98
229,-7040874.228,-6641741.532,-6571400.724,-6507351.984,-6209067.852,-6484740.648,-6333304.86,-5952020.58,-6235088.436,-6223632.36,-6133212.084,-6347468.28,-5914017.492,-6066982.428
228.9,-7137235.62,-6706391.904,-6639234.732,-6573230.688,-6260031.096,-6530163.864,-6404823.864,-5989697.784,-6261861.06,-6292243.476,-6200018.304,-6395598.84,-5942344.332,-6138150.48
228.8,-7230613.92,-6766855.92,-6709274.724,-6646730.064,-6315005.22,-6569746.236,-6475164.672,-6033892.668,-6295351.908,-6364940.676,-6268629.42,-6441272.736,-5969818.86,-6201071.16
228.7,-7320432.564,-6822907.968,-6780242.232,-6722635.968,-6370204.956,-6616899.144,-6545054.256,-6086359.992,-6330472.176,-6437612.808,-6336789.312,-6480779.904,-5999298.828,-6267426.156
228.6,-7404034.344,-6878985.084,-6855320.892,-6794932.08,-6435055.872,-6656782.332,-6620559.072,-6143289.42,-6364013.16,-6506499.672,-6407531.208,-6510711.096,-6037352.052,-6326787.18
228.5,-7487686.26,-6935588.628,-6931352.136,-6861963.912,-6496673.016,-6689621.412,-6686989.272,-6202901.124,-6401715.432,-6571801.812,-6474011.544,-6542547.456,-6075580.752,-6384217.968
228.4,-7569157.26,-6997857.54,-7004876.58,-6927040.44,-6560044.92,-6720755.868,-6751890.324,-6265972.212,-6441573.552,-6631990.08,-6538386.168,-6573155.484,-6120352.2,-6435682.572
228.3,-7652157.408,-7057744.992,-7079754.696,-6988005.816,-6614668.092,-6751464.168,-6811727.64,-6332001.324,-6481281.264,-6687941.856,-6598298.688,-6602585.316,-6173396.088,-6487372.788
228.2,-7734982.08,-7121242.236,-7157189.748,-7056165.708,-6671622.588,-6781921.788,-6876127.332,-6403445.124,-6530991.108,-6744219.516,-6647356.764,-6629759.028,-6239550.54,-6538310.964
228.1,-7818508.656,-7185316.044,-7232193.204,-7124751.756,-6731484.972,-6812203.932,-6938997.876,-6489428.364,-6589299.276,-6799043.232,-6699573.408,-6662673.312,-6306657.576,-6591079.104
228,-7899553.5,-7249239.444,-7309377.576,-7190279.508,-6799494.456,-6846171.072,-6995476.08,-6582831.732,-6654902.232,-6853440.792,-6758984.568,-6698771.232,-6379154.232,-6638608.032
227.9,-7973153.148,-7315820.052,-7392803.88,-7259742.936,-6863417.856,-6880714.776,-7049272.008,-6676586.052,-6722635.968,-6908364.78,-6813031.176,-6730607.592,-6456388.74,-6693557.088
227.8,-8045123.376,-7381498.212,-7472219.304,-7329883.2,-6927967.956,-6920447.556,-7103418.888,-6777635.16,-6788113.584,-6963514.38,-6865272.888,-6762719.7,-6533974.2,-6749935.02
227.7,-8115414.048,-7445471.748,-7547072.352,-7395060,-6989760.576,-6962962.884,-7153529.82,-6881191.068,-6857451.672,-7021521.732,-6913629.06,-6797288.472,-6611659.932,-6801174.012
227.6,-8180666.052,-7509796.236,-7620095.436,-7458431.904,-7053909.588,-7008862.392,-7207927.38,-6982841.808,-6928895.472,-7077924.732,-6964692.576,-6833461.596,-6694208.856,-6842009.784
227.5,-8244514.248,-7575424.26,-7691940.324,-7518620.172,-7116955.608,-7056240.912,-7263678.612,-7080682.212,-6997782.336,-7135756.608,-7015956.636,-6872467.404,-6765978.54,-6877656.48
227.4,-8306281.8,-7644060.444,-7762431.54,-7577555.04,-7186544.376,-7105123.512,-7312536.144,-7167166.812,-7071682.8,-7191583.044,-7069476.816,-6913754.4,-6835291.56,-6910771.308
227.3,-8364213.948,-7716707.508,-7826430.144,-7628543.352,-7259316.78,-7153429.548,-7364853.06,-7254754.404,-7138113,-7245855.264,-7123648.764,-6967124.172,-6900343.02,-6945164.604
227.2,-8418410.964,-7791635.76,-7882707.804,-7672186.74,-7333242.312,-7204994.424,-7414788.516,-7333568.196,-7206974.796,-7300378.164,-7174311.192,-7027086.828,-6965043.528,-6976499.604
227.1,-8476167.636,-7870123.668,-7939035.6,-7706880.852,-7402931.352,-7256459.028,-7463169.756,-7405037.064,-7276864.38,-7351717.428,-7228232.46,-7086899.076,-7029668.832,-7008937.596
227,-8535804.408,-7946305.32,-7990926.36,-7738516.668,-7476405.66,-7311006.996,-7509294.876,-7473146.82,-7347180.12,-7403733.528,-7275109.62,-7147588.704,-7090408.596,-7031248.116
226.9,-8592809.04,-8024266.8,-8033717.436,-7763684.94,-7548100.14,-7374228.492,-7551534.456,-7543136.676,-7421230.992,-7456100.58,-7322262.528,-7217578.56,-7147312.956,-7048670.376
226.8,-8644875.276,-8096287.164,-8076057.288,-7791685.896,-7614455.136,-7442338.248,-7602948.924,-7602798.516,-7493727.648,-7501724.34,-7372298.256,-7284259.44,-7203540.48,-7063661.04
226.7,-8695186.752,-8162216.004,-8119349.724,-7822068.312,-7683016.116,-7506412.056,-7660003.692,-7657622.232,-7563241.212,-7549829.832,-7418523.648,-7343770.872,-7260169.092,-7077573.78
226.6,-8747227.92,-8227493.076,-8164697.736,-7861324.8,-7757267.532,-7575925.62,-7712571.288,-7701365.892,-7628743.896,-7595729.34,-7460111.46,-7406816.892,-7303987.956,-7089806.964
226.5,-8797188.444,-8294524.908,-8207764.56,-7907625.396,-7832621.94,-7648322.004,-7764888.204,-7740697.584,-7692040.596,-7644962.892,-7501097.64,-7478411.1,-7344322.368,-7095572.604
226.4,-8847750.6,-8358899.532,-8250580.704,-7953148.884,-7906672.812,-7720317.3,-7821165.864,-7779126.828,-7754685.528,-7697580.624,-7540730.148,-7543211.88,-7386411.54,-7100160.048
226.3,-8896106.772,-8428262.688,-8290714.572,-8002307.232,-7972877.4,-7792187.256,-7881730.152,-7810110.876,-7812066.18,-7746413.088,-7580838.948,-7603500.42,-7426720.884,-7107805.788
226.2,-8944513.08,-8494968.636,-8328968.34,-8046853.068,-8039483.076,-7861776.024,-7945503.144,-7837184.316,-7869772.716,-7790382.36,-7626738.456,-7657998.252,-7470740.292,-7107755.652
226.1,-9000966.216,-8558741.628,-8373940.332,-8088892.104,-8103657.156,-7927755,-8006794.404,-7863580.92,-7928406.768,-7833549.456,-7666646.712,-7720242.096,-7516313.916,-7114398.672
226,-9059675.472,-8624269.38,-8427385.308,-8141935.992,-8165875.932,-7999349.208,-8070366.852,-7889802.048,-7990675.68,-7869722.58,-7706880.852,-7779126.828,-7562539.308,-7119913.632
225.9,-9120365.1,-8688593.868,-8486997.012,-8188863.288,-8226039.132,-8072973.924,-8131808.52,-7911937.092,-8047554.972,-7910132.196,-7740045.816,-7835605.032,-7612976.124,-7130542.464
225.8,-9178698.336,-8743492.788,-8550068.1,-8244388.908,-8283419.784,-8140908.204,-8194077.432,-7942319.508,-8109523.068,-7949965.248,-7767846.228,-7886793.888,-7667950.248,-7146485.712
225.7,-9233847.936,-8790219.54,-8625046.488,-8301945.036,-8334658.776,-8207664.288,-8253964.884,-7980473.004,-8167254.672,-7989948.708,-7790031.408,-7941768.012,-7712094.996,-7164083.448
225.6,-9289950.12,-8836921.224,-8702606.88,-8366094.048,-8377650.396,-8268404.052,-8309816.388,-8015417.796,-8218819.548,-8032113.084,-7812818.22,-7994235.336,-7752429.408,-7186644.648
225.5,-9343069.212,-8880715.02,-8781395.604,-8437186.896,-8417533.584,-8322751.476,-8362383.984,-8051265.036,-8263741.404,-8078213.136,-7833549.456,-8040561,-7785143.148,-7215197.1
225.4,-9395686.944,-8921375.316,-8858554.908,-8510410.524,-8459347.008,-8375619.888,-8414299.812,-8090872.476,-8295577.764,-8128474.476,-7855057.8,-8084254.524,-7810737.576,-7237457.484
225.3,-9445070.904,-8965595.268,-8936491.32,-8584110.444,-8497801.32,-8418736.848,-8461903.944,-8135443.38,-8326386.336,-8184050.232,-7884738.312,-8129452.128,-7835805.576,-7267188.132
225.2,-9494179.116,-9011770.524,-9017285.484,-8664052.296,-8530740.672,-8458770.444,-8511262.836,-8174925.48,-8357019.432,-8235264.156,-7921387.728,-8164447.056,-7858291.572,-7299475.716
225.1,-9539527.128,-9058773.024,-9093492.204,-8742640.476,-8562627.168,-8496322.308,-8550719.868,-8216914.38,-8386474.332,-8289661.716,-7959867.108,-8196559.164,-7879072.944,-7338506.592
225,-9579686.064,-9096425.16,-9163456.992,-8815412.88,-8589825.948,-8537258.352,-8580625.992,-8261410.08,-8412419.712,-8344234.752,-8007320.832,-8231178.072,-7901283.192,-7380044.268
224.9,-9615834.12,-9132472.944,-9226202.196,-8875074.72,-8605343.04,-8576940.996,-8615144.628,-8317035.972,-8442952.536,-8406553.8,-8057732.58,-8265295.62,-7927429.116,-7419451.164
224.8,-9654714.588,-9164209.032,-9285588.288,-8923982.388,-8624319.516,-8620133.16,-8642418.612,-8369102.208,-8479601.952,-8467168.224,-8112481.092,-8301819.696,-7953249.156,-7467130.5
224.7,-9700087.668,-9193839.408,-9344122.068,-8967951.66,-8640488.376,-8665055.016,-8668990.692,-8425680.684,-8520437.724,-8523646.428,-8168056.848,-8337942.684,-7979821.236,-7522405.44
224.6,-9741926.16,-9222040.908,-9399773.028,-9010492.056,-8663876.82,-8715667.308,-8687290.332,-8494367.004,-8568442.944,-8584411.26,-8220749.784,-8374516.896,-8006167.704,-7574872.764
224.5,-9782410.98,-9248562.852,-9454371.132,-9047166.54,-8683730.676,-8770867.044,-8704110.96,-8562075.672,-8615796.396,-8650014.216,-8277604.008,-8412294.372,-8031762.132,-7635386.916
224.4,-9819536.688,-9270246.672,-9499618.872,-9095723.256,-8708146.908,-8827871.676,-8727474.336,-8623467.204,-8661595.632,-8714138.16,-8340624.96,-8440821.756,-8061392.508,-7693394.268
224.3,-9853955.052,-9296994.228,-9532783.836,-9145859.256,-8743217.04,-8883472.5,-8746927.104,-8688192.78,-8709550.716,-8778211.968,-8409010.464,-8470351.86,-8089318.26,-7754484.984
224.2,-9888975.048,-9323365.764,-9558679.08,-9197724.948,-8775780.372,-8941705.464,-8765101.404,-8750787.576,-8761516.68,-8839428.024,-8488476.024,-8509733.688,-8115815.136,-7810186.08
224.1,-9924120.384,-9355678.416,-9577505.148,-9246356.868,-8814385.092,-9003498.084,-8792550.864,-8806162.788,-8815513.152,-8902674.588,-8570398.248,-8554605.408,-8149205.712,-7868945.472
224,-9963251.532,-9391876.608,-9582042.456,-9289398.624,-8865047.52,-9065340.84,-8819849.916,-8858329.296,-8874046.932,-8961634.524,-8662347.672,-8594388.324,-8188086.18,-7922590.992
223.9,-10003886.76,-9434141.256,-9585827.724,-9331337.388,-8918291.952,-9125829.924,-8846246.52,-8905181.388,-8932029.216,-9018563.952,-8757104.712,-8628606.144,-8227066.92,-7968039.276
223.8,-10050563.38,-9470765.604,-9595378.632,-9364377.012,-8980936.884,-9188775.672,-8877130.296,-8945816.616,-8996228.364,-9067195.872,-8849530.428,-8656381.488,-8272364.796,-8014114.26
223.7,-10097565.88,-9511100.016,-9610519.704,-9394182.864,-9043531.68,-9252824.412,-8915534.472,-8991741.192,-9068098.32,-9117005.988,-8930926.224,-8677664.22,-8316835.428,-8061041.556
223.6,-10149055.55,-9554943.948,-9626362.68,-9422985.996,-9105424.572,-9320207.196,-8950955.556,-9034055.976,-9142174.26,-9167041.716,-8997256.152,-8704386.708,-8359977.456,-8095660.464
223.5,-10203753.92,-9597283.8,-9642832.356,-9444268.728,-9171679.296,-9380119.716,-8986100.892,-9081785.448,-9212891.088,-9223971.144,-9059199.18,-8737025.244,-8397780,-8128374.204
223.4,-10268278.96,-9643659.6,-9661909.104,-9470289.312,-9238410.312,-9433489.488,-9025432.584,-9131695.836,-9282680.4,-9271851.024,-9120089.352,-8773950.408,-8431245.78,-8152690.164
223.3,-10337266.09,-9695951.448,-9688230.504,-9496209.624,-9309904.248,-9485229.84,-9064137.576,-9180753.912,-9349486.62,-9322112.364,-9176442.216,-8812705.536,-8454183,-8175025.752
223.2,-10403520.82,-9753683.052,-9718738.26,-9522480.888,-9388216.68,-9525940.272,-9100360.836,-9234274.092,-9401628.06,-9370944.828,-9239538.372,-8842762.068,-8473836.312,-8201522.628
223.1,-10467970.64,-9809484.42,-9751126.116,-9558729.216,-9467130.744,-9557851.836,-9133199.916,-9283307.1,-9442037.676,-9419426.34,-9301255.788,-8867353.776,-8491032.96,-8220047.88
223,-10532245,-9870976.224,-9788101.416,-9594902.34,-9549654.6,-9585451.704,-9165462.432,-9328579.908,-9463596.156,-9459635.412,-9354525.288,-8883948.792,-8503541.892,-8226891.444
222.9,-10592107.38,-9933445.68,-9825502.872,-9634158.828,-9620697.312,-9601420.02,-9200031.204,-9365680.548,-9483650.556,-9503303.868,-9404485.812,-8896257.18,-8515699.872,-8246895.708
222.8,-10653273.3,-10001029.01,-9858818.244,-9674016.948,-9690987.984,-9609065.76,-9230137.872,-9401402.448,-9501900.06,-9534638.868,-9447728.112,-8895530.208,-8516928.204,-8262237.324
